[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용),label
3.8,-0.96,4.37,5.53,9.66,7.22,46.48,32.08,10.63,1.16,3.21,1.56,4.79,261.0,18763.79,1.34,3.56,2.26,19.54,5.98,8.8,41.47,18.68,61.0,0.03,0.06,1.52,3.27,3.93,85.94,70.12,12.89,160.59,-6.74,1060.33,153.27,41.18,38.37,62972.8,18.06,40.61,207.77,13.88,61.41,38.59,8.39,2.71,2.05,0
43.28,-11.82,-9.06,-8.14,10.89,-6.66,0.0,-17.46,13.91,3.72,8.54,4.93,10.31,327.0,8732.74,1.32,2.77,2.14,9.62,10.91,13.79,26.47,37.95,33.46,0.02,0.15,1.5,3.46,5.39,85.9,57.0,9.0,90.63,-6.34,663.03,117.02,38.61,52.46,50787.59,27.58,52.83,113.32,19.96,51.51,48.49,18.65,2.38,7.46,0
-17.06,-2.6,-6.48,13.26,4.49,22.1,-82.82,-23.69,14.9,2.1,2.58,2.36,3.36,158.0,7521.73,1.12,1.6,4.0,5.78,16.31,30.84,11.83,63.15,22.38,0.01,0.0,1.35,1.56,2.14,939.33,739.73,288.17,48.07,66.55,961.44,37.79,74.48,67.54,20762.31,19.76,96.57,5050.8,18.7,80.16,19.84,11.23,5.1,10.14,0
-16.18,28.31,38.9,8.45,64.66,-33.38,134.69,0.2,13.19,-20.23,-7.38,-11.62,-32.96,-749.0,2844.94,0.57,1.63,0.87,5.75,4.35,17.48,20.88,63.51,83.87,0.01,0.0,0.63,1.71,2.43,49.19,30.91,2.93,137.09,-22.07,434.44,175.74,25.88,42.18,-7669.98,-5.48,-13.71,-306.03,-9.92,0.0,0.0,0.0,1.55,-2.5,0
-1.4,10.46,3.01,5.61,-1.11,7.88,-39.57,64.17,48.31,4.87,8.23,3.44,1.48,155.0,8840.61,0.71,0.82,1.54,4.48,20.65,19.07,19.14,81.47,17.67,0.01,0.16,1.11,1.31,1.85,495.29,321.67,70.7,18.05,43.53,2050.35,53.66,54.54,84.71,70038.97,23.83,101.51,328.33,34.57,61.07,38.93,14.07,2.47,107.19,0
32.43,-13.25,18.08,4.06,2.27,1.26,-10.47,54.12,67.89,14.04,10.8,8.34,9.35,0.0,5321.94,0.59,0.66,3.34,54.93,9.39,86.45,4.12,6.64,38.89,0.02,0.0,0.67,0.72,0.73,972.03,860.06,73.93,12.21,74.33,1626.84,21.18,81.12,89.12,14526.55,24.03,2365.36,72527.6,41.28,63.02,36.98,34.02,44.87,257.4,0
58.33,101.01,68.96,71.67,101.41,100.82,38.09,123.63,50.18,28.03,21.8,18.32,25.67,1665.0,6620.93,0.65,0.9,5.16,3.36,6.67,4.97,73.44,108.79,54.75,0.01,0.2,0.56,0.74,0.94,295.51,220.86,40.91,43.39,59.08,1664.41,15.34,88.77,69.74,16231.11,18.42,2235.19,72527.6,41.92,18.24,81.76,67.76,34.39,1543.8,0
6.39,-3.7,1.96,5.72,0.72,11.63,211.12,74.86,0.0,15.35,3.85,4.68,2.33,194.0,2771.34,0.3,0.33,0.51,217.91,7.11,28.14,12.97,0.85,51.36,0.03,0.0,0.64,0.76,0.76,523.79,522.67,211.76,10.49,33.23,1547.01,65.11,41.08,90.51,19819.02,23.67,152.1,888.9,69.96,60.03,39.97,19.23,1.87,30.69,0
-0.08,-17.51,-23.62,-13.3,-2.95,10.93,-87.05,-10.28,51.0,10.64,3.23,2.81,3.55,146.0,1504.3,0.26,0.37,0.4,217.91,4.06,86.45,1.34,0.55,89.9,0.01,0.0,0.51,0.78,0.78,190.01,189.81,36.31,31.52,18.09,808.8,81.28,38.2,76.04,28159.28,20.87,283.81,72527.6,69.96,74.43,25.57,14.5,3.5,2.61,0
7.82,26.34,20.21,4.95,21.27,-5.25,2.84,-54.26,36.49,10.97,8.96,6.56,11.76,533.0,4713.37,0.6,1.07,1.39,51.95,2.31,11.84,30.82,7.03,158.29,0.01,0.02,0.7,1.05,1.07,268.94,265.43,16.6,67.5,34.0,963.64,76.83,54.13,59.7,15550.52,17.68,126.44,2935.03,30.27,44.51,55.49,36.24,2.03,7.05,0
5.22,33.51,32.58,17.1,0.52,-3.69,147.01,-7.8,13.2,1.99,3.13,1.78,3.55,192.0,13526.76,0.89,2.29,1.46,4.57,7.03,14.46,25.24,79.82,51.92,0.01,0.0,1.04,2.32,4.71,73.13,36.86,6.33,174.18,-12.89,1085.43,177.98,35.09,36.47,30132.77,23.09,37.77,156.94,27.85,67.91,32.09,7.14,1.55,2.96,0
75.57,98.8,97.26,71.67,48.53,72.25,-4.19,0.0,15.97,3.77,13.85,6.94,14.11,125.0,2702.8,1.79,3.62,6.59,18.58,3.8,4.4,81.54,19.65,95.97,0.03,0.06,1.33,2.05,2.31,183.3,163.03,18.95,96.57,40.69,142.35,20.56,88.77,50.87,8166.06,15.65,2365.36,5331.93,8.51,43.28,56.72,44.33,44.87,21.46,0
9.06,3.84,0.43,-1.78,0.12,-3.27,0.0,0.97,27.0,0.02,3.98,0.02,0.23,3.0,5080.65,1.06,4.67,2.6,29.43,3.0,5.37,68.02,12.4,121.57,0.02,0.04,0.88,1.78,1.9,104.59,98.11,8.78,302.31,2.58,210.48,185.98,58.86,23.99,15239.64,31.57,111.17,1224.51,29.59,84.69,15.31,0.08,3.83,1.65,0
-13.23,5.85,5.25,-2.11,0.69,-13.6,-73.47,10.53,10.18,1.35,-0.67,0.99,1.22,231.0,15897.16,0.73,0.9,1.16,15.91,8.03,10.45,34.92,22.94,45.45,0.03,0.07,1.52,1.99,2.28,301.07,258.33,116.14,21.38,23.04,3529.85,79.51,34.5,82.39,25057.39,13.6,24.07,93.39,18.33,65.92,34.08,7.35,1.34,-12.86,0
-11.38,1.15,8.35,27.65,54.9,41.13,0.0,20.88,19.65,0.65,1.99,0.29,1.23,3.0,2061.54,0.45,1.9,1.19,1.65,1.77,0.95,81.54,157.66,162.17,0.02,0.4,0.32,0.72,1.27,87.58,52.04,6.69,293.15,-9.23,263.29,137.26,65.09,25.44,4256.26,6.62,24.66,105.3,16.63,52.83,47.17,3.89,1.43,1.14,0
3.05,-3.96,10.33,-6.44,2.14,-10.47,-60.62,-18.39,22.87,1.34,4.56,1.85,3.43,622.0,36483.08,1.38,2.56,6.55,6.76,3.68,8.2,44.54,53.95,99.23,0.01,0.44,1.13,1.75,2.36,196.51,148.19,30.0,77.58,37.89,3530.23,40.58,77.15,56.31,100028.31,13.94,153.5,9235.82,9.77,67.88,32.12,13.72,14.89,4.58,0
-17.63,3.46,3.59,-4.82,13.17,-7.4,69.88,-58.81,8.98,4.47,10.47,8.25,13.58,1330.0,29045.16,1.79,3.11,6.59,79.99,8.15,10.12,36.06,4.56,44.8,0.07,0.01,1.6,2.44,2.52,219.28,215.21,81.14,54.25,40.52,1975.77,39.35,74.49,64.83,157712.57,97.66,548.96,10253.68,51.57,86.91,13.09,8.66,10.81,149.74,0
13.15,-81.7,-42.78,-15.1,-3.18,0.26,-94.68,-29.35,17.87,-2.53,2.94,-2.36,-2.03,0.0,5183.38,0.93,2.27,3.07,4.64,4.9,8.1,45.07,78.65,74.44,0.01,0.67,0.78,1.34,1.88,152.48,116.13,38.57,132.37,26.14,408.56,55.89,75.95,43.04,11594.7,15.83,515.09,1085.22,15.6,77.0,23.0,-16.23,9.16,0.71,0
-22.43,-11.06,-31.42,-21.18,-75.49,0.97,287.25,-12.3,26.33,-105.57,-21.99,-39.36,-58.89,-1934.0,3387.18,0.45,1.36,0.7,4.98,3.78,6.54,55.77,73.23,96.54,0.01,0.45,0.5,1.26,1.69,57.39,43.86,18.98,302.31,-22.07,179.73,226.43,40.51,23.99,-15435.0,-10.53,-89.56,-497.37,-54.42,0.0,0.0,0.0,1.53,-7.23,0
20.05,27.72,86.85,31.39,14.46,-39.34,-73.98,29.65,10.27,1.04,5.11,1.63,5.48,534.0,36483.08,1.56,4.67,2.71,24.93,20.71,0.0,0.0,14.64,2.66,0.06,0.01,2.0,3.74,5.56,42.83,29.14,14.22,252.31,-22.07,1953.58,226.43,19.45,28.38,140308.82,13.28,36.86,998.31,9.67,49.13,50.87,10.8,4.27,2.26,0
-5.16,1.6,15.76,1.42,2.66,-4.98,-7.57,25.0,14.3,2.01,4.0,2.46,3.17,54.0,2543.83,1.22,1.57,3.71,15.72,5.21,15.77,23.15,23.23,70.01,0.01,0.19,1.38,1.83,2.07,307.8,266.96,34.18,27.3,43.75,1630.81,44.81,64.8,78.56,4101.76,10.5,37.0,387.69,8.64,54.79,45.21,23.24,4.25,6.01,0
-0.96,1.88,4.19,3.99,4.32,7.64,148.93,-12.98,19.05,3.46,2.92,1.08,6.31,692.0,18675.29,0.31,1.81,1.16,180.19,7.13,9.76,37.4,2.03,51.19,0.06,0.01,1.3,3.38,3.44,60.16,59.15,16.48,302.31,-6.23,2071.5,156.87,15.82,23.99,175124.17,7.17,78.74,3322.17,23.39,43.8,56.2,14.78,3.4,3.48,0
-12.53,-7.32,-4.6,11.05,7.67,18.7,47.31,-18.47,14.87,6.46,8.37,8.25,11.24,364.0,5633.53,1.28,1.74,4.21,6.72,5.01,9.11,40.07,54.29,72.84,0.01,0.38,1.35,1.84,2.52,275.34,213.15,52.24,38.17,45.73,671.64,38.95,71.81,72.37,24284.7,36.09,146.31,737.23,29.73,68.11,31.89,21.73,4.73,1292.27,0
15.35,1.85,0.22,8.58,16.22,13.73,54.07,0.58,23.52,6.81,12.63,9.65,16.81,659.0,9596.87,1.42,2.47,3.87,6.1,4.48,9.23,39.52,59.8,81.54,0.01,0.67,1.39,2.24,3.53,177.21,116.02,26.66,68.97,28.24,830.31,59.46,64.81,59.18,26666.68,27.56,104.96,28853.48,20.23,48.75,51.25,33.64,5.24,59.52,0
-56.44,4.32,29.84,-0.08,-9.62,-26.37,42.25,-4.88,5.4,-157.46,-9.51,-14.47,-15.91,-893.0,526.21,0.09,0.1,0.16,1.85,12.95,9.84,37.11,157.66,28.18,0.01,0.2,0.17,0.18,0.2,735.72,651.4,8.05,19.88,33.89,1021.8,72.86,39.22,83.41,-4940.13,-5.8,-27.92,-601.16,-68.07,0.0,0.0,0.0,0.42,-47.48,0
20.97,0.7,97.26,44.16,55.05,32.22,-71.39,-2.86,24.27,3.1,7.02,2.41,3.16,177.0,5727.35,0.78,1.02,4.16,96.76,14.27,8.93,40.89,3.77,25.58,0.0,0.01,0.76,0.96,0.97,413.42,409.87,267.64,27.13,59.42,1205.88,27.49,78.38,78.66,18403.02,16.71,377.48,472.72,25.32,48.12,51.88,12.22,14.96,954.49,0
1.2,4.52,19.96,9.86,4.61,6.52,47.08,123.63,19.93,7.72,9.98,7.55,11.19,1563.0,22735.82,0.98,1.3,3.76,13.61,5.56,9.23,39.55,26.82,65.63,0.02,0.1,1.01,1.32,1.47,286.47,238.8,95.41,38.6,47.44,2787.09,37.59,72.88,72.15,57629.57,21.24,119.59,3592.82,22.73,46.05,53.95,33.96,5.21,339.56,0
-5.36,119.29,56.19,15.05,12.43,3.23,53.46,0.0,26.21,10.33,8.82,8.85,12.85,941.0,6801.22,0.86,1.24,2.83,6.75,5.01,6.23,58.63,54.08,72.89,0.01,0.18,0.86,1.23,1.5,233.4,190.88,33.23,45.16,39.84,1093.26,43.96,69.71,68.89,8103.23,24.99,105.31,959.06,29.16,55.07,44.93,35.41,3.61,42.28,0
-50.43,7.62,4.52,-9.18,12.55,-14.16,-74.05,-22.36,29.35,7.87,8.11,6.54,11.56,669.0,8500.47,0.83,1.47,2.91,5.18,2.65,7.22,50.57,70.48,137.65,0.01,0.67,0.78,1.16,1.5,245.39,193.26,118.4,58.95,41.09,1225.44,48.73,69.34,62.91,100355.27,25.88,96.07,374.13,29.65,61.39,38.61,26.54,3.34,9.22,0
-0.87,10.19,30.88,10.77,4.86,2.33,0.18,13.66,11.5,1.81,2.08,2.69,3.72,118.0,6557.53,1.49,2.09,4.59,8.98,4.47,12.7,28.74,40.66,81.73,0.01,0.67,1.58,2.2,2.91,234.87,174.37,48.49,44.01,37.37,628.32,50.3,65.07,69.44,12032.23,13.58,69.04,266.45,9.6,76.01,23.99,18.85,7.54,20.74,0
40.72,119.29,59.69,55.61,28.14,51.99,133.72,5.61,15.67,-73.5,1.1,-39.36,-58.89,-877.0,432.65,0.67,1.12,1.4,11.54,3.24,14.12,25.84,31.63,112.76,0.01,0.67,0.73,1.28,1.44,118.0,106.87,4.47,82.57,7.89,194.13,88.08,51.75,54.77,-10900.41,-10.53,-386.5,-1573.97,-63.88,0.0,0.0,0.0,34.22,0.41,0
-4.58,1.75,6.44,2.43,1.91,-20.64,-16.94,0.0,0.0,28.03,2.14,2.54,2.8,385.0,1265.65,0.08,0.09,0.1,0.0,20.71,0.0,0.0,0.0,4.72,0.07,0.01,0.47,0.63,0.63,225.18,225.18,30.55,10.39,6.39,2782.66,97.71,15.82,90.59,10246.64,6.82,14.34,29910.2,69.96,38.44,61.56,36.77,0.17,5.036666666666667,0
-47.09,-24.92,-19.24,-29.36,-35.72,-41.72,44.65,-29.22,6.37,-27.7,-6.46,-21.41,-40.91,-1934.0,8001.56,0.77,1.48,1.33,4.14,12.97,12.06,30.26,88.09,28.14,0.01,0.2,0.92,1.85,3.34,98.86,49.15,13.07,102.17,-0.43,848.17,127.1,37.13,49.46,-15435.0,-10.53,-35.79,-361.31,-14.15,0.0,0.0,0.0,2.17,-4.57,0
-3.64,-2.67,-14.92,-0.97,-15.23,19.48,-206.32,16.97,25.85,-7.4,0.09,-4.9,-11.04,-211.0,2796.91,0.66,1.49,1.2,3.83,4.07,7.54,48.4,95.25,89.67,0.01,0.67,0.8,1.48,2.41,135.38,83.6,9.98,144.41,12.78,340.41,124.84,48.92,40.91,16634.17,15.17,41.76,755.92,22.82,84.22,15.78,-32.44,1.8,0.03,0
-18.65,119.29,97.26,71.67,68.52,23.57,564.63,9.8,28.68,28.03,3.25,18.77,38.07,546.0,861.65,0.43,0.57,1.0,4.82,13.3,31.4,11.62,75.74,27.45,0.01,0.0,0.68,0.74,0.88,972.03,860.06,288.17,46.68,45.15,344.51,75.71,48.39,68.18,26875.03,25.56,380.46,11735.41,69.96,16.17,83.83,80.15,7.59,8.98,0
2.53,26.51,56.87,-7.65,-11.08,-19.19,-46.51,123.63,61.08,9.75,5.12,5.71,7.84,457.0,4586.14,0.59,0.79,2.89,4.84,2.29,11.27,32.37,75.46,159.37,0.0,0.0,0.61,0.73,0.87,450.21,337.83,165.4,36.8,57.73,1071.71,35.27,74.22,73.1,11903.67,30.67,397.53,68133.9,50.27,78.98,21.02,19.4,8.83,36.61,0
-2.64,-1.68,-10.88,9.07,1.44,20.2,0.0,9.32,49.51,0.4,0.08,0.82,2.05,69.0,17345.04,1.79,4.67,6.3,5.87,7.55,11.0,33.19,62.15,48.36,0.01,0.41,1.73,3.02,5.56,134.47,68.35,12.88,158.48,18.14,686.14,75.61,70.75,38.69,15725.06,17.39,164.67,3723.96,8.89,74.97,25.03,4.54,17.35,-0.36,0
0.36,14.44,10.24,55.08,94.25,94.06,20.35,11.21,12.84,-155.96,-19.1,-23.75,-37.79,-745.0,553.16,0.15,0.25,0.4,5.03,7.39,6.06,60.27,72.55,49.37,0.02,0.16,0.18,0.25,0.26,244.28,234.71,16.06,53.83,39.53,458.01,50.86,66.94,65.01,-3330.3,-4.55,-59.54,-477.09,-36.34,0.0,0.0,0.0,0.65,-12.31,0
16.09,107.84,55.81,71.67,75.86,100.82,-1.51,-12.0,21.59,13.05,13.19,10.73,18.07,1714.0,14157.29,0.82,1.31,1.74,24.6,7.23,9.73,37.5,14.84,50.48,0.04,0.05,1.0,1.55,1.66,191.83,184.37,16.38,58.01,27.93,2328.38,65.81,58.35,63.29,64292.59,21.86,62.7,265.62,36.66,53.14,46.86,35.61,2.08,30.87,0
48.73,1.81,-0.54,1.09,15.59,4.93,-57.61,123.63,66.56,-25.93,-3.01,-2.94,-2.81,0.0,565.07,0.11,0.19,0.16,5.52,2.19,4.79,76.19,66.15,162.17,0.01,0.34,0.19,0.37,0.4,98.65,88.72,58.88,54.53,-0.42,642.62,106.86,30.85,64.71,6368.83,4.95,27.6,232.15,43.85,94.56,5.44,-59.14,0.6,-2.27,0
7.9,-4.82,-3.81,3.45,-9.9,20.62,0.0,-4.25,-3.05,-15.14,-7.72,-8.4,-9.14,-362.0,5358.0,0.55,0.98,0.82,217.91,8.55,6.67,54.7,0.43,42.69,0.0,0.0,0.91,1.72,1.72,108.64,108.44,8.27,94.56,2.76,750.21,127.12,34.66,51.4,8469.59,8.89,14.31,29.84,16.3,140.37,-40.37,-92.91,0.85,-9.58,0
5.35,1.67,7.29,5.19,9.22,4.44,33.39,-4.9,9.2,3.35,7.53,4.8,9.43,1780.0,36483.08,1.43,2.81,5.43,6.97,3.13,19.16,19.05,52.39,116.49,0.01,0.0,1.34,1.95,2.7,222.13,162.93,26.44,92.77,40.33,3552.55,51.35,73.36,51.88,23708.68,14.18,68.17,812.8,10.15,44.37,55.63,33.03,6.18,5.2,0
-16.42,0.62,-2.9,-0.95,-8.28,0.73,0.0,-15.02,12.97,-1.93,-1.6,-1.57,-1.41,-119.0,11974.6,0.81,1.46,1.78,9.92,5.45,10.63,34.34,36.78,66.93,0.01,0.21,0.92,1.5,1.76,168.42,145.16,78.32,88.17,22.23,1521.78,85.22,54.71,53.14,51925.82,15.2,50.45,130.65,18.62,71.35,28.65,-10.35,2.63,-2.06,0
-0.65,-52.58,-42.01,-38.56,-51.85,-35.3,120.06,-74.19,26.87,-63.4,-12.94,-39.36,-58.89,-702.0,1229.38,0.72,1.63,1.51,13.89,0.0,5.98,60.99,26.27,0.0,0.0,0.13,0.73,1.36,1.51,84.24,79.92,19.08,190.34,-10.14,495.54,133.05,54.17,34.44,-15435.0,-10.53,-386.5,0.0,-35.85,0.0,0.0,0.0,44.87,-5.12,0
-17.8,11.86,17.04,-12.03,-9.27,-22.67,-205.98,-16.87,67.89,-2.59,0.16,-3.09,-4.79,-239.0,8479.79,1.19,1.85,3.85,4.64,5.46,36.83,9.91,78.63,66.81,0.01,0.0,1.16,1.73,2.75,194.6,119.26,10.9,52.53,31.29,829.28,54.36,64.36,65.56,23983.01,21.83,106.02,349.9,17.14,95.26,4.74,-15.13,5.28,-0.08,0
5.61,-18.7,1.29,-22.35,-7.31,-24.96,0.0,-14.89,16.38,-6.7,-5.99,-5.78,-7.96,-141.0,2066.48,0.86,1.19,6.59,1.99,20.71,12.01,30.39,157.66,13.93,0.01,0.06,0.75,0.97,1.9,468.32,223.22,91.38,25.07,68.44,334.51,16.23,87.02,79.95,5708.85,6.57,304.82,681.61,6.65,175.28,-75.28,-100.72,41.11,-25.61,0
17.3,0.79,1.42,5.16,8.95,8.89,76.28,0.86,27.83,5.32,7.74,5.12,11.09,755.0,14203.48,0.96,2.09,1.96,10.35,2.56,5.63,64.86,35.27,142.45,0.01,0.14,1.02,1.89,2.31,121.69,100.28,3.04,112.91,9.24,1419.85,102.58,51.82,46.97,31051.35,34.24,79.16,672.17,36.44,68.36,31.64,14.59,2.09,9.3,0
-9.94,2.69,0.23,6.58,-9.65,11.5,-53.01,20.01,36.64,-6.94,-2.32,-6.89,-10.04,-387.0,6278.16,0.99,1.54,2.35,3.88,11.27,28.63,12.75,94.12,32.4,0.01,0.0,1.13,1.72,3.09,161.77,87.5,23.72,68.88,22.51,731.21,69.32,58.95,59.21,9838.96,6.73,18.83,190.47,6.99,155.22,-55.22,-99.25,2.71,-4.61,0
-0.13,-2.78,0.38,8.62,27.4,10.8,37.33,24.22,4.4,1.39,11.25,6.07,23.13,180.0,12785.53,1.79,4.67,6.59,20.38,9.93,18.19,20.07,17.91,36.74,0.03,0.08,2.03,3.74,5.56,114.48,82.12,7.58,254.32,10.21,171.98,68.47,80.67,28.22,37236.03,15.28,513.14,0.0,3.64,26.97,73.03,38.13,44.87,3.75,0
-23.42,10.06,9.5,19.64,35.14,34.0,-89.59,23.0,29.52,2.43,5.51,1.26,1.71,23.0,858.75,0.52,0.7,0.96,14.5,6.3,33.25,10.98,25.18,57.92,0.01,0.0,0.75,1.12,1.22,202.99,187.24,137.68,35.3,23.42,1221.73,72.84,46.17,73.91,18788.94,20.9,45.62,106.04,40.26,64.63,35.37,6.03,1.09,10.56,0
25.35,1.03,6.27,3.69,-5.2,1.52,-192.83,13.97,16.52,-7.28,-5.65,-4.02,-4.38,-281.0,4100.43,0.55,0.64,1.19,1.6,10.29,8.85,41.24,157.66,35.46,0.0,0.33,0.83,1.03,2.87,320.98,103.26,39.68,21.12,36.64,1238.29,56.66,53.22,82.56,2961.75,6.41,20.15,210.8,11.81,156.68,-56.68,-61.62,1.69,-94.35,0
-14.09,49.75,43.27,0.26,-0.47,-13.64,26.62,-24.31,19.85,5.93,4.82,3.92,4.26,171.0,2593.91,0.66,0.72,2.23,8.22,3.03,19.58,18.64,44.43,120.37,0.01,0.0,0.85,0.94,1.06,821.26,734.04,168.81,9.27,57.18,720.18,38.13,65.1,91.52,4686.4,12.24,63.6,567.14,18.57,57.34,42.66,31.95,2.79,775.84,0
6.25,12.56,9.11,14.66,15.31,17.24,20.51,18.6,41.0,28.03,20.03,18.39,19.82,3174.0,9864.24,0.57,0.61,1.84,17.29,5.9,41.87,8.72,21.11,61.9,0.01,0.0,0.75,0.82,0.86,972.03,860.06,235.54,7.52,63.18,3448.86,32.45,69.82,93.0,100806.92,35.67,130.57,330.24,67.05,30.65,69.35,48.25,2.06,3145.21,0
29.52,106.66,12.15,21.07,22.61,23.28,0.0,-36.62,0.0,6.18,4.48,2.49,7.49,259.0,3809.03,0.4,1.06,2.12,80.07,5.55,8.82,41.38,4.56,65.72,0.03,0.01,0.3,0.5,0.5,152.85,152.18,19.35,157.45,28.22,753.5,47.32,81.62,38.84,40788.59,8.69,898.36,0.0,23.59,34.82,65.18,26.2,44.87,6.12,0
17.66,-61.89,-0.43,-0.83,1.11,-10.78,-58.09,-6.97,28.76,3.64,2.39,0.54,1.21,7.0,193.71,0.15,0.33,0.15,6.46,0.0,86.45,0.61,56.48,-4.31,0.02,0.0,0.3,3.74,5.56,7.54,2.71,1.45,123.62,-22.07,586.79,215.94,15.82,44.72,1948.31,6.12,40.83,72527.6,41.43,28.35,71.65,8.79,0.54,1.32,0
75.57,13.24,9.58,60.12,101.41,100.82,-34.24,35.91,42.83,-29.36,-3.11,-9.39,-14.36,-310.0,1122.67,0.32,0.49,0.52,3.1,4.16,52.02,7.02,117.9,87.83,0.01,0.0,0.54,0.83,1.14,391.85,312.53,103.38,30.4,35.59,553.45,68.09,47.78,76.69,2430.7,6.8,23.24,83.25,26.17,125.52,-25.52,-112.17,0.88,-2.23,0
-0.72,-14.91,-25.15,-20.82,3.38,-18.28,-200.19,9.6,16.28,-6.1,1.37,-7.72,-9.08,-210.0,14001.72,1.27,3.15,3.51,16.7,5.06,8.21,44.48,21.86,72.1,0.02,0.07,1.06,1.98,2.24,118.29,102.0,23.29,151.91,10.07,436.47,87.91,65.1,39.7,42623.68,15.57,63.45,790.53,10.88,116.9,-16.9,-56.09,5.04,0.56,0
3.83,2.91,6.53,-0.22,-10.0,-2.64,0.0,-27.57,21.77,-0.31,1.07,-0.45,-7.62,-363.0,15060.89,1.43,3.09,5.22,5.3,7.54,21.75,16.78,68.88,48.41,0.01,0.0,1.21,1.96,3.12,148.77,101.81,51.98,122.97,23.53,835.65,62.92,71.78,44.85,16700.35,22.84,283.28,442.11,15.98,71.46,28.54,-1.97,17.98,0.32,0
22.86,65.14,46.06,18.91,1.61,5.78,0.0,67.98,45.06,4.47,1.49,1.04,1.74,59.0,1319.53,0.23,0.39,0.63,1.94,1.13,13.17,27.72,157.66,162.17,0.0,0.0,0.29,0.37,0.45,297.54,228.99,50.92,80.67,39.82,684.68,72.31,59.98,55.35,7591.9,14.51,55.5,222.0,68.02,55.88,44.12,6.57,1.01,0.35,0
75.57,30.34,50.43,71.67,25.82,90.89,-90.69,0.0,43.08,19.33,8.98,7.58,5.12,578.0,4383.13,0.39,0.43,0.98,9.85,14.79,23.97,15.23,37.04,24.68,0.02,0.67,0.58,0.65,0.7,623.92,560.82,220.66,13.56,52.08,1893.56,43.14,62.02,88.06,35389.23,12.69,98.23,2843.45,41.04,37.93,62.07,47.1,2.71,804.6825000000001,0
24.53,6.12,19.33,30.44,25.29,40.75,31.27,-53.37,48.94,20.09,21.8,17.01,21.91,947.0,4383.23,0.85,1.07,1.85,143.08,11.62,51.85,7.04,2.55,31.4,0.04,0.01,1.14,1.56,1.58,269.43,267.83,89.59,28.02,35.18,885.63,56.41,55.94,78.11,68030.31,32.73,175.72,4271.67,43.77,33.62,66.38,45.89,4.13,884.29,0
22.73,-6.73,1.3,1.08,10.42,0.75,0.0,-35.16,17.12,11.84,9.13,8.06,9.94,359.0,3033.9,0.68,0.84,1.14,7.69,7.82,56.91,6.41,47.45,46.68,0.01,0.0,1.28,1.69,2.17,267.18,221.08,33.98,18.02,25.14,758.62,70.61,40.17,84.73,12569.78,18.72,40.53,113.97,27.62,27.22,72.78,42.85,1.4,20.08,0
12.16,-13.35,-18.89,12.45,32.23,24.73,0.0,-20.76,26.2,2.93,7.37,1.59,2.06,68.0,3585.97,0.54,0.7,2.26,18.1,2.0,15.65,23.32,20.17,162.17,0.01,0.23,0.55,0.71,0.74,486.55,471.25,135.56,20.63,63.32,279.71,24.48,79.7,82.9,20369.35,8.76,336.71,3220.77,17.08,51.13,48.87,17.14,3.0,30.2,0
-6.81,47.27,39.72,-6.6,-5.46,-20.79,12.14,19.66,67.89,28.03,14.53,14.03,14.91,3174.0,5612.5,0.27,0.29,0.92,10.08,16.23,86.45,2.25,36.21,22.49,0.02,0.0,0.36,0.38,0.39,972.03,860.06,288.17,5.51,62.79,3552.55,37.03,64.91,94.78,48526.74,22.41,153.81,1427.46,69.96,22.59,77.41,64.81,1.2,3145.21,0
9.4,20.13,13.44,20.05,21.22,23.1,53.04,0.65,57.98,5.52,8.57,3.91,18.45,1056.0,16612.64,0.71,2.83,2.31,3.98,2.8,29.47,12.38,91.8,130.22,0.0,0.0,0.52,1.02,1.38,100.92,77.33,27.85,302.31,0.64,1255.13,120.51,70.14,24.78,102668.37,28.27,146.18,1275.88,43.52,67.0,33.0,12.68,3.67,6.69,0
-5.43,-5.2,-3.34,19.47,52.16,100.82,4.61,0.0,0.0,-157.46,-7.09,-12.25,-26.17,-576.0,202.0,0.05,0.1,0.06,84.51,1.48,5.49,66.51,4.32,162.17,0.01,0.01,0.11,0.2,0.2,101.11,100.77,87.56,92.72,0.33,487.04,134.34,30.3,51.89,-2505.62,-2.36,-19.06,-245.97,-55.24,0.0,0.0,0.0,0.34,-1.49,0
