[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용),label
2.43,34.15,27.94,3.18,0.37,-4.14,-55.91,-8.06,32.13,1.71,2.97,1.14,1.26,185.0,10439.63,0.67,0.74,2.6,4.2,4.76,10.65,34.27,86.86,76.68,0.01,0.0,0.8,0.89,1.14,810.39,641.55,129.1,12.05,62.86,2843.64,31.7,71.71,89.25,36789.51,21.55,215.31,11998.76,32.88,65.45,34.55,5.2,7.5,16.75,0
-22.29,5.24,-2.12,-0.01,12.08,1.41,-24.46,-26.3,28.5,5.99,9.35,6.89,13.73,761.0,12272.16,1.15,2.29,2.89,5.87,5.69,11.19,32.62,62.16,64.12,0.01,0.67,1.12,1.91,2.84,138.32,100.36,34.52,88.16,16.79,1133.23,74.12,60.61,53.15,33446.23,26.02,115.09,661.67,22.61,54.7,45.3,26.5,5.21,8.52,0
-18.95,-4.68,20.03,38.03,101.41,59.93,-23.27,-4.24,27.33,7.71,9.19,7.75,14.04,671.0,36483.08,1.0,1.82,1.98,31.39,4.87,7.48,48.79,11.63,75.0,0.03,0.03,1.16,2.04,2.18,172.54,163.64,83.41,54.78,21.98,3552.55,73.86,52.28,64.61,15915.08,23.91,90.55,1603.58,27.62,57.34,42.66,27.93,3.2,14.99,0
-17.89,-0.1,30.04,-1.76,8.49,-12.7,-37.46,-8.27,19.89,10.2,10.55,9.68,13.61,1238.0,12122.03,0.95,1.33,3.2,10.72,6.97,4.93,74.05,34.04,52.4,0.07,0.08,0.96,1.35,1.54,268.15,233.5,32.28,33.92,41.46,1890.81,45.37,66.12,74.67,18582.13,17.02,192.49,72527.6,17.77,37.25,62.75,57.37,10.48,2145.70875,0
75.57,9.09,44.36,71.67,101.41,100.82,17.62,123.63,62.89,10.75,17.34,13.76,24.85,1363.0,36483.08,1.28,2.31,5.4,13.19,14.45,7.9,46.21,27.68,25.25,0.07,0.05,1.08,1.68,1.92,208.93,186.23,57.27,70.92,42.97,1671.64,30.05,82.42,58.51,48470.2,20.11,203.36,0.0,25.04,20.94,79.06,42.94,8.42,11.82,0
10.71,119.29,-9.84,8.36,1.04,18.26,0.0,19.03,31.84,-8.75,9.21,-6.12,-8.42,-357.0,4080.04,0.7,0.96,2.18,49.2,1.69,64.2,5.69,7.42,162.17,0.0,0.0,0.85,1.03,1.05,626.39,613.22,70.05,42.25,59.4,852.62,41.71,70.68,70.3,1757.51,3.78,83.09,90.95,5.62,184.4,-84.4,-155.64,22.19,10.36,0
13.27,23.38,20.8,35.86,17.5,68.08,-95.98,43.13,15.67,-0.83,4.02,-0.34,-0.6,-36.0,2961.69,0.41,0.72,0.64,4.5,4.75,8.49,43.02,81.15,76.85,0.01,0.67,0.59,1.12,1.49,101.27,77.56,33.4,89.42,0.49,887.2,114.77,39.41,52.79,17688.27,9.34,16.91,42.29,26.51,46.05,53.95,-3.15,0.66,0.68,0
-17.22,-11.65,-11.36,-17.98,-18.93,-27.0,-206.32,-19.16,12.93,-15.46,-9.57,-12.62,-19.97,-918.0,6147.75,0.82,1.37,1.37,13.67,3.29,9.16,39.87,26.7,110.98,0.01,0.13,1.12,2.03,2.38,111.29,93.8,12.91,66.25,3.82,790.67,103.6,37.69,60.15,2861.09,4.18,7.45,29.66,4.62,184.4,-84.4,-181.31,1.51,-11.47,0
11.24,47.9,20.47,16.38,4.52,15.17,92.42,59.74,21.66,2.28,4.25,3.35,6.39,1197.0,36483.08,1.47,2.7,6.3,6.45,4.21,9.41,38.77,56.61,86.69,0.01,0.67,1.24,1.91,2.72,177.86,117.2,24.82,90.06,33.42,3552.55,44.96,76.34,52.62,126244.87,15.12,128.57,2913.05,11.08,61.86,38.14,20.56,13.64,5.47,0
-0.31,12.03,23.65,11.08,27.16,7.12,-17.11,10.21,36.7,18.71,8.34,8.15,11.22,857.0,4597.38,0.44,0.57,1.72,2.17,6.02,11.97,30.5,157.66,60.59,0.01,0.0,0.47,0.58,0.8,447.97,325.6,256.93,20.72,56.97,1670.29,32.19,73.34,82.84,39005.52,14.99,91.66,308.85,36.19,38.9,61.1,51.7,2.51,15.97,0
1.47,31.64,20.9,10.68,10.24,4.49,30.49,0.67,16.39,7.76,7.83,8.17,15.27,709.0,9323.37,1.05,2.07,2.66,4.02,4.3,6.22,58.66,90.76,84.93,0.01,0.48,1.02,1.74,3.07,143.73,82.66,21.63,96.55,17.89,903.37,80.96,58.81,50.88,40492.13,30.63,83.61,0.0,30.59,63.58,36.42,25.38,3.11,11.22,0
-39.21,-33.7,-36.54,-29.37,-14.03,-23.95,65.09,-8.43,4.23,-84.84,-12.43,-32.48,-58.89,-537.0,705.57,0.38,0.76,0.93,2.42,4.06,55.54,6.57,150.92,89.86,0.0,0.0,0.42,0.65,0.89,231.52,162.52,0.26,76.83,34.85,627.99,68.36,61.34,56.55,-5444.66,-10.53,-54.41,-182.8,-35.75,0.0,0.0,0.0,1.02,-3.97,0
-5.65,2.16,-5.46,11.97,7.72,20.63,-7.79,36.55,62.32,9.52,6.81,5.89,7.6,274.0,2872.11,0.62,0.8,2.03,29.53,2.96,14.67,24.87,12.36,123.45,0.01,0.06,0.69,0.89,0.92,329.94,319.43,146.65,31.6,50.16,747.33,36.88,71.98,75.99,33879.83,28.34,146.92,35764.62,48.35,70.01,29.99,19.68,3.07,52.27,0
-28.47,-5.39,85.94,46.71,46.94,-14.6,564.63,0.0,0.0,28.03,-6.36,18.77,62.55,3174.0,9683.77,0.36,0.4,0.51,0.0,6.26,0.0,0.0,0.0,58.32,0.02,0.16,1.02,1.22,1.22,438.22,438.22,192.0,15.77,17.53,3552.55,89.48,22.71,86.38,175124.17,70.03,606.84,72527.6,69.96,24.12,75.88,54.35,2.53,65.45555555555556,0
75.57,35.7,-9.46,2.15,22.25,31.44,0.0,40.33,40.56,-0.53,5.51,-0.45,4.27,19.0,765.6,0.86,1.67,1.27,12.03,17.2,12.57,29.04,30.34,21.22,0.04,0.06,1.18,2.64,3.39,120.65,93.38,11.39,77.64,6.25,99.84,112.78,36.51,56.29,12825.19,23.71,91.97,233.35,27.9,86.06,13.94,-1.9,3.63,3.97,0
-67.57,-54.58,-54.5,-33.23,-64.66,-16.6,266.62,-79.76,22.29,-157.46,0.98,-39.36,-58.89,-1934.0,219.95,0.24,0.55,0.62,1.96,1.09,3.49,81.54,157.66,162.17,0.0,0.0,0.21,0.38,0.48,99.29,92.1,5.56,252.71,-0.5,201.16,105.44,70.11,28.35,-284.93,-0.65,-3.9,-21.71,-2.21,0.0,0.0,0.0,0.75,1.07,0
4.02,13.92,9.46,7.84,10.27,6.74,-2.03,-3.55,41.02,14.92,16.96,9.91,10.44,219.0,1526.68,0.66,0.73,1.62,3.17,4.26,54.52,6.69,115.31,85.63,0.01,0.0,0.99,1.13,1.75,797.82,527.79,264.85,8.62,51.31,2173.89,44.9,58.66,92.06,37868.13,36.25,97.92,343.33,56.63,45.55,54.45,26.35,1.83,290.93,0
16.74,-5.83,-12.85,-12.4,-13.71,-11.91,-89.75,-52.12,19.64,-2.06,-0.21,-2.25,-19.1,-110.0,5350.15,1.09,4.67,2.11,5.06,6.14,3.18,81.54,72.1,59.47,0.06,0.12,0.9,2.28,4.14,57.75,39.79,4.09,302.31,-22.07,106.88,226.43,48.2,23.99,9740.01,26.51,67.64,1282.54,22.61,73.71,26.29,-9.11,2.9,-0.18,0
27.82,9.94,9.44,12.55,14.23,15.98,0.0,3.24,15.52,5.64,5.54,4.12,6.39,292.0,5119.59,0.73,1.13,1.42,9.75,6.97,12.23,29.84,37.42,52.37,0.02,0.22,0.92,1.51,1.79,176.02,150.23,69.05,53.92,21.18,924.6,78.43,49.04,64.97,17251.6,19.9,51.27,88.18,28.85,49.43,50.57,19.57,1.79,4.72,0
-2.75,12.71,-22.63,-13.65,-13.06,-2.62,-65.92,123.63,18.11,-6.6,-2.29,-7.96,-13.8,-145.0,2974.98,1.2,2.49,2.3,66.14,3.87,4.68,78.06,5.52,94.42,0.05,0.02,1.26,2.53,2.63,105.05,99.18,7.78,108.91,2.43,195.45,103.14,50.63,47.87,9302.7,33.45,1562.05,3965.09,25.72,101.26,-1.26,-25.67,44.87,-5.31,0
9.96,23.31,18.52,1.62,0.54,-3.06,-92.95,66.28,48.42,0.33,1.37,0.11,0.12,2.0,464.1,0.33,0.36,1.42,5.35,3.3,13.0,28.08,68.22,110.66,0.01,0.0,0.4,0.43,0.47,972.03,860.06,58.94,7.85,67.74,260.82,27.26,74.73,92.72,17019.7,8.71,108.22,475.13,26.4,86.14,13.86,1.26,2.39,79.74,0
-25.11,12.49,7.33,-10.52,0.01,-20.1,-67.58,-70.24,21.63,3.53,3.56,2.04,2.56,275.0,7294.0,0.58,0.72,1.51,8.34,9.57,11.7,31.19,43.75,38.14,0.02,0.16,0.71,0.93,1.05,385.78,363.49,28.27,18.61,43.03,2014.25,49.7,58.09,84.31,16710.52,15.55,63.23,1364.1,25.46,74.02,25.98,13.86,1.98,63.86,0
1.45,9.95,11.85,7.46,-35.48,-0.25,39.1,46.33,38.92,-31.58,-7.66,-11.68,-41.83,-505.0,1627.84,0.37,1.3,0.57,2.66,3.84,11.61,31.44,137.11,95.17,0.0,0.0,0.69,1.06,1.76,106.16,55.96,13.32,302.31,1.95,189.42,226.43,33.71,23.99,2760.74,11.3,20.96,446.55,31.63,136.65,-36.65,-99.85,0.69,-1.94,0
20.4,7.95,7.56,6.43,15.08,5.74,18.99,-4.64,25.82,6.92,10.12,8.21,14.26,1944.0,27940.48,1.19,2.02,3.1,6.4,6.49,9.27,39.39,56.99,56.27,0.01,0.28,1.27,1.92,2.74,203.56,145.6,52.87,64.15,31.34,2917.43,63.04,61.6,60.92,75943.36,30.11,94.43,1666.23,26.18,48.66,51.34,26.43,3.68,17.89,0
16.59,6.9,30.58,27.41,16.68,20.14,111.83,35.3,24.81,12.83,15.89,12.34,17.57,3174.0,36483.08,0.96,1.37,1.36,22.54,11.14,36.18,10.09,16.19,32.78,0.03,0.0,1.67,3.27,3.83,93.79,79.44,38.59,48.52,-1.89,3552.55,106.03,28.61,67.33,175124.17,33.86,88.84,324.69,39.45,38.04,61.96,32.53,2.02,28.0,0
9.71,-23.73,-27.18,-35.89,10.55,-40.34,0.0,0.0,64.91,28.03,4.24,18.77,22.56,889.0,2379.48,0.58,0.77,1.63,0.0,5.42,0.0,0.0,0.0,67.28,0.01,0.18,0.67,0.9,0.9,830.0,830.0,44.82,15.65,54.2,530.62,44.37,61.63,86.47,24178.5,31.25,1146.27,6184.26,42.03,36.98,63.02,88.95,23.6,4.55,0
69.26,0.2,5.03,29.9,23.25,40.81,564.63,55.35,14.69,5.5,5.53,8.31,21.83,377.0,6530.44,1.51,3.97,5.55,79.73,16.71,6.85,53.32,4.58,21.84,0.0,0.01,1.16,2.08,2.13,125.08,121.69,3.09,169.01,15.11,363.11,66.35,75.34,37.17,30068.61,26.54,135.28,5428.68,19.85,58.76,41.24,27.7,6.82,6.21,0
-5.71,-2.85,-0.27,1.77,23.77,2.42,-11.54,16.5,26.2,13.18,12.59,10.81,15.12,3174.0,26650.92,0.82,1.15,3.43,85.92,6.98,7.83,46.62,4.25,52.29,0.07,0.01,0.81,1.08,1.09,419.05,413.47,95.88,27.52,58.12,3552.55,30.17,76.34,78.42,165469.0,28.11,152.4,2667.58,34.58,51.11,48.89,38.13,4.25,340.6122222222223,0
3.48,-13.25,-6.61,-13.08,-8.11,-18.96,0.0,3.3,31.11,-16.8,4.17,-8.72,-20.3,-161.57,921.26,0.52,1.2,1.05,4.12,3.08,7.29,50.09,88.49,118.41,0.01,0.0,0.61,1.02,1.36,135.77,97.53,11.67,122.71,12.86,145.91,114.04,48.8,44.9,2168.86,5.61,21.69,863.23,10.05,184.4,-84.4,-167.18,2.01,0.93,0
-17.16,-4.89,-4.42,-11.42,10.67,-34.44,-82.41,-71.75,8.19,-2.86,0.37,-1.07,-1.98,-46.0,1626.62,0.38,0.69,0.47,5.76,6.88,38.82,9.4,63.33,53.04,0.01,0.0,0.8,1.83,2.69,97.67,80.39,36.42,64.77,-0.41,442.05,136.35,17.25,60.69,5157.37,5.44,8.03,16.44,13.62,42.65,57.35,-21.0,0.57,0.31,0
72.16,119.29,10.57,10.37,-21.05,10.07,0.0,0.0,8.46,-45.71,0.91,-30.54,-58.89,-321.0,680.87,0.67,1.91,1.13,3.36,5.53,10.25,35.6,108.53,66.02,0.01,0.0,0.66,1.63,3.17,68.02,35.02,5.47,185.27,-19.26,357.24,168.44,40.96,35.05,-15435.0,-10.53,-43.99,-99.63,-30.39,0.0,0.0,0.0,1.45,0.29,0
75.57,-0.69,31.72,23.88,-1.25,20.13,-206.32,-11.35,13.3,-3.69,0.58,-4.46,-7.42,-449.0,11250.08,1.21,1.99,3.6,5.79,5.96,21.07,17.32,63.02,61.26,0.01,0.0,1.19,1.82,2.65,156.27,114.08,13.66,83.86,23.61,1099.29,63.3,65.57,54.39,12039.59,15.95,106.17,264.16,14.62,96.81,3.19,-25.27,7.24,0.05,0
30.86,1.88,3.16,26.86,26.6,42.83,25.62,40.83,47.57,27.48,21.8,18.77,28.43,3174.0,14605.47,0.89,1.03,2.47,7.73,9.82,35.01,10.43,47.21,37.17,0.01,0.0,1.15,1.39,1.7,488.91,401.36,123.96,16.29,53.51,3154.35,38.06,67.27,85.99,94194.75,43.99,143.43,310.91,55.24,27.06,72.94,49.74,2.54,3145.21,0
-13.28,-2.43,-2.79,-6.28,-3.56,-19.86,35.28,0.4,-2.23,-26.48,-5.56,-7.98,-19.8,-868.0,3819.18,0.3,0.75,0.37,3.03,4.71,7.31,49.91,120.31,77.47,0.01,0.67,0.47,1.59,3.34,38.99,16.0,1.09,144.26,-22.07,617.27,201.65,17.44,40.94,6402.94,4.66,6.12,44.88,14.97,148.56,-48.56,-176.89,0.4,-2.64,0
67.93,19.75,22.97,17.66,101.41,3.7,0.0,-35.85,10.9,2.7,3.78,2.42,15.91,77.0,2854.88,0.9,4.67,1.21,13.59,17.42,8.29,44.0,26.85,20.95,0.07,0.04,0.92,3.49,4.69,36.87,29.61,12.23,302.31,-22.07,137.87,226.43,24.27,23.99,26246.05,16.78,23.59,72527.6,20.17,72.67,27.33,13.37,1.27,1.6,0
15.43,0.08,5.09,12.73,7.51,19.82,2.71,50.68,13.08,0.32,4.49,0.93,5.46,915.0,36483.08,1.79,4.67,6.24,14.51,10.14,8.55,42.7,25.15,35.99,0.05,0.06,2.03,3.74,5.56,90.46,53.35,2.37,269.24,-5.81,1738.01,165.6,55.15,27.08,175124.17,24.98,85.07,72527.6,9.14,68.6,31.4,3.51,9.2,6.11,0
-42.57,-5.6,-3.36,-15.43,-9.9,-20.44,0.0,-14.88,6.73,-14.77,-9.56,-8.76,-11.57,-746.0,4700.32,0.59,0.78,1.9,1.93,6.72,14.34,25.46,157.66,54.33,0.0,0.0,0.7,0.86,1.56,608.91,327.2,80.28,27.63,55.58,1134.94,42.76,66.5,78.35,7268.44,15.84,61.45,146.57,24.48,141.99,-41.99,-60.35,2.44,-35.72,0
-12.0,2.4,22.82,-0.8,-0.13,-11.0,-81.68,-17.15,40.45,0.77,2.28,0.68,1.31,150.0,13341.26,0.88,1.32,2.62,7.61,3.05,10.45,34.92,47.94,119.79,0.01,0.67,0.99,1.33,1.61,239.46,199.14,41.64,49.43,36.5,2007.19,55.78,62.67,66.92,41537.14,21.16,82.44,803.54,23.87,87.26,12.74,3.21,3.49,4.71,0
26.59,-12.33,-22.58,-23.92,-11.47,-24.68,0.0,-49.76,6.5,-1.18,3.26,-2.69,-13.99,-198.0,12778.53,1.79,4.67,6.2,9.53,14.47,7.78,46.89,38.28,25.23,0.06,0.06,1.87,3.6,5.56,116.62,82.38,42.28,170.94,8.97,259.25,100.42,62.94,36.91,61933.21,18.82,58.6,133.95,7.14,75.81,24.19,-16.54,7.63,2.02,0
-56.13,-49.32,-37.23,-15.74,23.74,37.03,-41.03,-68.25,33.94,-26.07,0.36,-7.14,-20.67,-406.0,1556.49,0.27,0.58,0.44,5.24,5.74,8.77,41.6,69.59,63.55,0.01,0.45,0.31,0.74,0.86,81.22,76.47,10.12,141.74,-10.88,429.89,127.97,47.06,41.37,-13403.28,-8.39,-99.47,-1169.28,-28.0,0.0,0.0,0.0,2.39,-0.27,0
-2.04,14.05,14.81,11.46,12.35,9.61,-26.9,-4.18,35.45,13.19,14.77,12.88,15.02,457.0,3392.31,0.98,1.14,2.7,6.46,3.43,29.84,12.23,56.55,106.49,0.01,0.0,1.31,1.53,2.01,655.27,509.94,117.01,16.19,53.65,630.45,42.62,63.32,86.06,8691.44,30.4,102.18,435.58,32.83,43.15,56.85,40.17,3.03,90.74,0
22.64,-5.32,-3.29,16.65,18.71,43.61,122.81,-5.06,33.03,14.67,17.98,15.12,19.69,3174.0,36483.08,1.03,1.34,1.97,5.45,9.35,16.01,22.79,66.95,39.05,0.01,0.0,1.59,2.16,3.57,287.03,193.27,110.31,29.19,34.11,1320.7,61.56,52.35,77.4,12836.84,39.6,95.48,860.23,41.37,46.44,53.56,35.45,2.24,94.9,0
18.51,12.63,1.94,-0.85,8.49,-5.08,4.01,-0.22,25.57,3.23,2.16,1.26,2.9,261.0,5113.01,0.39,0.61,0.64,31.62,1.75,3.5,81.54,11.54,162.17,0.01,0.03,0.55,1.0,1.03,133.47,129.15,18.89,51.54,9.55,1635.61,93.85,38.07,65.99,18724.86,9.62,39.78,619.27,24.64,65.02,34.98,13.12,1.71,2.53,0
-6.24,3.59,4.79,3.66,7.27,2.17,-23.43,4.72,31.19,7.75,2.94,4.3,6.12,110.0,1373.44,0.55,0.76,0.97,4.14,11.62,41.91,8.71,88.1,31.41,0.01,0.0,0.81,1.29,1.88,177.74,121.53,46.45,34.52,18.6,1790.28,77.32,42.52,74.34,19788.82,21.38,55.65,148.92,39.25,55.46,44.54,19.75,1.15,19.04,0
34.65,17.98,26.11,35.94,19.96,45.21,0.0,2.67,19.99,1.47,5.32,2.71,5.92,131.0,20865.58,1.79,4.67,3.95,7.35,15.3,7.96,45.85,49.64,23.86,0.04,0.07,1.63,3.43,5.56,90.57,54.39,5.39,294.32,-5.73,478.65,177.47,54.99,25.36,127783.12,27.15,78.27,1923.53,17.03,55.86,44.14,8.66,4.93,2.71,0
-28.33,119.29,89.48,3.37,5.61,-16.98,-48.19,11.58,45.48,23.4,13.29,8.94,9.42,618.0,2531.24,0.38,0.4,1.4,8.32,6.88,19.52,18.7,43.85,53.04,0.01,0.0,0.49,0.52,0.56,972.03,860.06,33.46,4.23,60.91,1292.49,36.52,64.96,95.94,13412.74,14.47,132.25,5467.09,38.5,31.07,68.93,60.78,4.65,-13.49375,0
-45.57,-5.1,97.26,-11.45,-8.42,-66.55,234.48,-38.11,5.86,-73.59,-7.9,-12.45,-13.36,-29.0,39.42,0.17,0.18,0.47,13.75,1.62,2.77,81.54,26.54,162.17,0.01,0.08,0.24,0.27,0.27,669.62,649.89,288.17,5.39,28.91,92.98,69.57,33.99,94.88,-3931.36,-8.36,-346.37,0.0,-46.41,0.0,0.0,0.0,7.27,-94.35,0
-4.95,-10.4,97.26,71.67,101.41,4.65,0.0,-92.6,17.96,-157.46,-3.54,-39.36,-58.89,-1934.0,815.69,0.23,0.89,0.27,11.78,11.87,14.14,25.81,30.98,30.75,0.03,0.11,0.25,1.31,1.47,13.57,13.37,9.43,302.31,-22.07,717.48,226.43,15.82,23.99,-15435.0,-10.53,-386.5,-2412.95,-79.7,0.0,0.0,0.0,3.97,-2.64,0
32.3,-1.19,-1.33,6.68,19.49,23.88,121.03,18.62,10.51,3.03,13.0,7.98,19.08,357.0,10997.23,1.79,4.67,4.02,60.51,20.71,10.18,35.85,6.03,12.81,0.0,0.01,2.03,3.74,5.56,113.93,99.79,43.61,126.84,4.51,379.65,143.15,36.89,44.08,12737.05,30.25,51.13,168.63,11.84,52.84,47.16,25.54,4.27,12.69,0
13.43,54.81,35.46,32.47,34.57,31.45,89.89,35.4,50.41,26.8,11.35,17.21,23.54,1667.0,5810.43,0.64,0.88,2.49,11.2,4.31,21.15,17.26,32.58,84.7,0.01,0.0,0.75,0.87,0.94,605.07,557.71,284.81,35.81,61.73,1518.06,35.38,73.95,73.63,28829.94,40.79,377.62,7737.63,69.96,69.2,30.8,37.03,6.16,134.83,0
-10.93,5.41,6.24,-11.25,-21.62,-19.8,405.35,-22.36,9.2,-8.73,-5.95,-8.69,-27.16,-1768.0,19375.45,1.0,2.75,2.77,4.49,7.11,10.28,35.51,81.23,51.3,0.01,0.67,0.82,1.55,2.37,105.47,69.67,17.67,181.16,3.15,1144.27,110.54,60.68,35.57,43315.09,17.9,53.01,94.75,16.91,106.7,-6.7,-51.65,3.18,-3.23,0
31.36,27.14,23.13,25.32,17.38,27.82,5.37,-0.98,14.79,3.39,6.83,5.43,16.24,1200.0,35672.24,1.6,4.67,3.04,12.26,8.84,15.66,23.3,29.77,41.3,0.02,0.18,1.63,3.38,4.66,93.63,70.75,23.87,211.82,-3.25,1523.86,162.87,47.77,32.07,88595.04,24.04,62.16,152.21,16.72,46.36,53.64,20.31,3.97,3.81,0
34.86,4.65,7.22,30.44,101.41,50.25,330.35,26.19,25.79,-157.46,-5.92,-31.84,-58.89,-1934.0,1187.31,0.15,0.4,0.37,11.95,4.6,7.91,46.14,30.55,79.37,0.02,0.12,0.16,0.26,0.26,246.1,241.16,18.44,89.05,36.9,668.1,71.54,62.16,52.89,-10285.13,-10.53,-42.24,-147.49,-79.7,0.0,0.0,0.0,0.43,-1.3,0
9.07,-4.76,3.98,-0.93,3.81,-4.52,124.4,-4.08,16.25,1.96,1.75,2.12,4.88,229.0,10954.12,1.08,2.49,2.5,5.43,6.25,6.9,52.87,67.19,58.36,0.01,0.21,1.2,1.9,2.93,153.24,99.4,37.85,125.06,19.37,895.94,99.61,55.74,44.43,18177.8,18.67,110.45,0.0,17.18,71.46,28.54,11.4,6.2,1.49,0
-7.48,41.41,-1.59,-13.12,-6.38,-31.05,-206.32,-30.69,30.4,-9.32,1.12,-4.44,-6.18,-1193.0,13524.62,0.48,0.61,0.74,13.49,13.91,22.93,15.92,27.06,26.24,0.03,0.22,0.99,1.35,1.49,209.27,188.33,62.31,22.45,16.23,3552.55,84.4,31.07,81.66,60733.59,11.76,41.49,1113.07,22.97,76.29,23.71,-40.57,2.08,0.95,0
9.18,115.05,23.25,7.3,12.3,1.71,-4.5,0.0,67.89,14.2,8.6,6.61,9.65,364.0,2545.37,0.47,0.68,1.56,5.27,1.29,15.62,23.36,69.24,162.17,0.0,0.0,0.59,0.66,0.76,780.8,682.69,156.82,45.99,61.24,748.86,43.45,70.24,68.5,30537.32,22.06,306.67,413.43,47.41,45.61,54.39,29.95,6.47,6.35,0
25.43,-10.66,-1.3,10.37,8.46,15.86,354.9,-9.87,14.87,3.01,7.21,2.69,11.3,952.0,31348.19,0.9,3.76,2.96,4.6,2.05,5.73,63.75,79.32,162.17,0.01,0.67,0.68,1.28,1.78,111.89,84.34,6.56,302.31,7.58,1735.64,121.11,71.4,23.99,46174.68,12.72,56.22,300.59,14.91,37.5,62.5,20.17,3.56,2.07,0
5.27,0.53,-2.43,11.18,11.58,37.08,418.93,10.34,23.06,10.04,8.83,6.08,11.27,315.0,3424.36,0.61,1.19,0.99,32.35,15.85,17.99,20.29,11.28,23.03,0.07,0.03,0.81,1.57,1.65,125.54,120.02,23.05,95.66,8.64,590.27,112.55,42.48,51.11,87504.6,21.24,43.28,400.65,36.91,31.87,68.13,27.2,1.16,5.5,0
-17.31,17.73,46.41,16.5,6.26,6.19,-30.19,-5.08,60.94,7.13,8.11,4.98,6.06,727.0,10198.26,0.7,0.85,2.39,1.86,11.96,34.46,10.59,157.66,30.51,0.0,0.0,0.86,0.99,2.1,698.18,348.08,200.27,27.26,58.09,2470.22,40.98,67.8,78.58,13112.27,12.65,441.92,1024.73,19.49,33.86,66.14,36.57,24.39,30.87,0
-65.1,101.56,-15.2,-12.52,-11.98,-11.41,0.0,0.0,22.59,-35.53,-2.57,-18.92,-20.69,-457.0,1223.93,0.53,0.58,1.87,4.32,9.25,30.43,12.0,84.43,39.48,0.01,0.0,0.67,0.74,0.9,937.72,776.38,253.69,9.33,63.93,414.86,31.09,71.57,91.46,-4762.55,-8.84,-203.67,-278.16,-16.61,0.0,0.0,0.0,7.27,-94.35,0
-62.54,-17.58,-6.43,-34.7,-24.01,-49.27,0.0,-30.74,-3.61,-25.14,-18.45,-19.22,-23.04,-325.0,1250.67,0.76,0.92,1.92,12.32,3.19,6.75,54.08,29.62,114.31,0.01,0.11,1.03,1.27,1.42,972.03,860.06,288.17,9.68,46.42,235.67,53.44,51.27,91.18,1727.02,9.57,23.84,78.18,9.89,184.4,-84.4,-181.31,2.18,-94.35,0
-7.02,-5.17,-2.5,-4.46,2.08,-8.95,0.0,-2.78,9.13,1.86,-1.58,1.15,1.58,87.0,4652.2,0.62,0.85,0.88,3.25,7.05,14.13,25.82,112.48,51.8,0.01,0.0,1.53,2.08,5.56,265.75,89.76,8.78,33.52,18.05,1104.49,94.87,28.95,74.9,10256.2,19.32,36.77,623.8,30.62,81.1,18.9,6.08,0.94,-38.1,0
-28.0,119.29,3.58,12.68,-24.04,34.54,-33.02,-19.96,29.02,-22.71,2.86,-9.14,-34.27,0.0,369.29,0.4,1.48,0.6,6.97,3.62,5.0,72.98,52.37,100.87,0.01,0.18,0.53,1.24,1.51,57.32,49.4,3.54,302.31,-22.07,104.7,226.43,35.08,23.99,2063.76,2.37,454.41,0.0,6.25,164.66,-64.66,-181.31,43.31,0.36,0
-62.4,-2.66,10.48,-9.94,-25.21,-29.59,0.0,8.8,26.96,-51.22,-12.21,-13.56,-26.43,-542.0,1029.31,0.26,0.52,0.49,1.61,2.24,10.88,33.55,157.66,162.17,0.0,0.0,0.32,0.58,0.9,94.45,51.68,28.77,117.37,-2.34,340.55,130.78,39.84,46.0,2073.16,3.54,8.91,4724.07,12.68,184.4,-84.4,-181.31,0.69,-6.96,0
-7.35,-3.55,-2.27,-1.7,-6.69,-1.43,64.88,-11.87,23.73,2.86,4.53,2.26,2.72,68.0,2452.1,0.79,0.98,2.42,9.28,3.34,9.33,39.13,39.33,109.14,0.01,0.3,0.94,1.18,1.35,360.14,317.1,124.88,27.11,48.67,394.18,41.46,67.38,78.67,22943.46,22.1,74.37,96.65,27.7,53.89,46.11,10.32,2.63,7.59,0
