회사명,거래소코드,회계년도,감사의견코드(IFRS),감사의견(IFRS),기수(IFRS),소속코드,업종코드,회계년월,산업명,산업코드,산업명.1,상장일,상장폐지일,유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),차입금평균이자율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),매출액증가율(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),정상영업이익증가율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),자기자본구성비율(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),[제조]부가가치(IFRS연결),[제조]노동장비율(IFRS연결),[제조]기계장비율(IFRS연결),[제조]자본집약도(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결),year,month
에이스하이텍(주),71930,2012/12,UQ,,35.0,4,1,2014/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2004/01/16,20150710.0,102.07,99.71,15.98,0.8,67.7,115.0,21.86,3.05,3.26,8.61,101.81,39.29,19.81,9.33,5.7,6.83,6.7,4.09,6.96,11.4,0.72,1.22,1.06,58.67,3.78,8.81,41.44,6.22,96.58,0.02,0.02,32.15,21.99,26.1,0.0,37.0,-3.78,-3.04,102.94,-30.99,14.39,652.61,,60.9,59.63,1.01,1.31,2.23,2.32,,,,,,3836.13,,,,16.9,34.46,155.98,25.87,43.44,56.56,2012,12
에이스하이텍(주),71930,2013/12,,,,4,1,2014/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2004/01/16,20150710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12
에이스하이텍(주),71930,2014/12,DS,자산과 부채의 일부 계정과목에 대한 실질과 적정성을 확인하기 위한 절차를 수행할 수 없었으며 이에 따라 부정과 오류로 인해 재무제표가 왜곡표시 되었는지에 대한 충분하고 적합한 감사증거를 확보할 수 없었음.,37.0,4,1,2014/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2004/01/16,20150710.0,65.99,52.1,6.41,-9.34,40.7,90.99,13.13,-4.88,-19.47,28.23,115.18,18.14,-4.33,-60.81,-221.1,-17.6,-18.1,-65.79,-92.22,-25.46,0.3,0.42,0.36,7.8,4.41,5.5,66.37,46.82,82.79,0.02,0.15,0.0,0.0,0.0,0.0,-552.0,0.0,0.0,0.0,0.0,0.0,190.35,,-115.76,71.07,0.65,1.43,1.64,2.08,,,,,,-14071.56,,,,-53.11,-255.52,-2347.95,-178.5,0.0,0.0,2014,12
엔에이치기업인수목적7호 주식회사,217810,2015/12,,,,4,9,2016/12,    기타금융업,117201,    기타금융업,    기타금융업,2015/06/12,20180119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
엔에이치기업인수목적7호 주식회사,217810,2016/12,,,,4,9,2016/12,    기타금융업,117201,    기타금융업,    기타금융업,2015/06/12,20180119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,12
엔에이치에스엘기업인수목적(주),207720,2014/12,,,,4,9,2016/12,    기타금융업,117201,    기타금융업,    기타금융업,2014/12/17,20171016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,12
엔에이치에스엘기업인수목적(주),207720,2015/12,,,,4,9,2016/12,    기타금융업,117201,    기타금융업,    기타금융업,2014/12/17,20171016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
엔에이치에스엘기업인수목적(주),207720,2016/12,,,,4,9,2016/12,    기타금융업,117201,    기타금융업,    기타금융업,2014/12/17,20171016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,12
엠에프엠코리아(주),251960,2016/12,,,,4,1,2019/12,    편조의복 제조업,31403,    편조의복 제조업,    편조의복 제조업,2016/09/08,20201230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,12
엠에프엠코리아(주),251960,2017/12,,,,4,1,2019/12,    편조의복 제조업,31403,    편조의복 제조업,    편조의복 제조업,2016/09/08,20201230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,12
엠에프엠코리아(주),251960,2018/12,,,,4,1,2019/12,    편조의복 제조업,31403,    편조의복 제조업,    편조의복 제조업,2016/09/08,20201230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,12
엠에프엠코리아(주),251960,2019/12,UQ,,18.0,4,1,2019/12,    편조의복 제조업,31403,    편조의복 제조업,    편조의복 제조업,2016/09/08,20201230.0,137.24,46.74,2.83,25.52,239.15,438.73,38.74,1.71,1.73,9.39,20.23,94.03,18.24,3.34,0.82,6.21,6.21,1.52,5.16,21.05,1.86,6.29,31.11,2.99,6.88,7.59,48.08,121.97,53.08,0.01,0.44,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,13806.61,,461.72,29.49,1.14,218.36,1.97,5.79,,,,,,24705.25,,,,31.93,3757.08,4072.14,17.21,68.41,31.59,2019,12
엠텍비젼(주),74000,2011/12,UQ,,13.0,4,1,2013/12,    반도체 제조업,32601,    반도체 제조업,    반도체 제조업,2004/01/06,20140327.0,43.9,35.65,14.36,-24.61,607.39,121.56,37.34,-7.96,-9.1,10.85,571.19,19.25,-14.15,-149.53,-176.13,-30.57,-30.81,-36.29,-174.82,-148.41,0.21,0.99,0.28,2.19,10.92,23.14,15.77,166.54,33.43,0.01,0.0,-58.62,-12.42,-53.38,0.0,-2485.0,-81.99,3.03,-46.23,-78.09,0.0,948.57,,-1418.37,14.14,0.31,1.45,0.8,1.26,,,,,,-6750.65,,,,-4.46,-96.0,-3009.54,-20.22,0.0,0.0,2011,12
엠텍비젼(주),74000,2012/12,UQ,,14.0,4,1,2013/12,    반도체 제조업,32601,    반도체 제조업,    반도체 제조업,2004/01/06,20140327.0,16.05,12.72,2.87,-44.58,1857.71,37.23,85.11,-1.42,-1.4,8.11,1790.89,8.52,25.16,-46.48,-80.92,-6.8,-6.82,-11.87,-116.59,-68.3,0.15,1.47,0.17,5.3,21.76,27.14,13.45,68.85,16.77,0.01,0.0,-38.43,-14.81,-68.71,0.0,-457.0,8.1,-3.48,-62.29,-58.37,0.0,571.72,,-265.75,5.11,0.23,2.81,1.02,1.27,,,,,,5478.83,,,,4.25,72.08,1149.69,26.65,123.18,-23.18,2012,12
엠텍비젼(주),74000,2013/12,UQ,,15.0,4,1,2013/12,    반도체 제조업,32601,    반도체 제조업,    반도체 제조업,2004/01/06,20140327.0,7.59,6.36,3.57,-83.67,3287.09,101.24,0.0,-0.86,0.07,8.24,3154.37,6.87,53.86,-28.98,-30.16,-2.96,-3.11,-3.24,-74.69,-76.62,0.11,2.64,0.12,7.41,25.1,42.61,8.57,49.26,14.54,0.02,0.0,-34.44,-5.21,-42.55,0.0,-556.0,-4.19,-3.5,-23.57,-40.44,0.0,490.33,,-142.08,2.95,0.14,1.81,1.39,1.71,,,,,,9413.07,,,,7.7,129.25,3056.35,69.84,64.29,35.71,2013,12
완리인터내셔널홀딩스,900180,2011/12,UQ,,4.0,4,1,2017/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,2011/06/13,20180523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
완리인터내셔널홀딩스,900180,2012/12,UQ,,5.0,4,1,2017/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,2011/06/13,20180523.0,125.54,106.34,50.76,6.18,42.92,2685.27,21.8,11.41,12.22,5.68,99.5,30.38,27.57,18.48,12.07,14.21,14.13,9.23,13.19,20.19,0.76,1.09,1.1,16.46,8.32,14.6,24.99,22.17,43.89,0.02,0.1,0.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,4366.21,,806.82,69.97,1.4,1.25,2.52,2.97,,,,,,39330.44,,,,14.14,28.29,46.67,18.5,0.0,0.0,2012,12
완리인터내셔널홀딩스,900180,2013/12,UQ,,6.0,4,1,2017/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,2011/06/13,20180523.0,102.57,84.93,45.73,0.76,57.82,3046.86,29.87,11.75,12.65,4.21,109.69,30.5,25.69,18.42,12.18,13.08,13.02,8.6,12.98,19.64,0.71,1.07,1.02,14.18,7.18,16.28,22.42,25.73,50.84,0.02,0.2,4.83,26.91,14.92,5.75,557.0,30.21,26.7,27.38,43.32,4.51,4576.97,,843.25,63.36,1.22,1.14,2.32,2.77,,,,,,41496.08,,,,11.76,20.96,40.02,18.62,0.0,0.0,2013,12
완리인터내셔널홀딩스,900180,2014/12,UQ,,7.0,4,1,2017/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,2011/06/13,20180523.0,136.06,105.2,38.76,7.18,54.01,331.64,30.71,9.69,9.98,4.94,112.28,27.1,29.39,23.28,15.48,14.57,14.53,9.66,15.04,22.62,0.62,0.97,0.87,10.89,5.84,23.97,15.23,33.52,62.54,0.01,0.0,6.7,15.99,18.86,35.59,409.0,25.59,21.66,3.07,35.94,34.81,4883.78,,1136.76,64.93,1.17,0.95,2.18,2.72,,,,,,55298.25,,,,13.51,23.66,40.72,23.25,0.0,0.0,2014,12
완리인터내셔널홀딩스,900180,2015/12,UQ,,8.0,4,1,2017/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,2011/06/13,20180523.0,185.86,153.21,85.6,15.9,60.41,378.14,33.69,7.25,7.42,5.44,105.2,34.42,28.53,21.38,13.18,12.82,12.76,7.86,12.38,20.09,0.6,0.94,0.87,9.79,5.27,37.54,9.72,37.28,69.2,0.01,0.0,13.46,20.98,16.16,-3.4,394.0,7.53,8.83,53.67,19.02,4.22,2995.31,,640.42,62.34,1.19,0.94,1.92,2.39,,,,,,56961.34,,,,11.5,21.59,38.77,21.11,0.0,0.0,2015,12
완리인터내셔널홀딩스,900180,2016/12,QU,,9.0,4,1,2017/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,2011/06/13,20180523.0,209.85,174.13,95.38,18.93,41.51,326.36,25.2,6.13,5.8,4.73,90.33,36.17,29.1,19.12,10.02,8.58,8.54,4.48,6.73,12.85,0.45,0.67,0.69,7.32,3.68,28.8,12.67,49.87,99.1,0.01,0.0,-18.74,-1.69,11.45,-38.2,242.0,-3.57,-4.3,3.3,0.07,-27.33,2433.98,,465.38,70.67,0.84,0.75,1.27,1.53,,,,,,38521.13,,,,7.91,15.74,27.76,17.57,0.0,0.0,2016,12
완리인터내셔널홀딩스,900180,2017/12,DS,,10.0,4,1,2017/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,2011/06/13,20180523.0,169.32,139.65,86.12,13.72,46.0,326.59,28.61,999999999.0,999999999.0,0.0,97.09,33.5,25.75,17.42,10.98,6.3,6.25,3.94,5.67,8.99,0.36,0.52,0.55,5.97,3.17,29.65,12.31,61.15,115.24,0.01,0.0,-21.26,-2.48,-5.48,-13.72,184.0,-6.23,1.58,-9.67,-7.0,-28.28,1684.24,,293.34,68.49,0.67,0.62,1.03,1.25,,,,,,25421.57,,,,5.35,10.93,18.37,14.72,0.0,0.0,2017,12
우경(주),25920,2011/12,UQ,,28.0,4,1,2012/12,    1차 철강 제조업,32401,    1차 철강 제조업,    1차 철강 제조업,1995/08/07,20130710.0,88.66,71.46,2.05,-7.43,418.66,116.68,67.25,-0.26,-0.52,13.55,217.21,58.12,10.71,-2.72,-15.84,-1.76,-2.16,-12.58,-49.7,-8.55,0.79,3.14,1.67,8.22,3.38,0.0,0.0,44.4,108.14,0.01,0.09,-16.11,53.25,-14.5,0.0,-3159.0,-2.52,14.7,102.24,140.62,0.0,19857.4,,-541.08,19.28,0.68,2.04,1.51,1.85,,,,,,1642.31,,,,3.28,10.29,162.93,4.99,167.47,-67.47,2011,12
우경(주),25920,2012/12,DU,"중요한 내부통제의 취약점으로 인하여 부외부채, 종속회사 및 거래처의 대여금 및 선급금 회수가능성, 선급금 및 대여금과 대손상각비의 분류 적정성 및 거래 적정성에 대하여 충분한 감사 증거를 확보할 수 없었음.",29.0,4,1,2012/12,    1차 철강 제조업,32401,    1차 철강 제조업,    1차 철강 제조업,1995/08/07,20130710.0,86.25,76.24,5.77,-9.96,660.91,69.78,67.17,-0.44,-0.25,10.32,285.25,62.51,9.65,-3.45,-10.01,-2.89,-3.03,-8.79,-54.5,-18.79,0.88,5.44,2.22,9.53,3.73,21.2,17.22,38.3,97.8,0.01,0.0,37.88,6.18,-27.62,0.0,-2567.0,4.33,-4.95,14.21,-31.66,0.0,25178.57,,-868.85,13.14,0.68,2.78,1.45,1.72,,,,,,2307.25,,,,4.33,13.86,267.84,5.09,111.3,-11.3,2012,12
우양에이치씨(주),101970,2012/12,,,,4,1,2013/12,"    구조용 금속제품, 탱크 및 증기발생기 제조업",32501,"    구조용 금속제품, 탱크 및 증기발생기 제조업","    구조용 금속제품, 탱크 및 증기발생기 제조업",2012/07/26,20150317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
우양에이치씨(주),101970,2013/12,,,,4,1,2013/12,"    구조용 금속제품, 탱크 및 증기발생기 제조업",32501,"    구조용 금속제품, 탱크 및 증기발생기 제조업","    구조용 금속제품, 탱크 및 증기발생기 제조업",2012/07/26,20150317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12
울트라건설(주),4320,2011/12,UQ,,47.0,4,1,2014/12,    건물 건설업,64101,    건물 건설업,    건물 건설업,1991/12/06,20150413.0,105.44,42.71,20.24,3.2,1019.79,141.78,51.45,-7.28,-12.33,2.87,425.61,61.99,-5.28,-11.17,-10.14,-8.27,-8.75,-7.94,-63.53,-68.18,0.78,6.1,2.17,2.76,2298.64,3.1,117.79,132.47,0.16,0.07,0.0,-26.7,9.24,-46.08,0.0,-7775.0,-27.66,22.77,2.32,110.21,0.0,63711.85,,-7119.65,8.93,0.6,18.91,1.22,2.2,,,,,,-8958.35,,,,-1.3,-39.2,-29861.17,-1.74,0.0,0.0,2011,12
울트라건설(주),4320,2012/12,UQ,,48.0,4,1,2014/12,    건물 건설업,64101,    건물 건설업,    건물 건설업,1991/12/06,20150413.0,94.99,49.01,15.2,-2.93,738.73,153.42,51.79,1.25,2.46,3.0,373.25,55.5,6.57,2.68,0.98,2.84,1.93,0.71,6.79,18.83,0.72,7.02,1.76,2.22,2000.76,3.46,105.46,164.05,0.18,0.02,0.0,-12.96,-18.91,8.21,0.0,606.0,-13.52,-5.06,-27.41,-40.94,0.0,55455.28,,1487.68,11.92,0.61,21.03,1.22,2.7,,,,,,59302.1,,,,10.65,300.05,312116.3,13.23,65.52,34.48,2012,12
울트라건설(주),4320,2013/12,UQ,,49.0,4,1,2014/12,    건물 건설업,64101,    건물 건설업,    건물 건설업,1991/12/06,20150413.0,71.42,68.3,3.19,-18.78,483.8,178.57,35.15,1.71,2.04,4.68,309.85,46.93,5.97,2.72,0.89,4.03,3.55,1.17,9.29,24.91,1.3,9.16,2.7,8.23,1390.83,5.18,70.52,44.35,0.26,0.0,0.0,45.7,-20.16,16.39,53.85,933.0,0.37,-4.78,-32.49,-93.91,47.68,80799.97,,2197.0,17.13,1.15,32.98,2.52,3.64,,,,,,64597.68,,,,14.53,325.63,807470.97,9.89,57.77,42.23,2013,12
울트라건설(주),4320,2014/12,DU,"당기순손실 154,671백만원 발생, 유동부채가 유동자산을 135,612백만원 초과하고 있으며 총부채가 총자산을 78,358백만원 초과한 상황 등은 회사의 계속기업으로서의 존속능력에 유의적인 의문을 제기함.",50.0,4,1,2014/12,    건물 건설업,64101,    건물 건설업,    건물 건설업,1991/12/06,20150413.0,38.94,36.99,3.56,-58.71,0.0,-196.99,59.46,-4.58,-19.82,7.8,0.0,37.45,-12.05,-21.42,-63.17,-14.08,-15.53,-45.79,0.0,0.0,0.72,0.0,1.29,36.38,427.29,2.15,170.04,10.03,0.85,0.0,0.0,-62.51,-48.05,-210.32,0.0,-22738.0,-2.13,-38.77,-58.54,-52.24,0.0,30295.71,,-6490.58,0.0,0.61,12.48,1.66,1.74,,,,,,-86880.26,,,,-37.61,-447.5,0.0,-35.48,0.0,0.0,2014,12
웨이포트유한공사,900130,2011/12,UQ,,9.0,4,1,2016/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,2010/07/23,20170725.0,113.94,62.98,14.39,9.0,199.84,557.86,40.8,1.24,1.24,5.56,79.32,73.54,14.27,2.5,0.03,2.41,2.41,0.03,0.08,6.53,0.96,2.61,3.59,3.08,6.65,4.99,73.19,118.4,54.88,0.01,0.21,0.97,31.83,5.89,-99.42,2.0,34.75,27.88,33.31,49.09,0.0,2271.98,,56.78,33.35,0.71,4.46,1.32,2.3,,,,,,3172.75,,,,2.12,9.7,0.0,2.5,0.0,0.0,2011,12
웨이포트유한공사,900130,2012/12,UQ,,10.0,4,1,2016/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,2010/07/23,20170725.0,100.16,62.88,10.87,0.12,293.16,475.44,45.2,999999999.0,999999999.0,0.0,105.06,73.28,7.49,-3.84,-5.33,-3.38,-3.38,-4.7,-16.04,-11.55,0.88,3.01,3.32,2.94,5.76,4.74,77.05,124.2,63.4,0.01,0.25,6.86,5.24,-19.74,0.0,-129.0,-7.57,6.3,4.86,-12.72,0.0,2427.94,,-93.16,25.43,0.62,4.31,1.2,2.03,,,,,,-8678.81,,,,-5.5,-30.28,-68.52,-6.4,0.0,0.0,2012,12
웨이포트유한공사,900130,2013/12,UQ,,11.0,4,1,2016/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,2010/07/23,20170725.0,87.31,54.03,2.91,-10.13,568.64,361.73,40.15,-1.31,-1.11,4.86,202.49,69.72,8.93,-3.21,-6.52,-2.69,-2.69,-5.47,-28.07,-13.79,0.84,4.3,2.92,3.12,4.77,3.01,121.33,116.99,76.46,0.01,0.2,12.65,31.05,-22.94,0.0,-179.0,21.36,48.53,24.68,27.69,0.0,2735.02,,-87.69,14.96,0.57,4.57,1.18,1.89,,,,,,-4181.09,,,,-2.02,-15.47,-36.56,-2.74,0.0,0.0,2013,12
웨이포트유한공사,900130,2014/12,UQ,,12.0,4,1,2016/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,2010/07/23,20170725.0,83.63,55.62,2.5,-13.14,1001.19,68.19,40.99,-1.84,-1.61,4.27,361.93,67.13,9.26,-4.12,-5.96,-3.18,-3.18,-4.6,-38.85,-26.84,0.77,6.52,2.44,3.16,4.19,2.13,171.57,115.33,87.19,0.03,0.19,10.78,11.97,-32.01,0.0,-181.0,35.93,21.52,7.82,-5.27,0.0,3029.77,,-124.72,9.08,0.52,3.91,1.13,1.76,,,,,,21022.57,,,,9.08,56.82,226.08,12.42,96.67,3.33,2014,12
웨이포트유한공사,900130,2015/12,UQ,,13.0,4,1,2016/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,2010/07/23,20170725.0,71.95,55.86,1.92,-24.12,1392.81,53.69,36.92,0.24,0.49,4.24,568.86,61.89,17.77,0.46,-2.2,0.39,0.39,-1.88,-23.97,4.98,0.86,10.92,2.41,4.76,4.22,2.22,164.22,76.68,86.47,0.0,0.15,22.17,8.74,-19.78,0.0,-81.0,12.79,26.08,0.26,-33.03,0.0,3701.45,,16.88,6.7,0.58,3.9,1.33,1.84,,,,,,29846.21,,,,11.86,62.26,359.7,14.43,66.08,33.92,2015,12
웨이포트유한공사,900130,2016/12,UQ,,14.0,4,1,2016/12,    회사 본부 및 경영 컨설팅 서비스업,137105,    회사 본부 및 경영 컨설팅 서비스업,    회사 본부 및 경영 컨설팅 서비스업,2010/07/23,20170725.0,67.88,53.49,1.78,-28.45,1518.52,47.87,37.79,0.66,0.85,4.32,645.41,60.12,20.92,1.41,-0.97,1.06,1.06,-0.73,-11.29,16.39,0.75,11.6,1.92,5.61,3.59,1.96,185.95,65.01,101.57,0.0,0.14,-12.3,-7.24,-14.44,0.0,-31.0,-6.47,-2.93,-9.89,-14.6,171.7,3246.29,,45.88,6.18,0.5,3.33,1.22,1.57,,,,,,29676.6,,,,12.71,58.83,324.5,16.36,63.47,36.53,2016,12
유안타제2호기업인수목적(주),219960,2015/12,,,,4,9,2016/12,    기타금융업,117201,    기타금융업,    기타금융업,2015/07/17,20180223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
유안타제2호기업인수목적(주),219960,2016/12,,,,4,9,2016/12,    기타금융업,117201,    기타금융업,    기타금융업,2015/07/17,20180223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,12
유진기업인수목적3호(주),221200,2015/12,,,,4,9,2017/12,    기타금융업,117201,    기타금융업,    기타금융업,2015/09/09,20180417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
유진기업인수목적3호(주),221200,2016/12,,,,4,9,2017/12,    기타금융업,117201,    기타금융업,    기타금융업,2015/09/09,20180417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,12
유진기업인수목적3호(주),221200,2017/12,,,,4,9,2017/12,    기타금융업,117201,    기타금융업,    기타금융업,2015/09/09,20180417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,12
이디디컴퍼니(주),52650,2011/12,UQ,,22.0,4,1,2012/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2001/12/18,20130412.0,668.59,621.09,1.42,75.65,15.89,426.06,9.82,25.4,999999999.0,0.63,12.8,88.95,14.94,3.59,10.63,3.66,1.21,3.6,4.04,1.36,0.34,0.38,4.73,4.8,4.19,22.13,16.49,76.0,87.11,0.01,0.0,159.44,11.08,4.12,0.0,86.0,871.9,335.93,1.67,-10.48,0.0,793.23,,28.46,86.29,0.33,17.7,0.36,0.39,,,,,,1167.28,,,,3.79,115.14,263.69,11.8,52.47,47.53,2011,12
이디디컴퍼니(주),52650,2012/12,QU,"25,390백만원의 당기순손실이 발생, 자기자본이 1,179백만원으로 자본금이 81.08% 잠식된 상황 등은 회사의 계속기업으로서의 존속능력에 중대한 의문을 제기함.",23.0,4,1,2012/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2001/12/18,20130412.0,16.91,16.91,0.6,-70.34,563.41,18.91,0.0,-373.61,999999999.0,1.22,568.42,14.32,-48.42,-136.48,-501.41,-35.06,-35.79,-131.5,-183.0,-49.81,0.26,0.36,1.0,5.2,2.96,10.17,35.88,70.14,123.21,0.01,0.0,-48.82,-74.59,-95.56,0.0,-2089.0,518.81,97.13,-95.91,0.0,0.0,406.0,,-554.12,15.07,0.26,1.39,0.36,0.38,,,,,,-22812.94,,,,-291.53,-363.65,-4417.29,-450.52,0.0,0.0,2012,12
이베스트기업인수목적3호(주),225440,2015/12,,,,4,9,2017/12,    기타금융업,117201,    기타금융업,    기타금융업,2015/10/19,20180528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
이베스트기업인수목적3호(주),225440,2016/12,,,,4,9,2017/12,    기타금융업,117201,    기타금융업,    기타금융업,2015/10/19,20180528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,12
이베스트기업인수목적3호(주),225440,2017/12,,,,4,9,2017/12,    기타금융업,117201,    기타금융업,    기타금융업,2015/10/19,20180528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,12
이엘케이(주),94190,2011/12,UQ,,13.0,4,1,2019/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2007/10/29,20200522.0,139.71,80.32,32.47,17.4,169.77,1432.53,51.84,2.96,3.28,4.74,104.64,61.21,14.62,7.43,4.74,7.0,6.93,4.43,12.09,18.95,0.93,2.55,2.49,3.64,4.24,8.6,42.43,100.21,86.06,0.01,0.0,-1.09,7.3,10.22,-39.82,912.0,17.36,15.22,2.83,10.73,-23.69,17427.91,,1294.12,37.07,0.87,2.75,1.49,2.53,,,,,,55440.47,,,,21.18,61.1,121.51,23.49,46.88,53.12,2011,12
