회사명,거래소코드,회계년도,감사의견코드(IFRS),감사의견(IFRS),기수(IFRS),소속코드,업종코드,회계년월,산업명,산업코드,산업명.1,상장일,상장폐지일,유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),차입금평균이자율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),매출액증가율(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),정상영업이익증가율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),자기자본구성비율(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),[제조]부가가치(IFRS연결),[제조]노동장비율(IFRS연결),[제조]기계장비율(IFRS연결),[제조]자본집약도(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결),year,month
씨제이이앤엠(주),130960,2017/12,UQ,,8.0,4,1,2017/12,    텔레비전 방송업,106002,    텔레비전 방송업,    텔레비전 방송업,2010/10/15,20180718.0,155.36,154.61,15.13,12.13,67.16,1076.97,18.27,4.21,52.04,2.45,110.25,34.04,25.15,3.61,24.11,2.03,1.93,12.88,23.6,3.27,0.53,0.91,0.82,320.92,3.44,12.81,28.48,1.14,106.03,0.01,0.0,13.76,34.59,34.88,589.57,11110.0,13.73,37.94,28.53,32.02,125.82,45185.29,,1630.8,59.82,0.87,5.94,1.54,1.55,,,,,,1185219.41,,,,31.53,428.27,106249.68,67.72,18.78,81.22,2017,12
아스팩오일(주),232360,2015/12,,,,4,1,2016/12,    석유 정제품 제조업,31902,    석유 정제품 제조업,    석유 정제품 제조업,2015/12/22,20170725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
아스팩오일(주),232360,2016/12,,,,4,1,2016/12,    석유 정제품 제조업,31902,    석유 정제품 제조업,    석유 정제품 제조업,2015/12/22,20170725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,12
아이비케이에스스마트에스엠이기업인수목적1호(주),126680,2011/12,,,,4,9,2012/12,    기타금융업,117201,    기타금융업,    기타금융업,2010/12/22,20130729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
아이비케이에스스마트에스엠이기업인수목적1호(주),126680,2012/12,,,,4,9,2012/12,    기타금융업,117201,    기타금융업,    기타금융업,2010/12/22,20130729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
아이비케이에스제7호기업인수목적(주),276920,2017/12,,,,4,9,2019/12,    기타금융업,117201,    기타금융업,    기타금융업,2017/11/10,20200618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,12
아이비케이에스제7호기업인수목적(주),276920,2018/12,,,,4,9,2019/12,    기타금융업,117201,    기타금융업,    기타금융업,2017/11/10,20200618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,12
아이비케이에스제7호기업인수목적(주),276920,2019/12,,,,4,9,2019/12,    기타금융업,117201,    기타금융업,    기타금융업,2017/11/10,20200618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,12
아이스테이션(주),56010,2011/12,,,,4,1,2011/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2002/08/13,20120413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
아이이(주),23430,2011/12,UQ,,28.0,4,1,2016/12,    전기 통신업,106102,    전기 통신업,    전기 통신업,1994/10/07,20171220.0,641.0,534.68,372.83,61.39,19.99,97.03,0.7,-436.87,999999999.0,4.28,32.71,72.74,21.35,-25.77,-26.41,-11.57,-13.18,-13.51,-16.21,-15.81,0.51,0.61,1.88,4.24,6.17,15.53,23.51,86.1,59.17,0.01,0.0,0.0,0.0,0.0,0.0,-79.0,0.0,0.0,0.0,0.0,0.0,297.7,,-76.72,83.34,0.61,7.69,0.7,0.84,,,,,,4202.56,,,,20.39,306.84,1480.27,39.88,101.64,-1.64,2011,12
아이이(주),23430,2012/12,UQ,,29.0,4,1,2016/12,    컴퓨터 및 주변장치 제조업,32603,    컴퓨터 및 주변장치 제조업,    컴퓨터 및 주변장치 제조업,1994/10/07,20171220.0,137.35,131.47,10.97,14.76,199.98,68.19,26.46,-13.11,-177.27,1.18,137.16,54.28,13.7,-43.85,-316.46,-3.93,-4.08,-29.42,-90.38,-12.23,0.09,0.28,0.2,4.0,0.35,0.26,1395.36,91.2,1049.42,0.0,0.24,0.0,0.0,0.0,0.0,-584.0,0.0,0.0,0.0,0.0,0.0,184.9,,-81.08,33.34,0.1,7.27,0.17,0.18,,,,,,-17838.41,,,,-24.04,-1880.43,-5989.64,-258.6,0.0,0.0,2012,12
아이이(주),23430,2013/12,UQ,,30.0,4,1,2016/12,    컴퓨터 및 주변장치 제조업,32603,    컴퓨터 및 주변장치 제조업,    컴퓨터 및 주변장치 제조업,1994/10/07,20171220.0,113.35,102.78,5.27,8.11,163.49,78.71,1.13,2.13,2.36,15.73,82.12,68.83,3.89,0.9,0.31,3.72,3.65,1.24,-3.26,10.09,4.05,11.21,11.03,83.68,9.31,8.3,43.99,4.36,39.21,0.0,0.01,5567.03,59.93,75.0,0.0,-15.0,-59.6,9.02,102.82,342.05,0.0,3641.69,,32.8,37.95,3.5,587.0,6.41,6.94,,,,,,11554.22,,,,9.74,3014.62,4013.48,2.96,31.56,68.44,2013,12
아이이(주),23430,2014/12,UQ,,31.0,4,1,2016/12,    기타 전문 도매업,74607,    기타 전문 도매업,    기타 전문 도매업,1994/10/07,20171220.0,90.73,90.17,3.18,-4.28,88.82,77.9,4.49,-3.07,-3.25,16.1,109.69,41.91,6.41,-2.99,-8.7,-1.21,-1.22,-3.55,-3.0,-2.78,0.41,0.93,0.97,10.27,0.85,0.81,451.3,35.53,429.24,0.07,0.1,-89.72,-33.84,-1.03,0.0,0.0,734.28,23.32,-59.72,-97.33,0.0,374.38,,-11.2,52.96,0.36,22.45,0.7,0.75,,,,,,109.03,,,,0.14,3.41,70.12,0.27,778.14,-678.14,2014,12
아이이(주),23430,2015/12,UQ,,32.0,4,1,2016/12,    기타 전문 도매업,74607,    기타 전문 도매업,    기타 전문 도매업,1994/10/07,20171220.0,117.59,114.08,56.04,1.44,14.26,80.89,3.02,-0.65,-34.75,12.62,103.24,9.65,15.09,-0.7,-38.7,-0.3,-0.31,-17.36,-25.12,-0.46,0.45,0.66,0.62,164.85,2.03,1.85,197.68,2.21,179.75,0.0,0.01,-20.45,-18.45,34.72,0.0,-97.0,0.1,26.84,-81.23,-9.36,0.0,248.31,,-1.74,87.52,0.79,9.99,1.64,1.65,,,,,,-8940.38,,,,-13.97,-279.31,-4922.25,-27.97,0.0,0.0,2015,12
아이이(주),23430,2016/12,QU,"당기말 현재 연결영업손실이 3,751백만원, 연결당기순손실이 142,116백만원, 유동부채가 유동자산을 1,542백만원 초과함. 이러한 상황은 연결실체의 계속기업으로서 존속능력에 유의적인 의문을 제기함.",33.0,4,1,2016/12,    기타 전문 도매업,74607,    기타 전문 도매업,    기타 전문 도매업,1994/10/07,20171220.0,80.98,79.01,49.09,-4.47,270.58,6.64,37.01,-6.57,-231.2,7.77,300.03,19.04,18.56,-30.96,-1172.96,-7.59,-7.62,-288.54,-430.83,-11.48,0.25,0.37,0.28,70.42,7.74,3.85,94.89,5.18,47.18,0.0,0.01,-62.1,-46.13,-83.48,0.0,-772.0,-1.27,-51.73,6.33,-13.4,0.0,66.16,,-20.48,26.98,0.93,3.81,1.9,1.95,,,,,,-126492.66,,,,-366.76,-4002.83,-269925.86,-1044.01,0.0,0.0,2016,12
어울림네트웍스(주),42820,2011/12,,,,4,1,2011/12,    통신 및 방송 장비 제조업,32604,    통신 및 방송 장비 제조업,    통신 및 방송 장비 제조업,2000/07/11,20121117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
어울림엘시스(주),33280,2011/12,,,,4,1,2011/12,    소프트웨어 개발 및 공급업,105802,    소프트웨어 개발 및 공급업,    소프트웨어 개발 및 공급업,1997/11/10,20120911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
어울림정보기술(주),38320,2011/12,,,,4,1,2011/12,    소프트웨어 개발 및 공급업,105802,    소프트웨어 개발 및 공급업,    소프트웨어 개발 및 공급업,2002/04/23,20120908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
에버테크노(주),70480,2011/12,UQ,,12.0,4,1,2013/12,    특수 목적용 기계 제조업,32902,    특수 목적용 기계 제조업,    특수 목적용 기계 제조업,2007/05/22,20140717.0,124.05,114.4,12.88,11.96,180.11,1283.18,30.55,2.08,2.26,6.96,107.33,61.68,19.29,4.03,3.29,4.4,4.24,3.47,9.33,12.64,1.05,3.14,2.8,24.08,4.08,4.73,77.16,15.16,89.48,0.04,0.04,-43.66,-4.16,7.64,-60.96,578.0,-2.97,-0.96,-6.04,15.68,-68.48,19968.45,,803.76,35.7,0.92,4.14,1.69,1.82,,,,,,31263.84,,,,20.06,78.27,338.41,18.63,65.69,34.31,2011,12
에버테크노(주),70480,2012/12,UQ,,13.0,4,1,2013/12,    특수 목적용 기계 제조업,32902,    특수 목적용 기계 제조업,    특수 목적용 기계 제조업,2007/05/22,20140717.0,58.39,49.56,4.21,-23.25,220.0,799.04,41.24,-3.79,-6.05,6.35,215.58,32.63,14.07,-14.36,-25.46,-8.33,-8.42,-14.93,-45.22,-24.9,0.59,1.73,1.16,12.08,2.57,3.67,99.42,30.2,142.25,0.01,0.09,-53.13,-27.94,-37.73,0.0,-2354.0,14.03,26.7,-61.88,-25.88,0.0,9359.71,,-1343.91,31.25,0.58,1.84,1.18,1.31,,,,,,819.42,,,,0.73,1.8,5.13,1.04,1732.45,-1632.45,2012,12
에버테크노(주),70480,2013/12,DU,"당기순손실 35,207백만원 발생, 유동부채가 유동자산을 36,955백만원 초과하며, 미처리결손금은 17,929백만원인 상황 등은 회사의 계속기업으로서의 존속능력에 중대한 의문을 제기함.",14.0,4,1,2013/12,    특수 목적용 기계 제조업,32902,    특수 목적용 기계 제조업,    특수 목적용 기계 제조업,2007/05/22,20140717.0,33.15,31.74,1.99,-57.09,7670.25,14.09,54.97,-7.94,-11.06,6.73,5570.37,28.31,3.71,-43.12,-69.45,-24.62,-24.7,-39.77,-200.5,-121.7,0.57,2.82,0.83,16.05,3.89,3.77,96.7,22.75,93.86,0.05,0.06,-35.55,-42.36,-98.24,0.0,-4389.0,-22.34,-38.67,-49.99,-85.97,0.0,6032.5,,-2601.42,1.29,0.59,1.25,1.84,2.08,,,,,,-15055.27,,,,-23.26,-42.56,-185.69,-29.7,0.0,0.0,2013,12
에스비아이앤솔로몬드림기업인수목적(주),123910,2011/12,,,,4,9,2012/12,    기타금융업,117201,    기타금융업,    기타금융업,2010/08/24,20130329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,12
에스비아이앤솔로몬드림기업인수목적(주),123910,2012/12,,,,4,9,2012/12,    기타금융업,117201,    기타금융업,    기타금융업,2010/08/24,20130329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
에스에스씨피(주),71660,2011/12,UQ,,27.0,4,1,2011/12,    기타 화학제품 제조업,32004,    기타 화학제품 제조업,    기타 화학제품 제조업,2005/10/18,20120929.0,130.49,82.95,6.14,17.31,156.02,1725.97,48.26,0.28,0.76,5.52,66.39,74.07,12.9,2.36,9.57,1.94,0.67,2.72,7.19,1.62,0.28,0.69,1.05,1.41,1.46,3.92,93.18,259.53,249.99,0.0,0.0,-9.44,10.21,10.5,0.0,0.0,26.51,0.97,13.86,132.73,3.22,6193.94,,146.28,39.06,0.22,1.45,0.39,0.54,,,,,,17489.18,,,,2.39,11.91,25.9,8.82,38.9,61.1,2011,12
에스엠로보틱스(주),252940,2016/12,,,,4,1,2017/12,"    인형, 장난감 및 오락용품 제조업",33304,"    인형, 장난감 및 오락용품 제조업","    인형, 장난감 및 오락용품 제조업",2016/09/30,20180425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,12
에스엠로보틱스(주),252940,2017/12,,,,4,1,2017/12,"    인형, 장난감 및 오락용품 제조업",33304,"    인형, 장난감 및 오락용품 제조업","    인형, 장난감 및 오락용품 제조업",2016/09/30,20180425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,12
에스지에이시스템즈(주),232290,2016/12,,,,4,1,2016/12,    소프트웨어 개발 및 공급업,105802,    소프트웨어 개발 및 공급업,    소프트웨어 개발 및 공급업,2016/03/30,20171222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,12
에스케이브로드밴드(주),33630,2011/12,UQ,,15.0,4,1,2014/12,    전기 통신업,106102,    전기 통신업,    전기 통신업,1998/11/12,20150701.0,54.92,53.25,13.67,-21.72,210.62,73.87,51.09,0.71,0.82,5.48,228.42,26.46,0.0,2.82,-0.62,2.34,1.95,-0.43,-1.28,5.85,0.69,2.08,0.89,79.16,6.23,0.0,0.0,4.61,58.6,0.02,0.01,8.1,4.76,-1.95,0.0,-48.0,-4.69,-6.43,56.91,-10.77,0.0,7755.73,,218.34,32.19,1.05,1.07,3.12,3.25,,,,,,63716.3,,,,1.88,3.09,3.89,2.78,0.0,0.0,2011,12
에스케이브로드밴드(주),33630,2012/12,UQ,,16.0,4,1,2014/12,    전기 통신업,106102,    전기 통신업,    전기 통신업,1998/11/12,20150701.0,75.5,71.0,9.56,-7.22,177.26,75.05,47.1,1.13,1.4,4.52,215.6,22.24,100.0,3.27,0.9,2.97,2.52,0.7,2.04,7.4,0.77,2.26,1.02,73.14,6.48,0.0,0.0,4.99,56.37,0.02,0.01,8.57,-9.32,1.59,0.0,76.0,-1.86,-4.11,-23.79,49.19,26.21,8420.62,,275.57,36.07,1.21,1.2,3.15,3.29,,,,,,79803.76,,,,2.59,3.92,4.92,3.2,0.0,0.0,2012,12
에스케이브로드밴드(주),33630,2013/12,,,,4,1,2014/12,    전기 통신업,106102,    전기 통신업,    전기 통신업,1998/11/12,20150701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12
에스케이브로드밴드(주),33630,2014/12,,,,4,1,2014/12,    전기 통신업,106102,    전기 통신업,    전기 통신업,1998/11/12,20150701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,12
에스케이씨솔믹스(주),57500,2011/12,UQ,,17.0,4,1,2019/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/12/26,20201223.0,54.19,23.56,7.34,-20.61,221.69,1414.22,62.86,-1.12,-1.13,3.21,243.24,24.39,8.19,-7.09,-6.64,-2.22,-2.26,-2.12,-6.89,-7.27,0.32,1.03,0.42,2.31,5.21,27.49,13.28,157.78,70.03,0.0,0.0,0.0,0.0,0.0,0.0,-487.0,0.0,0.0,0.0,0.0,0.0,7288.46,,-516.56,31.09,0.46,0.5,1.31,3.01,,,,,,28464.66,,,,8.92,14.82,26.82,27.97,74.84,25.16,2011,12
에스케이씨솔믹스(주),57500,2012/12,UQ,,18.0,4,1,2019/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/12/26,20201223.0,47.82,15.61,4.01,-26.14,323.24,780.75,68.17,-2.38,-2.5,5.14,321.83,23.96,-10.45,-25.1,-35.99,-8.31,-8.34,-11.96,-50.94,-35.31,0.33,1.41,0.44,2.06,6.49,23.45,15.56,177.23,56.25,0.0,0.0,0.0,0.0,0.0,0.0,-2763.0,0.0,0.0,0.0,0.0,0.0,7219.72,,-1812.14,23.63,0.45,0.52,1.39,4.25,,,,,,16028.77,,,,4.96,7.82,13.13,14.92,156.79,-56.79,2012,12
에스케이씨솔믹스(주),57500,2013/12,UQ,,19.0,4,1,2019/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/12/26,20201223.0,70.68,35.99,6.81,-9.79,337.45,346.09,67.51,-1.66,-1.83,5.52,334.2,23.6,-7.2,-17.06,-28.62,-6.19,-6.22,-10.44,-45.19,-26.76,0.36,1.57,0.48,2.61,5.81,28.97,12.6,139.8,62.8,0.01,0.0,4.65,-9.31,-12.29,0.0,-1551.0,-8.49,-8.88,-10.66,-34.9,0.0,5303.0,,-904.87,22.86,0.55,0.57,1.53,3.72,,,,,,21305.88,,,,7.27,11.31,18.63,18.94,104.25,-4.25,2013,12
에스케이씨솔믹스(주),57500,2014/12,UQ,,20.0,4,1,2019/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/12/26,20201223.0,62.77,30.77,0.75,-15.66,403.23,282.45,67.67,0.33,-0.25,5.31,370.35,26.41,10.49,2.89,-10.95,1.28,1.17,-4.43,-20.69,5.47,0.4,1.89,0.54,3.24,4.32,32.38,11.27,112.79,84.43,0.01,0.0,2.45,-5.66,-17.52,0.0,-326.0,-6.53,-9.12,5.54,9.62,0.0,2959.92,,85.68,19.87,0.65,0.63,1.62,3.24,,,,,,38532.01,,,,13.93,21.81,36.92,33.44,55.51,44.49,2014,12
에스케이씨솔믹스(주),57500,2015/12,UQ,,21.0,4,1,2019/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/12/26,20201223.0,51.01,25.09,0.17,-27.57,955.67,91.6,78.39,0.41,-4.01,4.76,752.59,28.71,10.58,3.08,-36.66,1.5,1.42,-16.91,-109.89,9.24,0.46,3.0,0.64,3.31,3.86,38.42,9.5,110.34,94.6,0.01,0.0,-2.69,-24.3,-63.92,0.0,-974.0,-27.28,-26.67,-17.7,-17.95,3.62,2588.9,,79.79,9.47,0.61,0.73,1.68,3.43,,,,,,7200.56,,,,3.44,5.59,11.86,6.42,289.15,-189.15,2015,12
에스케이씨솔믹스(주),57500,2016/12,UQ,,22.0,4,1,2019/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/12/26,20201223.0,87.61,46.61,1.8,-4.21,371.58,106.42,63.84,23.35,30.48,0.57,331.17,29.78,25.47,18.35,-37.7,9.63,9.54,-19.59,-135.55,65.99,0.52,3.6,0.73,3.63,3.79,59.03,6.18,100.55,96.23,0.01,0.0,-15.74,-26.31,64.96,0.0,-763.0,-27.56,-27.41,-23.58,-29.63,401.83,1985.97,,364.52,21.21,0.68,0.85,1.78,3.5,,,,,,43203.59,,,,28.0,46.57,212.35,45.73,40.21,59.79,2016,12
에스케이씨솔믹스(주),57500,2017/12,UQ,,23.0,4,1,2019/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/12/26,20201223.0,90.33,43.13,15.86,-3.31,134.53,233.03,39.83,7.52,8.37,3.89,162.09,30.89,24.42,18.27,29.71,15.28,15.04,24.46,75.54,46.45,0.82,2.54,1.18,5.46,6.94,75.93,4.81,66.87,52.62,0.01,0.0,40.45,8.9,118.97,0.0,641.0,-4.27,7.17,12.98,26.15,39.77,2157.97,,394.17,42.64,1.28,1.45,2.71,5.39,,,,,,54045.9,,,,32.16,61.81,314.23,40.73,40.12,59.88,2017,12
에스케이씨솔믹스(주),57500,2018/12,UQ,,24.0,4,1,2019/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/12/26,20201223.0,95.72,31.97,3.09,-1.21,113.15,310.16,38.59,14.94,13.65,2.53,155.66,26.97,26.2,19.6,17.49,14.82,14.81,13.22,29.38,32.92,0.76,1.68,1.06,4.41,8.93,45.48,8.03,82.8,40.88,0.01,0.0,5.71,20.96,33.1,-37.77,399.0,32.17,27.82,5.63,34.63,13.43,2281.13,,447.11,46.91,1.27,1.35,2.63,6.51,,,,,,60110.99,,,,29.57,53.11,158.37,42.85,44.31,55.69,2018,12
에스케이씨솔믹스(주),57500,2019/12,UQ,,25.0,4,1,2019/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2001/12/26,20201223.0,205.98,79.18,4.94,17.14,140.02,311.75,46.09,2.39,2.51,3.43,160.06,33.31,13.88,5.44,0.29,3.49,3.49,0.18,0.42,7.9,0.64,1.45,0.92,3.32,6.83,48.0,7.6,110.01,53.43,0.01,0.0,-1.02,13.18,0.51,-98.38,6.0,4.89,3.35,39.78,29.21,-72.53,2257.89,,122.8,41.66,1.23,1.15,2.11,5.81,,,,,,51584.49,,,,22.42,45.62,133.58,37.15,60.8,39.2,2019,12
에스케이제1호기업인수목적(주),207930,2015/12,,,,4,9,2016/12,    기타금융업,117201,    기타금융업,    기타금융업,2015/03/31,20171106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
에스케이제1호기업인수목적(주),207930,2016/12,,,,4,9,2016/12,    기타금융업,117201,    기타금융업,    기타금융업,2015/03/31,20171106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,12
에스케이제3호기업인수목적(주),232330,2016/12,,,,4,9,2018/12,    기타금융업,117201,    기타금융업,    기타금융업,2016/11/16,20190830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,12
에스케이제3호기업인수목적(주),232330,2017/12,,,,4,9,2018/12,    기타금융업,117201,    기타금융업,    기타금융업,2016/11/16,20190830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,12
에스케이제3호기업인수목적(주),232330,2018/12,,,,4,9,2018/12,    기타금융업,117201,    기타금융업,    기타금융업,2016/11/16,20190830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,12
에스케이커뮤니케이션즈(주),66270,2011/12,UQ,,16.0,4,1,2015/12,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",106301,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2003/11/07,20170227.0,197.01,197.0,48.69,22.07,36.27,1069.12,0.0,437.94,999999999.0,0.0,75.2,44.82,0.0,2.06,1.63,2.58,1.68,1.33,1.85,2.33,0.82,1.14,1.55,22552.59,5.0,11599.91,0.03,0.02,73.02,0.01,0.0,7.53,-1.94,2.25,-60.95,0.0,19.93,7.73,-11.7,-44.35,-77.85,6003.23,,123.42,73.38,1.14,4.68,1.72,1.72,,,,,,4479.98,,,,1.42,8.03,15.5,1.72,0.0,0.0,2011,12
에스케이커뮤니케이션즈(주),66270,2012/12,,,,4,1,2015/12,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",106301,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2003/11/07,20170227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012,12
에스케이커뮤니케이션즈(주),66270,2013/12,,,,4,1,2015/12,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",106301,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2003/11/07,20170227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12
에스케이커뮤니케이션즈(주),66270,2014/12,,,,4,1,2015/12,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",106301,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2003/11/07,20170227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,12
에스케이커뮤니케이션즈(주),66270,2015/12,,,,4,1,2015/12,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",106301,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2003/11/07,20170227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,12
에이스하이텍(주),71930,2011/12,UQ,,34.0,4,1,2014/12,    전자부품 제조업,32602,    전자부품 제조업,    전자부품 제조업,2004/01/16,20150710.0,60.26,56.16,2.32,-15.57,73.35,109.65,30.09,1.49,-17.82,11.33,132.41,23.62,23.03,10.78,-132.31,4.82,4.72,-57.97,-91.03,7.42,0.44,0.69,0.78,35.46,5.03,15.06,24.23,10.29,72.54,0.02,0.04,80.65,-42.94,-50.95,0.0,-839.0,0.09,-1.44,-75.84,-10.41,0.0,573.05,,61.79,57.69,0.57,0.97,0.99,1.02,,,,,,-11776.39,,,,-63.29,-101.78,-430.62,-104.97,0.0,0.0,2011,12
