회사명,거래소코드,회계년도,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율(IFRS),[제조]총자본증가율(IFRS),[제조]자기자본증가율(IFRS),[제조]순이익증가율(IFRS),[제조]유형자산증가율(IFRS),[제조]비유동자산증가율(IFRS),[제조]유동자산증가율(IFRS),[제조]재고자산증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]매출액순이익률(IFRS),[제조]총자본사업이익률(IFRS),[제조]총자본순이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]1주당순이익(IFRS),[제조]1주당매출액(IFRS),[제조]총자본회전률(IFRS),[제조]자기자본회전률(IFRS),[제조]비유동자산회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]매출채권회전률(IFRS),[제조]매입채무회전률(IFRS),[제조]매입채무회전기간(IFRS),[제조]재고자산회전기간(IFRS),[제조]매출채권회전기간(IFRS),[제조]1회전기간(IFRS),[제조]운전자본회전률(IFRS),[제조]순운전자본회전률(IFRS),[제조]유형자산회전율(IFRS),[제조]유동자산회전률(IFRS),[제조]당좌자산회전률(IFRS),[제조]유동비율(IFRS),[제조]당좌비율(IFRS),[제조]현금비율(IFRS),[제조]순운전자본비율(IFRS),[제조]부채비율(IFRS),[제조]자기자본배율(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]비유동비율(IFRS),[제조]유동자산구성비율(IFRS),[제조]자기자본구성비율(IFRS),[제조]부가가치(IFRS),[제조]총자본투자효율(IFRS),[제조]설비투자효율(IFRS),[제조]기계투자효율(IFRS),[제조]부가가치율(IFRS),[제조]노동소득분배율(IFRS),[제조]자본분배율(IFRS),[제조]이윤분배율(IFRS)
(주)강원에너지,114190,2020/12,2009/11/20,,"    구조용 금속제품, 탱크 및 증기발생기 제조업",5,-9.88,-40.12,-24.85,0,-30.31,-55.12,-27.88,85.02,-4.85,-36.61,-19.61,-31.87,-69.99,-777,2112.11,0.87,1.91,2.14,226.52,3.34,6.57,55.56,1.61,109.38,0.02,0,0.83,4.97,1.47,1.48,177.21,175.43,72.03,28.9,91.72,189.61,-26.41,64.56,66.33,52.16,-6960,-21.09,-109.98,-459.09,-18.15,0,0,0
(주)고려시멘트,198440,2014/12,2014/08/13,,    기타금융업,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,2015/12,2014/08/13,,    기타금융업,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,2016/12,2014/08/13,,    기타금융업,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)고려시멘트,198440,2017/12,2014/08/13,,"    시멘트, 석회, 플라스터 및 그 제품 제조업",5,0,0,0,0,0,0,0,0,13.33,1.15,2.87,0.87,1.3,37,2876,0.76,1.13,1.13,26.32,2.96,14.94,24.43,13.87,123.44,0.01,0.07,1.42,1.83,2.27,2.49,166.67,152.27,2.92,13.3,49.73,2539.18,16.79,99.93,33.26,66.79,14885.67,12.85,31.72,225.89,16.98,58.59,41.41,6.74
(주)고려시멘트,198440,2018/12,2014/08/13,,"    시멘트, 석회, 플라스터 및 그 제품 제조업",5,-2.15,10.06,11.78,362.85,1.83,0.31,29.61,27.42,14.77,5.42,3.84,3.82,5.67,149,2682.17,0.7,1.05,1.11,22.65,2.81,16.69,21.87,16.11,129.86,0.01,0.11,1.21,1.77,1.94,2.12,168.76,154.43,3.23,15.96,47.42,2705.16,9.2,89.68,39.17,67.83,19051.09,14.94,39.49,361.16,22.21,45.89,54.11,24.39
(주)고려시멘트,198440,2019/12,2014/08/13,,"    시멘트, 석회, 플라스터 및 그 제품 제조업",5,-17.32,-0.39,2.24,-26.89,4.84,3.69,-6.73,63.62,7.5,4.79,0.1,2.67,3.88,106,2217.69,0.56,0.81,0.9,12.68,2.53,18.26,19.98,28.78,144.13,0.01,0,0.92,1.42,1.47,1.66,166.4,141.61,15.86,14.64,43.63,2765.65,-1.08,90.95,36.68,69.62,16208.11,12.76,32.34,309.92,22.85,51.71,48.29,20.96
(주)고려시멘트,198440,2020/12,2014/08/13,,"    시멘트, 석회, 플라스터 및 그 제품 제조업",5,-1.04,-9.21,4.43,30.88,-0.94,-4.5,-17.34,-49.85,11.61,6.33,3.65,3.67,4.92,139,2194.58,0.58,0.78,0.89,13.47,2.87,22.04,16.56,27.11,127.16,0.01,0,1.14,1.38,1.65,1.88,367.97,334.7,78.78,24.32,24.88,2888.13,41.09,83.18,33.39,80.08,18317.4,15.88,36.48,422.93,26.1,43.46,56.54,24.27
(주)고바이오랩,348150,2020/12,2020/11/18,,    자연과학 및 공학 연구개발업,5,0,0,0,0,0,0,0,0,57.54,-1226.51,-17.42,-101.15,-104.03,-5253,646.82,0.08,0.08,4.39,43.5,1.71,0,0,8.39,212.85,0,0.02,0.08,15.62,0.08,0.08,26230.41,26179.72,19481.73,97.75,2.85,697.67,-14.42,1.93,98.12,97.23,-50607.01,-90.9,-17221.3,0,-1102.19,0,0,0
(주)고영테크놀러지,098460,2011/12,2008/06/03,,    특수 목적용 기계 제조업,5,12.63,25.26,27.98,8.92,17.95,20.69,27.25,45.44,57.18,20.67,25.59,21.19,26.45,1945,9297.7,1.02,1.28,3.45,7.31,3.36,13.09,27.89,49.93,108.68,0.01,0,1.18,5.84,1.46,1.82,434.91,343.05,24.7,54.48,23.64,1631.89,999999999,36.17,70.74,80.88,27718.99,31.85,199.93,87851.78,34.56,24.14,75.86,59.82
(주)고영테크놀러지,098460,2012/12,2008/06/03,,    특수 목적용 기계 제조업,5,25.67,18.39,19.48,-10.52,3.14,6.97,23.11,16.63,54.11,14.72,22.06,15.61,19.21,1703,11256.97,1.06,1.3,3.83,7.16,3.58,14.78,24.69,51,102.04,0.01,0,1.21,6.67,1.47,1.85,519.21,415.32,30.57,59.4,22.51,1878.26,999999999,32.38,73.57,81.63,28550.06,27.71,197.27,19531.16,28.33,31.37,68.63,51.97
(주)고영테크놀러지,098460,2013/12,2008/06/03,,    특수 목적용 기계 제조업,5,3.12,17.77,18.98,-0.13,-4.21,1.98,23.45,17.97,53.1,14.26,16.4,13.21,16.09,1664,11605.92,0.93,1.13,3.78,6.29,3.06,12.49,29.22,58.04,119.45,0.01,0,1.04,6.92,1.23,1.53,567.81,459.24,64.99,63.53,21.27,2234.39,999999999,27.76,77.11,82.46,28707.49,23.66,204.99,26392.35,27.62,35.88,64.12,51.61
(주)고영테크놀러지,098460,2014/12,2008/06/03,,    특수 목적용 기계 제조업,5,30.4,16.93,18.29,53.72,34.87,25.14,14.5,-25.4,54.71,16.8,21.58,17.31,20.86,1706,10086.95,1.03,1.24,4.34,8.68,3.28,15.24,23.95,42.06,111.23,0.01,0,1.15,7.86,1.35,1.6,572.4,501.09,73.01,62.31,19.88,1761.6,999999999,29.37,75.5,83.42,42596.7,30.02,215,59685.16,31.43,30.98,69.02,53.47
(주)고영테크놀러지,098460,2015/12,2008/06/03,,    특수 목적용 기계 제조업,5,2.23,12.9,12.86,2.18,-2.38,1.39,16.63,-6.52,58.89,16.8,17.69,15.41,18.48,1748,10219.67,0.92,1.1,3.96,10.73,2.6,16.54,22.07,34.01,140.61,0.01,0,1.02,7.08,1.19,1.34,614.05,552.74,94.56,65.3,19.91,1958.81,999999999,26.38,78,83.39,43429.68,27.11,224.55,108922.74,31.34,31.11,68.89,53.58
(주)고영테크놀러지,098460,2016/12,2008/06/03,,    특수 목적용 기계 제조업,5,10.61,21.33,17.97,20.59,21.31,8.7,24.89,0.93,60.08,18.31,17.76,15.83,19.28,2106,11219.15,0.86,1.05,4.17,12.23,2.16,15.08,24.2,29.85,168.82,0.01,0,0.94,7.16,1.09,1.2,591.17,543.46,103.9,66.71,23.33,2305.56,999999999,24.31,80.29,81.08,52985.52,27.27,225.83,462715.19,34.57,30.58,69.42,52.96
(주)고영테크놀러지,098460,2017/12,2008/06/03,,    특수 목적용 기계 제조업,5,23.28,5.85,4.61,3.01,2.97,20.93,2.14,1.26,61.02,15.3,22.93,14.45,17.93,2183,13820.51,0.94,1.17,4.47,14.91,2.09,14.73,24.78,24.48,174.23,0.01,0.44,1.02,7.93,1.2,1.3,536.83,493.89,60.72,63.05,24.79,2408.84,999999999,28.1,77.48,80.14,58409.3,28.4,241.77,324496120.83,30.92,35.12,64.88,49.49
(주)고영테크놀러지,098460,2018/12,2008/06/03,,    특수 목적용 기계 제조업,5,16.35,36.12,39.09,46.78,34.02,4.31,45.36,52.84,59.92,19.3,19.39,17.47,21.53,3131,16059.75,0.91,1.12,4.65,13.64,2.17,15.64,23.34,26.76,168.07,0.01,5.76,0.96,7.78,1.12,1.23,601.62,551.02,46.68,68.99,22.12,3349.97,999999999,21.07,82.74,81.89,75984.96,27.14,239.01,446970352.53,34.57,26.68,73.32,55.84
(주)고영테크놀러지,098460,2019/12,2008/06/03,,    특수 목적용 기계 제조업,5,-4.7,10.01,9.92,-18.21,9.39,63.1,-1.06,9.5,61.05,16.57,14.15,11.8,14.42,2574,15304.03,0.71,0.87,3.3,10.26,2,16.16,22.58,35.57,182.88,0.01,0,0.78,6.18,0.91,1,664.27,602.43,61.42,63.21,22.22,3674.32,186.77,31.27,74.42,81.82,73465.3,23.85,214.8,432148818.24,35.07,29.04,70.96,47.24
(주)고영테크놀러지,098460,2020/12,2008/06/03,,    특수 목적용 기계 제조업,5,-25.02,-1.59,0.25,-78.54,-3.78,29.17,-12.17,9.73,59.69,4.74,4.82,2.44,2.95,551,11440.25,0.51,0.62,1.74,7.02,1.61,13.87,26.32,52,227.04,0,0,0.64,4.52,0.73,0.81,715.4,632.2,136.4,57.13,19.97,3680.19,73.13,40.29,66.42,83.36,35556.55,11.73,108.7,209156194.76,22.64,52.29,47.71,20.94
(주)골드앤에스,035290,2011/12,1999/12/07,,    일반 교습 학원,5,-5.87,4.59,4.28,0,-24.4,-15.33,36.78,-6.66,30.52,2.32,4.52,2.43,4.97,21,919.95,1.05,2.14,1.88,16.01,6.78,53.45,6.83,22.8,53.8,0.01,0,1.22,41.12,2.37,2.78,109.25,95.73,0.42,4.23,104.73,87.64,1.25,102.4,49.98,48.84,14658.86,31.63,1473.04,0,30.85,34.01,65.99,7.51
(주)골드앤에스,035290,2012/12,1999/12/07,,"    서적, 잡지 및 기타 인쇄물 출판업",5,-7.65,10.17,15.97,0,-14.45,2.46,17.89,-7.75,28.28,-13.75,-3.85,-12.39,-24.69,-112,743.08,0.9,1.8,1.87,15.93,6.26,52.9,6.9,22.91,58.34,0.01,0,0.96,47.54,1.74,1.95,141.03,127.38,15.89,15.56,94.5,73.29,-1.95,90.48,53.48,51.41,7893.95,15.46,927.25,0,17.99,79.74,20.26,-76.47
(주)골드앤에스,035290,2013/12,1999/12/07,,"    서적, 잡지 및 기타 인쇄물 출판업",5,-16.59,-32.42,-62.62,0,-4.81,-30.44,-34.14,18.51,27.93,-44.74,-11.19,-38.28,-90.82,-238,511,0.86,2.03,1.82,12.67,6.3,41.28,8.84,28.8,57.95,0.01,0,0.84,44.06,1.62,1.85,80.68,66.62,0.35,-12.48,251.66,27.4,-4.6,168.38,52.12,28.44,-1958.86,-5.68,-241.73,0,-5.35,0,0,0
(주)골드앤에스,035290,2014/12,1999/12/07,,"    서적, 잡지 및 기타 인쇄물 출판업",5,-19.61,-16.3,-7.43,0,-37.98,-20.7,-12.25,-6.15,26.24,-27.38,-7.24,-25.42,-85.29,-790,1523.01,0.93,3.11,1.99,9.69,5.88,29.53,12.36,37.67,62.07,0.01,0,0.84,44.83,1.74,2.13,110.89,90.22,0.88,5.36,217.96,149.47,-1.73,144.23,54.64,31.45,1806.61,6.25,359.48,0,6.14,236.62,-136.62,-446.06
(주)골드앤에스,035290,2015/12,1999/12/07,,"    서적, 잡지 및 기타 인쇄물 출판업",5,-24.57,-18.3,65.03,0,-40.35,-35.31,-4.18,-20.77,29.98,-42.33,4.2,-35.81,-78.06,-578,1268.98,0.85,1.84,2.06,8.42,4.35,28.91,12.62,43.33,83.95,0.01,0,0.84,55.33,1.44,1.73,198.8,168.17,6.82,31.85,57.4,152.17,1.89,56.53,64.09,63.53,-3739.74,-15.85,-1247.5,0,-16.85,0,0,0
(주)골드앤에스,035290,2016/12,1999/12/07,,"    서적, 잡지 및 기타 인쇄물 출판업",5,-28.4,-22.47,-5.93,0,-35.35,14.97,-43.45,-15.93,39.37,2.44,1.98,1.85,2.67,20,806.61,0.76,1.09,1.74,7.41,3.27,33.3,10.96,49.24,111.74,0.01,0,0.91,64.4,1.34,1.64,247.11,190.51,13.87,27.83,29.74,140.78,2.5,69.09,46.74,77.08,4792.12,26.19,2472.51,0,30.15,42.72,57.28,8.1
(주)골드앤에스,035290,2017/12,1999/12/07,,"    서적, 잡지 및 기타 인쇄물 출판업",5,-19.45,-7.11,-7.07,0,73.81,-38.21,28.32,-46.01,35.79,-62.98,-20.51,-45.69,-59.27,-385,615.59,0.73,0.94,1.62,8.49,4.12,54.86,6.65,43,88.63,0.01,0,0.98,48.25,1.31,1.55,336.56,304.13,65.69,45.39,29.68,118.2,-27.46,45.94,64.57,77.11,-4235.05,-24.92,-3785.71,0,-33.08,0,0,0
(주)골드앤에스,035290,2018/12,1999/12/07,,"    서적, 잡지 및 기타 인쇄물 출판업",5,-32.19,149.92,5.82,0,3222.07,256.14,91.64,22.05,49.91,-46.61,-14.99,-13.61,-30,-182,390.14,0.29,0.64,0.63,7.39,5.94,56.24,6.49,49.37,61.45,0.01,0,0.27,1.51,0.54,0.59,75.34,70.72,54.63,-16.21,206.29,121.85,-4.46,154.62,49.52,32.65,11.61,0.03,0.11,0.19,0.13,25055.52,-24955.52,-34848.18
(주)골드앤에스,035290,2019/12,1999/12/07,,"    서적, 잡지 및 기타 인쇄물 출판업",5,-11.95,-62.1,0,0,-66.73,-43.17,-81.41,-61.41,17.66,-325.58,-23.84,-84.97,0,-10205,321.19,0.26,0,0.45,8.55,6.44,75.98,4.8,42.71,56.71,0.01,0,0.21,1.02,0.61,0.66,18.65,16.28,3.62,-105.96,0,0,-1.46,0,24.29,0,-16227.48,-100.82,-438.94,-91165.6,-212.33,0,0,0
(주)골드앤에스,035290,2020/12,1999/12/07,,"    서적, 잡지 및 기타 인쇄물 출판업",5,-45.85,28.19,0,0,-3.45,-4.9,131.33,-26.94,74.8,39.52,-12.63,8.91,0,452,1071.8,0.23,0,0.35,9.6,5.27,33.98,10.74,38,69.26,0.01,0,0.23,1.13,0.64,0.68,429.98,412.69,372.74,33.64,42.42,79.99,-0.98,79.99,43.84,70.22,5505.25,26.68,153.16,0,133.02,27.92,72.08,29.71
(주)골드퍼시픽,038530,2011/12,2000/06/09,,    영상 및 음향기기 제조업,5,4.84,18.86,3.59,184.76,468.65,112.9,-12.71,62.34,40.94,8.81,8.44,3.92,4.62,45,502.66,0.44,0.52,1.24,3.44,8.87,0,0,106.22,41.17,0.01,0.08,0.61,1.9,0.69,0.87,609.29,446.04,0.66,45.96,25.85,195.3,14.16,56.65,54.98,79.46,4434.65,16.14,44.04,68.03,39.46,46.9,53.1,22.33
(주)골드퍼시픽,038530,2012/12,2000/06/09,,    통신 및 방송 장비 제조업,5,-6.64,8.69,5.03,-74.3,-13.17,-12.42,25.98,56.32,30.08,2.43,3.37,0.89,1.14,11,452.58,0.37,0.47,0.9,2.02,3.56,58.2,6.27,180.46,102.46,0,0,0.52,1.12,0.61,0.88,531.28,354.65,1.7,51.73,30.24,197.82,2.66,47.24,63.73,76.78,4958.14,16.6,56.71,96.39,47.26,54.39,45.61,5.13
(주)골드퍼시픽,038530,2013/12,2000/06/09,,    통신 및 방송 장비 제조업,5,-38.15,2.2,-25.35,0,-17.09,34.39,-16.13,-6.26,-17.48,-130.32,-17.6,-28.01,-42.23,-355,260.06,0.21,0.32,0.51,1.06,1.46,35.99,10.14,344.75,250.74,0,0,0.27,0.81,0.37,0.57,180.69,113.55,0.7,23.36,78.3,133.17,-10.81,85.04,52.3,56.09,-3602.2,-11.8,-49.69,-95.06,-55.52,0,0,0
(주)골드퍼시픽,038530,2014/12,2000/06/09,,    통신 및 방송 장비 제조업,5,-25.18,4.65,-1.25,0,-22.15,11.12,-1.25,-39.01,-66.74,-150.49,-18.36,-23.4,-42.96,-265,166.9,0.16,0.29,0.32,1.02,0.91,0,0,358.89,399.03,0,0.52,0.2,0.75,0.31,0.44,183.26,141.21,0.8,22.42,88.95,96.29,-6.82,95.7,49.35,52.92,-2264.04,-7.09,-40.12,-95.38,-46.63,0,0,0
(주)골드퍼시픽,038530,2015/12,2000/06/09,,    통신 및 방송 장비 제조업,5,26.08,-13.9,19.01,0,-54.28,-18.45,-9.24,-52.79,-36.85,-204.62,-27.43,-42.15,-67.67,-280,131.83,0.21,0.33,0.42,2.3,1.1,51.9,7.03,158.75,330.74,0,0,0.29,1.49,0.41,0.49,349.83,308.07,72.2,37.15,36.69,75.86,-13.68,65.58,52.03,73.16,-7836.3,-28.5,-303.71,-919.11,-128.01,0,0,0
(주)골드퍼시픽,038530,2016/12,2000/06/09,,    통신 및 방송 장비 제조업,5,56.63,-59.55,-90.61,0,-48.34,-56.91,-61.98,-96.75,15.35,-244.4,-44.09,-121.36,-212.98,-438,177.66,0.5,0.87,1.02,10.88,3.37,81.3,4.49,33.56,108.29,0.01,0,0.63,4.9,0.97,1.07,81.37,80.54,38.45,-11.2,488.58,6.46,-17.43,300.77,48.9,16.99,-19661.53,-176.78,-1474.92,-56175787.89,-205.06,0,0,0
(주)골드퍼시픽,038530,2017/12,2000/06/09,,    생활용품 도매업,5,-47.52,138.88,183.89,0,-2.7,64.56,216.54,880.92,60.47,-19.18,5.18,-5.12,-26.61,-152,211.19,0.27,1.39,0.67,16.75,3.44,15.93,22.92,21.79,105.99,0.01,0.23,0.2,3.83,0.44,0.46,82.97,80.35,25.64,-13.3,395.26,161.2,0.62,174.35,64.8,20.19,1313.87,4.95,101.29,110687.89,26.11,42.93,57.07,-73.45
(주)골드퍼시픽,038530,2018/12,2000/06/09,,    생활용품 도매업,5,10.92,40.35,274.44,0,-93.57,63.4,27.83,48.23,74.76,-78.49,-1.34,-13.72,-34.42,-475,544.28,0.17,0.44,0.45,8.25,3.33,15.13,24.12,44.24,109.45,0.01,0,0.16,8.09,0.28,0.29,188.83,181.89,96.83,27.76,85.64,234.43,-0.38,76.08,59.02,53.87,-1459.51,-3.91,-1749.84,-145950906,-26.15,0,0,0
(주)골드퍼시픽,038530,2019/12,2000/06/09,,    생활용품 도매업,5,102.89,95.63,4.89,0,989.71,191.13,29.31,339.17,29.09,-279.11,-4.66,-57.34,-153.58,-1099,357.22,0.21,0.55,0.38,5.2,4.9,13.52,26.99,70.21,74.52,0.01,0,0.2,22.82,0.45,0.49,56.4,49.36,12.59,-30.16,246.22,124.45,-0.89,211.16,39.01,28.88,-25252.68,-34.62,-2778.35,-2525267510,-223.02,0,0,0
(주)골드퍼시픽,038530,2020/12,2000/06/09,,    생활용품 도매업,5,26.6,-2.09,183.53,0,-22.66,-34.6,48.73,-1.3,38.09,-10.45,1.83,-2.08,-3.71,-33,321.14,0.2,0.35,0.39,4.07,5.38,11.02,33.11,89.76,67.85,0.01,0,0.22,17.79,0.41,0.45,366.52,336.19,181.41,43.09,19.56,180.48,0.18,48.71,59.26,83.64,4480.01,6.27,637.3,448001210,31.25,44.43,55.57,-33.44
(주)골프존,215000,2015/12,2015/04/03,,    소프트웨어 개발 및 공급업,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)골프존,215000,2016/12,2015/04/03,,    소프트웨어 개발 및 공급업,5,0,0,0,0,0,0,0,0,61.6,18.24,25.33,20.22,30.99,5726,31370.83,1.11,1.7,1.93,17.79,16.99,76.25,4.79,20.52,21.48,0.03,0,1.54,2.83,2.6,3.04,146.29,124.92,40.18,13.5,53.28,3693.35,58.98,87.89,42.67,65.24,69940.02,39.37,103.49,1612.22,35.53,29.83,70.17,51.35
(주)골프존,215000,2017/12,2015/04/03,,    소프트웨어 개발 및 공급업,5,-12.7,34.55,56.53,110.35,-3.87,-5.42,88.27,-7.63,64.09,43.96,16.81,36.26,50.82,12044,27386.09,0.82,1.16,1.73,16.14,12.57,57.55,6.34,22.61,29.03,0.02,0,1.09,2.52,1.57,1.74,311.08,288.79,214.42,40.51,31.76,5781.13,47.32,53.1,59.7,75.89,71718.52,30.01,110.46,2756.25,41.73,30.88,69.12,105.33
(주)골프존,215000,2018/12,2015/04/03,,    소프트웨어 개발 및 공급업,5,11.47,6.51,8.84,-71.32,22.39,25.09,-6.03,-21.75,59.71,11.31,12.57,8.78,11.44,3454,30527.24,0.78,1.01,1.77,21.02,11.16,51.16,7.13,17.36,32.71,0.02,0,1.02,2.58,1.38,1.48,255.36,240.13,97.34,32.05,28.94,6292.39,39.07,61.03,52.67,77.55,60657.91,23.83,78.1,714.69,31.66,46.97,53.03,35.71
(주)골프존,215000,2019/12,2015/04/03,,    소프트웨어 개발 및 공급업,5,24.78,19.75,4.1,-9.04,34.88,94.51,-47.43,-7.08,59.65,8.24,13.62,7.04,9.78,3141,38093.36,0.85,1.19,1.35,30.98,12.98,69.31,5.27,11.78,28.12,0.03,0,1.53,2.49,2.34,2.53,129.59,115.92,12.58,5.28,48.33,6550.31,44.45,114.03,23.12,67.42,87478.96,28.69,82.18,241.88,36.59,43.22,56.78,22.52
(주)골프존,215000,2020/12,2015/04/03,,    소프트웨어 개발 및 공급업,5,17.56,14.16,11.21,84.37,1.15,3.78,48.68,4.45,59.34,12.93,16.17,11.13,16.74,5792,44782.93,0.86,1.29,1.18,36.98,16.74,84.92,4.3,9.87,21.81,0.04,0,1.87,2.53,3.21,3.51,147.28,136.36,20.71,9.67,52.27,7284.84,41.77,106.41,30.11,65.67,116051.83,33.34,107.38,324.79,41.29,34.35,65.65,31.3
(주)골프존뉴딘홀딩스,121440,2011/12,2011/05/20,,    소프트웨어 개발 및 공급업,5,13.82,105.39,117.91,-27.64,332.66,171.9,83.06,138.73,51.47,22.69,22.18,17.15,18.74,4131,17079.54,0.76,0.83,2.47,57.87,28.87,48.57,7.51,6.31,12.64,0.09,0.03,0.98,6.92,1.09,1.11,1039.44,1018.12,122.56,60.31,7.22,5668.06,1759.62,35.68,66.72,93.26,65510.64,17.55,133.48,1095.53,31.23,29.19,70.81,72.65
(주)골프존뉴딘홀딩스,121440,2012/12,2011/05/20,,    소프트웨어 개발 및 공급업,5,31.72,37.34,18.07,51.49,176.93,97.18,7.5,221.27,56.67,26.09,18.48,16.28,19,5870,22497.86,0.62,0.73,1.5,25.68,27.5,50.58,7.22,14.22,13.27,0.05,0.39,0.86,2.98,1.07,1.12,266.7,250.35,54.22,32.64,24.72,6692.16,48.56,59.59,52.23,80.18,108386.02,21.14,81.73,1015.3,39.22,25.28,74.72,66.52
(주)골프존뉴딘홀딩스,121440,2013/12,2011/05/20,,    소프트웨어 개발 및 공급업,5,23.04,15.09,4.03,-93.77,-0.2,11.91,17.99,88.95,54.98,1.32,16.93,0.82,1.07,123,9226.97,0.62,0.81,1.31,14.34,28.68,43.58,8.38,25.46,12.73,0.03,0,0.81,2.5,1.17,1.27,198.92,179.38,35.22,26.63,37.98,2320.58,39.77,64.1,53.54,72.47,89965.12,15.25,75.4,870.41,26.46,30.99,69.01,4.99
(주)골프존뉴딘홀딩스,121440,2014/12,2011/05/20,,    소프트웨어 개발 및 공급업,5,13.84,-0.57,10.78,1314.83,30.89,50.2,-44.62,-4.48,55.77,16.42,18.9,10.81,14.11,1730,10504.1,0.66,0.86,1.13,12.76,30.31,48.68,7.5,28.6,12.04,0.03,0,1.02,2.46,1.58,1.8,159.14,132.18,33.13,11.08,23.85,2570.68,65.05,86.91,29.82,80.74,110458.29,18.83,62.19,791.57,28.54,22.16,77.84,57.55
(주)골프존뉴딘홀딩스,121440,2015/12,2011/05/20,,    소프트웨어 개발 및 공급업,5,-92.41,-0.16,16.48,1300.01,-44.79,31.18,-73.89,0,73.75,3028.36,-1.26,151.84,173.6,23575,776.36,0.05,0.06,0.06,1.98,4.28,8.87,41.16,183.99,85.26,0,0,0.17,0.21,0.27,0.31,545.86,545.86,192.7,6.37,6.16,2575.84,-21.02,97.88,7.8,94.2,3300.63,0.56,3.36,138.89,11.23,333.78,-233.78,26964.73
(주)골프존뉴딘홀딩스,121440,2016/12,2011/05/20,,    소프트웨어 개발 및 공급업,5,-5.91,-4.06,-8.13,0,0.21,-7.62,38.04,0,98.15,-73.25,-0.17,-3.53,-3.83,-474,645.52,0.05,0.05,0.05,0,16.65,0,0,0,21.92,0.05,0.06,0.42,0.28,0.51,0.51,463.58,463.58,67.16,8.8,10.86,2366.38,-4.43,98.42,11.22,90.2,-9300.74,-1.66,-9.58,-422.63,-33.63,0,0,0
(주)골프존뉴딘홀딩스,121440,2017/12,2011/05/20,,    회사 본부 및 경영 컨설팅 서비스업,5,-15.02,-4.56,-5.28,0,-5.74,-1.92,-25.52,0,97.1,-92.68,-0.6,-3.97,-4.41,-509,548.58,0.04,0.05,0.05,0,12.94,0,0,0,28.21,0.04,0.08,0.29,0.25,0.43,0.43,125.76,125.76,71.17,1.79,11.7,2241.41,-4.92,101.92,8.76,89.53,-6328.61,-1.18,-6.88,-356.07,-26.93,0,0,0
(주)골프존뉴딘홀딩스,121440,2018/12,2011/05/20,,    회사 본부 및 경영 컨설팅 서비스업,5,-31.49,5.06,0.92,0,-9.98,3,26.58,0,96.09,-47.54,-1.5,-1.39,-1.59,-179,375.85,0.03,0.03,0.03,0,8.1,0,0,0,45.06,0.02,0.12,0.16,0.18,0.3,0.3,110.93,110.93,9.06,1.04,16.29,2261.98,-7.1,104.02,10.55,85.99,19639.69,3.49,23.52,3063.75,121.98,42.14,57.86,-38.97
(주)골프존뉴딘홀딩스,121440,2019/12,2011/05/20,,    상품 중개업,5,67.06,-4.59,-7.1,0,-16.3,0.57,-48.36,0,5.71,-112.81,-2.9,-5.51,-6.49,-710,627.91,0.05,0.06,0.05,0,13.61,0,0,0,26.82,0.04,0.07,0.34,0.35,0.6,0.6,230.61,230.61,72.9,3.23,19.43,2101.32,-9.01,112.61,5.71,83.73,-17313.43,-3.22,-24.75,-2723.93,-64.37,0,0,0
(주)골프존뉴딘홀딩스,121440,2020/12,2011/05/20,,    상품 중개업,5,113.7,4.58,4.04,0,-3.46,2.57,37.7,0,92.85,47.31,6.96,4.95,5.92,636,1341.86,0.1,0.13,0.11,777.53,29.68,113151.58,0,0.47,12.3,0.08,0,1.18,0.84,1.58,1.58,372.85,371.54,88.39,5.5,20.05,2186.18,18.56,111.02,7.52,83.3,41070.57,7.31,60.8,7390.41,71.45,11.98,88.02,66.21
(주)광림,014200,2011/12,1993/07/07,,    자동차용 엔진 및 자동차 제조업,5,13.98,-21.74,3.05,19.12,0.13,-5.61,-30.6,-29.2,16.17,2.43,5.4,2.63,4.63,170,7002.14,1.08,1.91,2.8,3.5,5.45,10.56,34.56,104.15,66.95,0.01,0,1.09,4.49,1.76,3.56,208.74,102.38,17.24,29.83,52.36,372.66,4.55,65.12,57.26,65.63,15697.65,18.18,66.07,5088.71,14.74,57.62,42.38,16.46
(주)광림,014200,2012/12,1993/07/07,,    자동차용 엔진 및 자동차 제조업,5,-19.88,3.95,12.04,-77.3,0.49,-1.83,8.27,10.83,12.67,0.69,1.69,0.67,0.98,37,5369.31,0.97,1.42,2.33,3.21,6.35,11.3,32.31,113.6,57.48,0.01,0,1.16,3.58,1.66,3.42,257.28,123.09,62.5,36.46,41.36,332.14,1.71,57.06,59.64,70.74,10280.56,11.45,43.06,3247.56,12.05,77.78,22.22,5.7
