,회사명,거래소코드,회계년도,상장일,상장폐지일,삭제여부,사유,산업명,소속코드,[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용)
5716,(주)제이테크놀로지,35480,Dec-13,1999-11-18,2019-12-12,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,0,0,0,0,0,0,0,23.95,-46.98,-7.95,-31.23,-187.42,-1260,2535,0.66,1.87,1.55,48.42,3.83,8.02,45.5,7.54,95.21,0.02,0.02,0.56,1.16,1.19,93.07,90.84,12.86,180.7,-4.26,112.54,120.22,57.17,35.63,-603.54,-0.84,-10.69,-265.54,-1.27,0,0,0,7.72,-2.29
5717,(주)제이테크놀로지,35480,Dec-14,1999-11-18,2019-12-12,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-3.34,-25.28,-9.11,-24.34,221.65,-35.76,0,-97.94,42.52,3.63,13.45,2.66,6.45,70,2031.5,0.73,1.52,1.57,91.72,5.5,15.34,23.79,3.98,66.32,0.02,0.01,0.72,1.37,1.39,154.88,154.76,93.1,54.52,17.2,272.42,79.51,48.55,64.72,15419.47,28.4,334.05,0,33.44,80.35,19.65,10.87,8.54,3.7
5718,(주)제이테크놀로지,35480,Dec-15,1999-11-18,2019-12-12,,,  스포츠 및 오락관련 서비스업,4,485.07,1244.13,-19.2,5.37,3.62,53.38,0,0,41.45,-8.87,2.04,-6.07,-7.66,-108,1174.66,0.68,0.86,1.17,202.04,7.87,546.69,0.67,1.81,46.38,0.02,0,1.16,1.64,1.65,311.35,307.18,121.26,27.15,33.45,270.24,64.5,49.27,78.64,23668.97,44.41,431,0,66.59,60.72,39.28,-13.33,12.05,1.65
5719,(주)제이테크놀로지,35480,Dec-16,1999-11-18,2019-12-12,,,  스포츠 및 오락관련 서비스업,4,-31.23,-31.94,67.36,50.29,35.86,32.72,0,-25.65,-10.36,-91.13,-28.3,-33.4,-45.06,-349,787.98,0.37,0.49,0.68,79.69,4.52,730.34,0.5,4.58,80.82,0.01,0,0.54,0.8,0.81,164.25,163.02,37.83,40.66,17.02,250.8,79.45,43.51,71.09,3532.4,4.41,94.51,0,14.45,420.29,-320.29,-630.63,5.3,-26.24
5720,(주)제이테크놀로지,35480,Dec-17,1999-11-18,2019-12-12,,,  스포츠 및 오락관련 서비스업,4,0,0,0,0,0,0,0,0,-54.47,-247.36,-18.79,-30.38,-52.94,-251,178.26,0.12,0.21,0.29,40.46,27.84,0,0,9.02,13.11,0.05,0.01,0.13,0.21,0.21,145.57,144.81,1.17,71.54,18.08,165.74,72.5,57.74,58.3,-3745.63,-5.67,-101,0,-46.15,0,0,0,2.19,-4.22
5721,(주)제이테크놀로지,35480,Dec-18,1999-11-18,2019-12-12,,,  스포츠 및 오락관련 서비스업,4,94.43,-28.76,-30.58,-40.08,-14.26,-47.2,0,81.31,30.62,-31.63,-11.37,-9.57,-14.25,-109.6,346.59,0.3,0.45,0.67,55.92,80.09,0,0,6.53,4.56,0.09,0.01,0.36,0.55,0.56,386.05,378.92,335.92,20.79,37.33,142.11,59.94,50.38,82.79,6766.45,17.32,256.11,0,42.88,85.63,14.37,-73.77,4.97,-71.66
5805,(주)주노콜렉션,221670,Dec-17,2017-06-27,2019-07-16,삭제,(코넥스),"  가죽, 가방 및 신발 제조업",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,(주)주노콜렉션,221670,Dec-18,2017-06-27,2019-07-16,삭제,(코넥스),"  가죽, 가방 및 신발 제조업",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5853,(주)지디,155960,Dec-13,2013-02-13,2018-10-12,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,5.67,105.45,105.17,64.46,108.75,10.2,-15.05,27.68,33.6,26.37,22.36,20.41,25.55,1352,7686.27,0.77,0.97,1.17,552.16,13.19,26.19,13.94,0.66,27.67,0.07,0,1.6,2.27,2.28,276.55,275.33,95.94,15.13,18.34,2099.24,82.06,28.72,86.86,48610.94,33.53,57.08,102.82,53.87,27.74,72.26,48.95,1.25,106.78
5854,(주)지디,155960,Dec-14,2013-02-13,2018-10-12,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,0,0,0,0,0,0,0,11.16,1.9,1.91,0.87,1.4,0,4040.09,0.46,0.58,0.62,63.57,18.78,37.36,9.77,5.74,19.44,0.06,0.02,1.09,1.71,1.75,176.23,171.51,97.05,26.05,11.57,1389.86,92.33,26.76,79.33,35214.14,21.97,36.69,73.23,48.15,47.82,52.18,3.95,0.73,4.78
5855,(주)지디,155960,Dec-15,2013-02-13,2018-10-12,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,0,0,0,0,0,0,0,0,-0.56,-39.86,-3.72,-13.97,-16.87,-991,2678.94,0.35,0.46,0.51,393.68,22.57,41.85,8.72,0.93,16.17,0.12,0,0.68,1.13,1.13,153.44,153,94.46,30.19,10.83,1173.71,89.69,31.11,76.81,26795.72,19.33,36.12,92.03,55.15,55.82,44.18,-72.27,0.59,-22.38
5856,(주)지디,155960,Dec-16,2013-02-13,2018-10-12,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-33.7,-24.94,-17.52,-9.99,-13.29,6.66,0,-30.05,-14.73,-45.46,-7.28,-11.12,-14.73,-807,1775.07,0.24,0.32,0.37,307.18,18.78,35.1,10.4,1.19,19.44,0.1,0,0.45,0.72,0.72,168.28,167.97,94.67,34.94,14.96,1015.25,85.19,36.86,74.11,6199.06,4.97,12.51,72.53,19.24,192.29,-92.29,-236.23,0.45,-35.11
5857,(주)지디,155960,Dec-17,2013-02-13,2018-10-12,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-60.58,-50.02,-42.07,-18.27,-25.08,22.49,0,-45.86,-48.89,-193.17,-9.98,-21.63,-30.81,-1365,697.92,0.11,0.16,0.2,190.84,19.36,33.75,10.81,1.91,18.85,0.1,0.01,0.16,0.25,0.25,179.38,179.23,17.79,46.6,24.45,739.7,65.6,55.25,68.21,-9028.7,-8.85,-29.45,-301.83,-71.1,0,0,0,0.28,-17.94
5865,(주)지성이씨에스,138290,Dec-15,2015-11-30,2018-08-22,삭제,코스닥시장 이전상장예비심사 승인 전 퇴장,  전문직별 공사업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5866,(주)지성이씨에스,138290,Dec-16,2015-11-30,2018-08-22,삭제,코스닥시장 이전상장예비심사 승인 전 퇴장,  전문직별 공사업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5867,(주)지성이씨에스,138290,Dec-17,2015-11-30,2018-08-22,삭제,코스닥시장 이전상장예비심사 승인 전 퇴장,  전문직별 공사업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5873,(주)지아이바이오,35450,Dec-11,1999-11-11,2013-08-07,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",4,0,0,0,0,0,0,0,0,21.03,-254.69,-4.17,-59.56,-95.12,-347,114.51,0.23,0.35,0.39,5.52,1.47,2.85,127.99,66.1,248.79,0.01,0.24,0.37,0.59,0.66,167.58,149.72,17.59,49.37,16.02,61.32,90.03,39.73,66.95,-17912.83,-51.12,-9247.79,-161522.39,-218.59,0,0,0,42.31,-2.23
5874,(주)지아이바이오,35450,Dec-12,1999-11-11,2013-08-07,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",4,0,0,0,0,0,0,0,0,58.63,-18.55,-0.66,-12.33,-21.25,-49,267.71,0.66,0.95,1.06,13.48,3.8,13.89,26.28,27.08,96.03,0.01,0.3,1.05,1.79,2.07,142.84,123.85,6.51,43.41,11.13,51.01,90.19,37.11,69.73,251.45,0.87,86.05,5819.14,1.31,1015.89,-915.89,-1416.04,65.69,-0.32
5875,(주)지앤에스티,36920,Dec-11,1999-12-21,2013-05-07,,,  도매 및 상품 중개업,4,123.7,-8.54,-29.94,-11.23,-42.21,24.87,0,-4.05,20.53,-32.46,-25.07,-31.56,-56.78,-161,532.35,0.97,1.89,1.64,29.48,5.56,5.93,61.59,12.38,65.7,0.06,0.03,1.35,2.39,2.6,106.37,98.77,11.64,156.83,2.88,41.54,133.51,48.02,38.94,-2411.17,-18.89,-69.16,-677.02,-18.28,0,0,0,3.61,-19.5
5876,(주)지앤에스티,36920,Dec-12,1999-12-21,2013-05-07,,,  도매 및 상품 중개업,4,-53.4,-31.73,14.35,-5.6,52.82,-18.38,0,-42.76,33.44,-16.32,6.39,-10.23,-16.46,0,193.97,0.63,1.01,1.46,24.13,1.5,3.11,117.52,15.13,242.6,0.01,0.04,0.7,1.1,1.15,242.57,233.61,3.15,29.25,30.99,125.28,61.1,52.73,77.37,-411.12,-4.48,-86.08,-154.56,-6.95,0,0,0,10.05,999999999
5915,(주)지티앤티,53870,Dec-11,2001-12-13,2015-10-15,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-33.84,-5.33,-0.88,2.63,-23.26,15.4,0,175.96,8.67,-24.24,-12.8,-13.29,-25.78,-385,1449.83,0.55,1.11,0.71,9.45,6.39,3.96,92.08,38.62,57.1,0.27,0.08,1.15,2.39,3.2,68.62,44.85,20.08,137.46,-11.1,230.31,179.83,24.27,42.11,-365.45,-1.71,-17.2,-106.18,-3.15,0,0,0,5.31,-5.02
5916,(주)지티앤티,53870,Dec-12,2001-12-13,2015-10-15,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,34.27,70.77,18.44,24.14,-27.23,41.94,0,65.98,3.39,-21.33,-12.7,-13.83,-33.6,-376,1946.74,0.65,1.95,0.88,6.5,10.31,4.43,82.4,56.16,35.4,0.11,0.08,0.89,2.48,4,49.97,29.72,4.33,281.43,-27.78,167.6,275.59,27.75,26.22,-2387.51,-8.97,-65.79,-796.01,-15.33,0,0,0,5.41,-3.47
5917,(주)지티앤티,53870,Dec-13,2001-12-13,2015-10-15,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-33.69,-15.35,-2.7,-4.72,-28.46,-9.97,0,-7.51,16.86,-19.65,-3.65,-7.81,-33.93,-274,1290.83,0.4,1.73,0.54,3.59,7.22,5.33,68.48,101.73,50.55,0.01,0.18,0.46,1.47,2.5,41.58,24.27,9.72,408.17,-36.84,119.89,374.94,26.22,19.68,3069.76,12.11,99.93,1346.72,29.73,101.5,-1.5,-66.12,3.08,-0.79
5918,(주)지티앤티,53870,Dec-14,2001-12-13,2015-10-15,,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,-28.93,57.65,-50.31,-43.53,-72.49,-24.45,0,-36.29,15.98,-59.67,-7.4,-22.08,-144.58,-622,917.35,0.37,2.05,0.52,3.24,5.18,12.32,29.63,112.6,70.4,0.01,0,0.38,1.26,2.06,43.73,28.38,1.74,563.47,-45.13,32.98,430.78,35.07,15.07,2097.38,14.65,43.31,1387.65,28.58,141.56,-41.56,-208.79,1.85,-1.8
6035,(주)카이노스메드,220250,Dec-15,2015-09-10,2020-06-08,삭제,,  연구개발업,4,0,0,0,0,0,0,0,0,74.38,-802.93,-73.55,-96.67,-135.52,-280,30.24,0.12,0.17,0.6,0,0,0,0,0,0,0,0,0.14,0.15,0.15,1243.82,1243.82,1064.04,40.18,73.62,36.24,27.96,80.05,71.34,-1584.53,-53.41,-20023.72,0,-443.58,0,0,0,45.14,-3.19
6036,(주)카이노스메드,220250,Dec-16,2015-09-10,2020-06-08,삭제,,  연구개발업,4,504.69,541.75,2.74,-58.93,0,-74.29,0,0,96.52,-115.6,-121.71,-119.31,0,-218,182.78,1.03,0,3.6,0,0,0,0,0,0,0,0,1.04,1.45,1.45,62.84,62.84,31.24,0,-29.63,0,0,50.1,0,-1293.47,-106.14,-2547.05,0,-59.88,0,0,0,73.6,-26.94
6037,(주)카이노스메드,220250,Dec-17,2015-09-10,2020-06-08,삭제,,  연구개발업,4,0.86,354.98,18.83,522.61,0,1024.36,0,0,90.36,-120.44,-54.92,-59.59,0,-224,184.24,0.49,0,3.27,0,2.03,0,0,0,179.5,0.01,0.49,0.48,0.58,0.58,1086.18,1086.18,706.67,23.41,82.15,95.81,11.75,90.48,81.03,-1442.46,-19.01,-624.3,0,-66.21,0,0,0,15.46,-20.83
6038,(주)카이노스메드,284620,Dec-18,2018-06-08,2020-06-08,삭제,,  기타금융업,5,0,15.87,72.38,7.93,30.43,1.15,0,0,0,0,-95.78,-100.71,-112.15,-597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4087.45,4087.45,2221.33,2.12,82.71,116.7,15.53,84.79,97.93,-5507.36,-67.25,-2057.22,0,0,0,0,0,0,-2975.06
6039,(주)카이노스메드,220250,Dec-18,2015-09-10,2020-06-08,삭제,코넥스에서 코스닥상장,  연구개발업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6040,(주)카이노스메드,220250,Dec-19,2015-09-10,2020-06-08,삭제,,  연구개발업,4,0,88.41,14.52,-32.86,-37.76,-41.36,0,0,0,0,-115.88,-115.95,-121.99,-573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891.26,891.26,834.15,10.16,65.75,70.74,28.58,74.06,90.78,-4436.73,-80.69,-879.63,0,0,0,0,0,0,-983.24
6043,(주)카카오,35720,Dec-11,1999-11-11,2017-07-10,삭제,유가증권시장상장,  우편 및 통신업,4,20.22,36.1,57.83,21.26,28.1,3.85,-11.69,0,0,25.63,24.42,21.18,26.69,8084,31310.31,0.83,1.04,2.2,0,6.57,43.62,8.37,0,55.56,0.02,0,1.02,1.32,1.32,344.8,344.8,86.12,22.46,41.19,6735.85,51.41,58.02,81.66,116824.46,20.91,160.36,228.46,27.73,0,0,92.43,5.45,2836.19
6044,(주)카카오,35720,Dec-12,1999-11-11,2017-07-10,삭제,유가증권시장상장,  우편 및 통신업,4,7.62,13.57,12.7,9.51,12.88,7.2,-29.68,0,0,16.9,19.24,13.09,15.7,5679,33618.06,0.77,0.93,1.82,0,6.97,42.79,8.53,0,52.39,0.02,0,1.08,1.35,1.35,453.9,453.9,157.29,17.68,44.28,7575.44,50.84,56.8,84.97,90004.05,14.71,89.48,166.03,19.85,0,0,85.15,4.76,7858.9
6045,(주)카카오,35720,Dec-13,1999-11-11,2017-07-10,삭제,유가증권시장상장,  정보서비스업,4,17.09,18.07,16.53,7.5,4.57,0.63,-13.64,0,0,12.45,14.51,10.41,12.5,4906,39177.96,0.84,0.99,1.85,0,9.88,32.66,11.17,0,36.96,0.04,0,1.23,1.52,1.52,402.14,402.14,126.27,18.7,39.95,7889.67,55.59,53.17,84.25,244728.52,37.21,227.63,411.15,46.1,50.15,49.85,27.01,4.81,439.32
6046,(주)카카오,35720,Dec-14,1999-11-11,2017-07-10,삭제,유가증권시장상장,  정보서비스업,4,-6.03,64.74,539.47,320.83,355.51,128.27,127.86,0,0,30.03,10.65,8.75,10.03,3243,20431.8,0.29,0.33,0.44,494.98,6.32,45.23,8.07,0.74,57.8,0.02,0,0.68,0.87,0.87,350.92,350.03,198.35,12.37,20.62,8429,79.97,28.84,88.99,318121.02,11.49,161.57,344.14,63.77,38.62,61.38,47.1,3.15,4316.58
6047,(주)카카오,35720,Dec-15,1999-11-11,2017-07-10,삭제,유가증권시장상장,  정보서비스업,4,86.86,11.25,12.62,15.19,3.98,21.52,-49.59,165.55,0,8.45,3.35,2.64,3.02,1269,15638.04,0.31,0.37,0.45,253.02,9.45,0,0,1.44,38.62,0.02,0,0.81,1.05,1.06,306.91,305.21,125.66,23.32,20.51,8480.27,85.8,30.42,81.09,461885.24,14.49,210.86,431.87,49.55,58.77,41.23,17.05,4.48,105.92
6048,(주)카카오,35720,Dec-16,1999-11-11,2017-07-10,삭제,유가증권시장상장,  정보서비스업,4,57.08,15.89,92.35,72,34.48,25.45,-23.78,134.56,0,4.47,2.91,1.51,1.93,874,22191.85,0.34,0.47,0.45,163.53,11.15,30.68,11.9,2.23,32.74,0.04,0.01,0.88,1.34,1.35,150.98,149.43,79.61,48.1,7.49,10138.01,115.24,22.19,67.52,596947.82,10.89,235.15,543.09,40.77,59.07,40.93,10.96,6.19,8.12
6050,(주)카카오엠,16170,Dec-11,2001-01-11,2018-09-18,삭제,피흡수합병,  인쇄 및 기록매체 복제업,4,20.29,31.37,22.78,18.7,50.65,17.29,97.31,124.15,98.17,12.8,19.79,14.78,23.66,882,6609.91,1.16,1.85,4.42,402.41,6.66,6.65,54.86,0.91,54.8,1.18,0,1.04,1.56,1.57,240.08,238.89,46.18,44.51,42.88,859.72,38.31,73.49,69.2,52183.08,33.22,618.32,1015.88,31.21,24,76,41.01,22.49,999999999
6051,(주)카카오엠,16170,Dec-12,2001-01-11,2018-09-18,삭제,피흡수합병,  인쇄 및 기록매체 복제업,4,10.67,19.91,8.59,10.17,17.81,10.74,11.41,-23.34,0,12.88,19.84,14.44,20.13,943,7315.3,1.12,1.56,4.26,364.57,6.36,8.65,42.2,1,57.38,0.06,0,1.1,1.52,1.53,286.07,285.08,58.34,35.13,48.04,1012.83,35.32,73.87,74,57404.43,33.17,567.26,860.34,31.03,26.63,73.37,41.53,19.94,999999999
6052,(주)카카오엠,16170,Dec-13,2001-01-11,2018-09-18,삭제,피흡수합병,  인쇄 및 기록매체 복제업,4,0,0,0,0,0,0,0,0,0,13.51,16.79,14.38,21.74,1349,9986.63,1.07,1.57,3.62,602.33,4.97,7.5,48.67,0.61,73.51,0.04,0,1.05,1.51,1.51,226.62,226.06,33.4,47.87,39.44,1241.13,43.49,70.59,67.63,80031.41,33.75,693.19,1114.95,31.69,26.83,73.17,42.63,21.88,999999999
6053,(주)카카오엠,16170,Dec-14,2001-01-11,2018-09-18,삭제,피흡수합병,  인쇄 및 기록매체 복제업,4,27.99,9.81,-8.9,28.13,28.8,43.56,33.51,-17.57,0,14.17,22.92,16.93,25.37,1801,12781.9,1.2,1.77,4.85,845.19,6.07,8.47,43.09,0.43,60.11,0.06,0,1.12,1.59,1.59,251.24,250.88,39.34,47.64,47.61,1598.53,30.87,79.09,67.73,107453.32,35.36,847.56,1253.25,33.24,26.64,73.36,42.62,26.69,354.76
6054,(주)카카오엠,16170,Dec-15,2001-01-11,2018-09-18,삭제,피흡수합병,  인쇄 및 기록매체 복제업,4,10.63,-7.45,44.46,19.38,17.43,12.75,10.1,12.59,0,14.06,20.1,15.08,22.82,1983,14140.63,1.07,1.58,4.6,973.44,6.35,7.02,52,0.37,57.51,0.17,0,0.99,1.4,1.4,241.8,241.45,74.19,47.49,43.8,1877.22,37.32,74.7,67.8,115122.15,31.73,981.1,1383.04,32.19,24.87,75.13,43.67,29.3,375.97
6055,(주)카카오엠,16170,Dec-16,2001-01-11,2018-09-18,삭제,피흡수합병,  인쇄 및 기록매체 복제업,4,26.01,213.11,19.84,25.1,23.36,26.88,24.93,-5.57,0,13.79,20.42,15.22,23.63,2477,17817.92,1.1,1.64,4.47,1191.17,6.91,6.46,56.48,0.31,52.81,0,0,1.03,1.47,1.47,232.33,232.09,62.24,50.09,43.15,2315.74,36.38,75.76,66.63,144185.11,31.77,392.44,1917.81,32,25.75,74.25,43.1,18.59,503.5
6056,(주)카카오엠,16170,Dec-17,2001-01-11,2018-09-18,삭제,피흡수합병,  인쇄 및 기록매체 복제업,4,28.78,4,-5.99,19.67,15.91,27.87,9.42,83.77,0,11.66,21.41,13.58,21.68,2710,22945.58,1.16,1.77,5.44,1113,7.47,6.7,54.49,0.33,48.89,0,0,1.04,1.48,1.48,233.46,233.11,73.11,54.04,46.28,2684.16,29.33,80.96,64.92,164635.93,30.31,430.89,2184.84,28.37,26.65,73.35,41.11,15.49,971.06
6057,(주)캐로스,260490,Dec-16,2016-12-23,2017-11-29,삭제,코넥스에서 회생절차 신청,  기타 기계 및 장비 제조업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6097,(주)케미메디,205290,Dec-17,2017-01-13,2020-05-13,삭제,(코넥스),  연구개발업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098,(주)케미메디,205290,Dec-18,2017-01-13,2020-05-13,삭제,(코넥스),  연구개발업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6237,(주)케이엔씨글로벌,68150,Dec-11,2003-07-21,2017-03-07,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,  섬유제품 제조업; 의복제외,4,47.98,-4.93,23.84,18.63,12.95,4.19,0,-54.79,20.07,-10.28,-0.89,-3.21,-5.23,-31,278.04,0.31,0.51,0.42,51.39,5.31,19.91,18.33,7.1,68.76,0.02,0.03,0.79,1.26,1.29,157.75,155.39,5.78,66.51,8.53,113.36,127.72,23.3,60.06,2253.76,7.57,13.75,70.3,26.31,68.41,31.59,-39.08,0.5,-0.79
6238,(주)케이엔씨글로벌,68150,Dec-12,2003-07-21,2017-03-07,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,  섬유제품 제조업; 의복제외,4,0,0,0,0,0,0,0,0,34.64,-11.43,2.73,-5.23,-9.33,-61,478.16,0.46,0.82,0.72,61.57,28.1,9.05,40.31,5.93,12.99,0,0.01,0.6,1.26,1.29,90.55,88.69,4.07,78.54,-3.77,117.14,113.95,36.18,56.01,3353.33,9.48,21.14,121.83,20.74,88.4,11.6,-55.11,0.98,0.54
6239,(주)케이엔씨글로벌,68150,Dec-13,2003-07-21,2017-03-07,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,  섬유제품 제조업; 의복제외,4,102.41,-47.57,5.52,5.05,2.58,4.22,0,105.47,32.28,-14.82,4.66,-13.38,-24.18,-137,879.65,0.9,1.63,1.41,81.59,30.69,15.8,23.1,4.47,11.89,0,0.01,1.39,2.51,2.58,198.39,190.36,17.4,82.83,17.8,109.07,117.21,35.89,54.7,2997.48,8.07,34.49,50.6,9.16,200.77,-100.77,-161.83,2.59,0.97
6240,(주)케이엔씨글로벌,68150,Dec-14,2003-07-21,2017-03-07,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,  전문직별 공사업,4,-40.01,-9.84,19.34,15.81,-23.59,9.5,0,-45.78,-0.72,-98.32,-28.45,-48.16,-107.71,-437,388.79,0.49,1.1,0.75,47.18,20.73,8.1,45.04,7.74,17.61,0,0.02,0.64,1.41,1.45,54.07,52.98,4.6,177.11,-28.83,61.38,183.06,33.94,36.09,-3381.03,-7.86,-43.15,-62.97,-17.22,0,0,0,2.38,-4.93
6241,(주)케이엔씨글로벌,68150,Dec-15,2003-07-21,2017-03-07,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,  전문직별 공사업,4,-17.79,-36.99,-15.96,4.89,51.99,45.47,0,24.81,41.02,-71.11,-8.82,-26.04,-58.68,-202,231.76,0.37,0.83,0.62,49.08,63.94,5.69,64.18,7.44,5.71,0,0.01,0.38,0.9,0.92,100.08,98.36,1.28,91.23,0.04,66.96,101.22,47.07,52.29,66.12,0.15,1.34,2.26,0.41,9950.57,-9850.57,-17360.74,2.53,-2.58
6560,(주)코아에스앤아이,52350,Dec-11,2001-07-20,2012-04-17,,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",4,-22.55,-95.53,-60.7,-69.3,-75.8,-82.19,0,0,2.79,-374.39,-75.75,-95.79,-114.31,0,874.42,0.26,0.31,0.4,0,17.22,20.61,17.71,0,21.19,0.29,0,0.59,0.71,0.71,166.09,166.09,0.05,43.84,9.25,223.22,110.41,23.24,69.52,-18870.74,-169.09,-6450.18,0,-310.43,0,0,0,1.78,999999999
6624,(주)쿠첸,225650,Dec-15,2015-09-04,2019-09-16,,타법인의 완전자회사로 편입,  전기장비 제조업,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625,(주)쿠첸,225650,Dec-16,2015-09-04,2019-09-16,,타법인의 완전자회사로 편입,  전기장비 제조업,4,0,0,0,0,0,0,0,0,40.06,2.38,9.35,6.09,9.79,607,25511.12,2.56,4.11,6.9,14.03,8.26,12.84,28.43,26.01,44.19,0.02,0.11,2.59,4.07,5.74,174.63,123.96,1.5,60.63,26.88,1240.2,59.59,62.9,62.26,30367.03,28.53,103.85,18759.32,11.14,55.36,44.64,21.36,9.32,280.9
6626,(주)쿠첸,225650,Dec-17,2015-09-04,2019-09-16,,타법인의 완전자회사로 편입,  전기장비 제조업,4,-12.97,-8.81,2.34,-0.64,-9.31,-2.39,0,11.1,38.91,-2.75,-7.6,-6.15,-10.33,-611,22202.65,2.24,3.76,5.94,11.57,7.62,10.74,33.98,31.54,47.88,0.02,0.12,2.22,3.59,5.2,150.33,100.68,19.49,75.99,20.69,1124.74,67.24,61.79,56.82,13079.44,12.37,49.05,3570.76,5.51,126.91,-26.91,-49.89,8.49,-307.69
6627,(주)쿠첸,225650,Dec-18,2015-09-04,2019-09-16,,타법인의 완전자회사로 편입,  전기장비 제조업,4,-5.86,0.24,-2.47,-8.66,1.14,-12.49,0,5.16,34.27,0.31,2.23,0.68,1.13,64,20900.8,2.21,3.7,5.6,10.09,8.08,11.69,31.23,36.18,45.15,0.02,0.15,2.24,3.65,5.71,170.12,102.6,6.46,58.93,24.4,1137.58,64.84,59.2,62.92,19991.73,20.69,74.79,6230.65,8.95,76.3,23.7,3.42,8.37,3751.93
6649,(주)큐리어스,45050,Dec-11,2001-08-02,2012-11-27,,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",4,68.76,126.64,-18.58,22.99,1.07,182.4,0,28.15,25.88,-36.08,1.7,-20.72,-48.82,-290,777.87,0.57,1.35,0.89,26.87,5.45,16.4,22.26,13.58,66.93,0.02,0.06,0.87,1.62,1.72,310.53,296.3,39.17,158.55,32.2,115.58,135.76,47.49,38.68,1101.57,2.78,24.09,26.06,5.34,310.95,-210.95,-675.66,6.26,0.2
