회사명,거래소코드,회계년도,매출액증가율(IFRS연결),산업명,상장일,상장폐지일,유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),순운전자본비율(IFRS연결),부채비율(IFRS연결),자기자본배율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),차입금평균이자율(IFRS연결),비유동비율(IFRS연결),유동자산구성비율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),총자본회전률(IFRS연결),자기자본회전률(IFRS연결),비유동자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),재고자산회전기간(IFRS연결),매출채권회전기간(IFRS연결),1회전기간(IFRS연결),운전자본회전률(IFRS연결),총자본증가율(IFRS연결),자기자본증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),유형자산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),정상영업이익증가율(IFRS연결),1주당매출액(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),자기자본구성비율(IFRS연결),순운전자본회전률(IFRS연결),유형자산회전율(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),종업원1인당 부가가치(IFRS연결)(백만원),종업원1인당 매출액(IFRS연결)(백만원),종업원1인당 정상영업이익(IFRS연결)(백만원),종업원1인당 순이익(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),[제조]부가가치(IFRS연결),[제조]노동장비율(IFRS연결),[제조]기계장비율(IFRS연결),[제조]자본집약도(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
롯데지주(주),004990,2016/12,-0.43,  전문 서비스업,1974/02/16,,125.09,87.82,24.57,4.26,55.81,34368.7,15.79,5.86,42.27,3.19,122.73,21.23,36.12,5.68,3.35,3.54,3.07,1.81,2.78,4.85,0.54,0.85,0.69,9.68,7.23,14.88,24.52,37.7,50.46,0.02,0.49,-7.72,-5.59,-7.2,4911,-0.63,-6.99,-10.35,19.12,-11.56,1581724.36,,89889.44,64.18,1.42,1.61,2.51,3.39,,,,,,526684.26,,,,13.19,39.55,177.39,23.43,57.92,42.08,14.29
롯데칠성음료(주),005300,2017/12,-3.81,  음료 제조업,1973/06/21,,86.89,59.37,17.69,-3.26,165.61,29942.48,38.9,2.54,12.84,2.14,208.19,21.62,41.14,3.31,5.33,2.11,1.85,2.99,7.36,4.09,0.56,1.24,0.72,9.43,8.87,12.84,28.42,38.72,41.15,0.02,0.18,-25.02,-44.06,94.23,108521,1.2,-24.35,-27.37,-2.48,-49.34,1679397.06,,55543.4,37.65,1.18,1.02,2.54,3.48,,,,,,698051.92,,,,20.02,31.19,121.93,30.63,44.7,55.3,17.41
롯데칠성음료(주),005300,2020/12,-7.06,  음료 제조업,1973/06/21,,103.28,73.52,18.37,0.82,165.63,26555.29,45.64,2.65,0.29,2.37,197.17,25.77,40.23,4.31,-0.74,3.02,2.89,-0.5,-1,7.68,0.67,1.78,0.9,8.5,9.39,17.4,20.97,42.94,38.86,0.02,2.04,6.44,6.81,0,-2104,-3.72,4.24,13.3,-6.05,-9.69,257501.71,,11088.25,37.65,1.29,1.14,2.69,3.93,,,,,,515962.39,,,,14.89,27.76,135.99,22.85,68.92,31.08,-3.26
롯데케미칼(주),011170,2014/12,-9.61,  화학물질 및 화학제품 제조업; 의약품 제외,1991/05/30,,210.01,135.75,46.13,21.93,59.57,3756.1,25.22,3.97,6.22,3.48,92.77,41.86,5.39,2.36,0.97,3.68,3.34,1.37,2.31,5.5,1.41,2.33,2.46,9.41,10.83,14.84,24.6,38.77,33.71,0.02,0.19,-3.42,2.89,-48.99,4359,-5.03,-1.19,-6.35,-6.18,-28,433516.78,,10238.49,62.67,2.13,3.64,3.33,5.14,,,,,,1116726.52,,,,10.82,30.65,53.1,7.52,26.28,73.72,12.86
롯데케미칼(주),011170,2015/12,-21.17,  화학물질 및 화학제품 제조업; 의약품 제외,1991/05/30,,251.87,197.7,90.5,28.42,51.78,4390.76,21.03,23.03,47.01,2.79,80.24,47.14,17.65,13.75,8.46,15.15,14.79,9.09,14.22,22.98,1.08,1.67,1.94,8.71,10.36,18.35,19.89,41.92,35.23,0.02,1.4,11.09,16.9,575.84,29458,-0.28,1.02,25.08,-23.91,359.1,341741.65,,47005.1,65.89,1.68,2.95,2.41,3.33,,,,,,2288077.38,,,,19.95,64.95,115.63,19.53,15.22,84.78,43.3
롯데케미칼(주),011170,2019/12,-8.59,  화학물질 및 화학제품 제조업; 의약품 제외,1991/05/30,,263.53,202.23,49.34,22.36,42.62,7704.88,18.12,9.78,142.67,2.69,91.24,36.03,12.66,7.32,5,5.93,5.42,3.71,5.51,8.02,0.74,1.1,1.19,8.75,10.37,16.75,21.79,41.72,35.2,0.02,0.42,-3.63,3.69,-54.73,20860,-6.61,1.32,-11.33,-5.49,-43.72,441233.93,,32304.75,70.11,1.37,1.95,1.97,2.54,,,,,,2622325.97,,,,13.08,36.98,66.85,17.34,24.15,75.85,28.85
롯데케미칼(주),011170,2020/12,-19.18,  화학물질 및 화학제품 제조업; 의약품 제외,1991/05/30,,239.79,185.49,53.09,20.68,41.38,7496.05,17.4,3.31,5.75,3.07,91.23,35.47,9.44,2.92,1.43,2.09,1.81,0.89,1.22,2.57,0.62,0.88,0.97,7.55,8.65,13.48,27.08,48.33,42.21,0.02,0.37,-3.28,-2.71,-77.84,4623,-4.42,-2.43,-4.77,-7.3,-67.77,356612.17,,10413.04,70.73,1.24,1.67,1.73,2.25,,,,,,1729463.71,,,,8.92,26.3,47.54,14.15,34.69,65.31,10.14
롯데하이마트(주),071840,2012/12,-5.55,  소매업; 자동차 제외,2011/06/29,,50.89,19.09,7.28,-14.96,76.58,1249.09,33,2.42,2.49,7.19,149.21,15.5,24.87,5.01,2.16,6.21,6.01,2.59,4.79,11.13,1.2,2.22,1.47,13.48,75.65,20.44,17.86,27.09,4.83,0.07,0.01,-5.95,3.26,-50.55,2947,1.66,0.21,-29.57,11.65,-37.64,136444.36,,6840.09,56.63,3.11,8.31,6.6,12.92,,,,,,455731.92,,,,17.5,117.39,0,14.15,41.46,58.54,15.27
만호제강(주),001080,2015/06,-9.22,  1차 금속 제조업,1977/06/18,,650.02,527.57,16.27,50.44,21.33,5408.43,8.71,12.61,999999999,2.21,49.01,59.61,10.85,2.94,3.04,2.99,2.55,2.64,3.2,3.09,0.87,1.05,2.07,6.72,3.74,27.41,13.31,54.29,97.59,0.01,0,3.27,3.05,34.02,2238,-7.44,-3.62,8.52,-20.51,68.09,55938.31,,1645.27,82.42,1.3,3.11,1.49,1.91,,,,,,28950.34,,,,10.63,40.46,128.21,12.47,45.07,54.93,24.41
만호제강(주),001080,2016/06,-7.44,  1차 금속 제조업,1977/06/18,,436.44,375.24,8.2,47.32,19.29,5454.79,7.75,11.53,999999999,2.09,46.06,61.39,10.64,2.5,1.87,2.48,1.98,1.48,1.78,2.38,0.79,0.95,2.01,7.98,3.7,22.96,15.9,45.72,98.72,0.01,0,-0.84,0.86,-43.19,1279,-7.63,-5.21,2.12,-23.99,-21.34,51776.75,,1294.21,83.83,1.1,3.11,1.31,1.57,,,,,,24211.68,,,,8.97,36.91,136.04,11.27,53.8,46.2,16.58
만호제강(주),001080,2017/06,-0.32,  1차 금속 제조업,1977/06/18,,925.7,774.41,27.67,54.42,9.03,5512.52,0.29,20.86,999999999,1.28,42.5,61.01,9.26,1.35,1.95,1.53,1.11,1.61,1.84,1.27,0.82,0.94,2.13,8.9,3.71,23.54,15.51,41,98.51,0.01,0,-7.63,1.06,4.12,1357,-5.53,-6.74,-8.2,7,-46.21,51611.52,,696.17,91.72,1.15,3.32,1.35,1.59,,,,,,24082.75,,,,9.66,38.57,182.39,11.24,53.86,46.14,17.36
만호제강(주),001080,2019/06,-2.82,  1차 금속 제조업,1977/06/18,,1036.07,878.85,37.93,59.79,8.19,5551.56,0.32,-40.13,999999999,3.38,36.6,66.17,7.17,-0.65,0.51,0.05,-0.54,0.43,0.46,-0.59,0.83,0.91,2.39,8.11,3.27,23.74,15.37,45.01,111.79,0.01,0,-1.11,0.12,-60.1,350,-12.31,-7.05,2.24,-5.74,-167.91,50399.75,,-325.78,92.43,1.16,3.76,1.28,1.52,,,,,,17547.74,,,,7.04,33.77,366.03,8.39,65.65,34.35,6.08
만호제강(주),001080,2020/06,-6.09,  1차 금속 제조업,1977/06/18,,1054.65,893.97,36.3,55.5,7.51,5597.56,0.16,-15.06,999999999,4.09,41.59,61.32,7.93,-0.19,0.65,0.43,-0.15,0.51,0.55,-0.16,0.79,0.85,2.17,8.12,3.07,25.14,14.52,44.93,118.81,0.01,0,0.19,0.83,19.15,420,-5.47,14.58,-7.16,-6.79,0,47330.03,,-88.2,93.01,1.13,3.89,1.24,1.46,,,,,,16339.59,,,,6.54,33.27,616.75,8.32,72.81,27.19,7.78
명문제약(주),017180,2012/12,-19.97,  의료용 물질 및 의약품 제조업,2008/07/10,,114.28,93.62,3.27,6.65,158.46,791.26,46.44,-0.82,-1.17,5.14,121.02,53.18,46.32,-3.7,-12.68,-1.82,-1.91,-6.52,-16.94,-4.78,0.51,1.29,1.12,5.9,1.31,9.02,40.45,61.9,277.6,0,0,-7,-13.38,0,-728,0.25,-4.08,-9.42,13.2,0,5914.06,,-219.1,38.69,0.52,1.34,0.95,1.14,,,,,,17347.46,,,,9.21,23.36,225.31,17.25,117.65,-17.65,-73.48
명문제약(주),017180,2017/12,-1.44,  의료용 물질 및 의약품 제조업,2008/07/10,,93.03,74.77,1.22,-3.4,131.1,812.88,37.1,3.17,5.73,2.76,126.35,45.33,56.52,5.33,5.8,3.38,3.28,3.57,8.27,7.61,0.61,1.43,1.18,7,2.09,9.9,36.87,52.14,174.8,0.01,0,6.33,7.38,15.74,320,18.55,17.67,-4.74,9.42,-25.7,5829.37,,310.87,43.27,0.63,1.21,1.28,1.57,,,,,,47557.66,,,,20.23,46.15,710.88,33.94,70.17,29.83,17.1
명문제약(주),017180,2020/12,-14.39,  의료용 물질 및 의약품 제조업,2008/07/10,,64.3,40.16,3.63,-18.41,167.72,513.65,40.65,-6.99,-5.95,3.83,178.96,33.16,38.32,-22.65,-21.71,-11.33,-11.42,-10.94,-33.77,-33.88,0.5,1.5,0.78,4.54,2.88,7.85,46.52,80.4,126.93,0.01,0,-8.1,13.97,0,-944,-2.76,-0.77,-20.02,15.98,0,4329.73,,-980.87,37.35,0.58,0.84,1.41,2.05,,,,,,18983.18,,,,7.81,12.91,124.02,14.85,203.59,-103.59,-146.2
무림페이퍼(주),009200,2015/12,-1.8,"  펄프, 종이 및 종이제품 제조업",1990/06/09,,72.85,47.12,15.12,-11.47,264.06,368.28,58.53,2.07,1.3,2.7,220.15,30.78,17.08,6.26,0.01,3.41,3.35,0,-1.18,12.11,0.53,1.94,0.88,5.23,6.05,24.7,14.78,69.74,60.33,0.01,0,0.57,3.22,0,-107,-0.13,-0.38,-9.1,14.46,146.46,27800.79,,1740.35,27.47,0.74,1,1.65,2.41,,,,,,227554.5,,,,10.49,20.08,32.9,19.67,46.72,53.28,0.03
무림페이퍼(주),009200,2016/12,-2.19,"  펄프, 종이 및 종이제품 제조업",1990/06/09,,63.44,40.87,14.75,-15.28,221.98,369.93,56.89,1.3,0.97,2.75,214.5,26.5,12.89,3.72,-0.13,2.12,2.06,-0.07,0.06,7.08,0.56,1.91,0.88,5.45,6.26,25.17,14.5,67.02,58.29,0.01,0,-12.24,0.45,0,5,-4.66,-3.32,-24.44,-23.89,-41.92,27192.33,,1010.87,31.06,0.78,1.01,1.93,2.99,,,,,,193157.99,,,,10.14,17.79,29.9,17.07,44.54,55.46,-0.74
무림페이퍼(주),009200,2017/12,-8.56,"  펄프, 종이 및 종이제품 제조업",1990/06/09,,87.88,60.54,20.92,-4.51,196.72,394.64,52.69,2.36,3.1,2.83,191.45,32.7,17.18,6.75,3.95,3.72,3.65,2.14,6.7,11.28,0.54,1.67,0.83,5.53,5.71,21.53,16.95,66.04,63.96,0.01,0,0.59,6.68,11632.55,641,-3.93,-2.58,24.08,8.52,65.91,24865.23,,1677.16,33.7,0.78,0.96,1.83,2.73,,,,,,249043.38,,,,13,23.93,41.26,24.07,34.98,65.02,16.41
무림페이퍼(주),009200,2020/12,-15.49,"  펄프, 종이 및 종이제품 제조업",1990/06/09,,86.12,63.28,34.25,-4.72,240.39,382.89,56.34,0.88,-0.38,2.58,215.1,29.26,11.78,2.87,-3.99,1.32,1.25,-1.74,-9.21,4.09,0.44,1.43,0.68,5.03,5.45,19.93,18.31,72.49,66.98,0.01,0,1.69,-9.09,0,-925,-0.25,-1.95,7.83,-17.66,-60.38,22823.13,,655.29,29.38,0.69,0.77,1.53,2.21,,,,,,161879.51,,,,7.37,13.53,30.84,17.05,62.54,37.46,-23.38
무림피앤피(주),009580,2014/12,-1.01,"  펄프, 종이 및 종이제품 제조업",1989/06/20,,103.88,55.66,20.18,0.88,110.21,350.77,41.24,0.87,0.68,3.07,160.75,23.53,11.54,2.06,-1.62,1.17,1.1,-0.87,-1.74,2.34,0.54,1.14,0.71,4.67,6.41,25.19,14.49,78.2,56.94,0.01,0,-6.61,-4.83,0,-156,-4.45,-3.53,-15.39,-15.37,-74.57,10251.98,,210.8,47.57,1.07,0.75,2.17,4.04,,,,,,107113.48,,,,9.32,12.91,21.33,16.75,41.45,58.55,-9.64
무림피앤피(주),009580,2015/12,-1.7,"  펄프, 종이 및 종이제품 제조업",1989/06/20,,75.64,38.9,15.19,-8.02,113.81,350.36,41.95,2.72,2.27,2.79,160.55,24.91,14.39,5.82,1.85,3.21,3.16,1,2.12,6.69,0.54,1.15,0.72,4.71,7.45,24.02,15.19,77.5,49.02,0.01,0,1.59,-0.12,0,186,-0.4,-0.24,7.56,12.53,178.31,10077.45,,586.66,46.77,1.04,0.75,2.24,4.27,,,,,,127117.24,,,,10.88,15.48,25.72,20.23,35.92,64.08,9.14
무림피앤피(주),009580,2016/12,-4.76,"  펄프, 종이 및 종이제품 제조업",1989/06/20,,75.2,41.47,14.36,-7.72,105.07,342.44,38.57,1.08,0.92,2.76,157.08,23.4,9.74,2.27,-0.13,1.24,1.2,-0.07,-0.15,2.52,0.53,1.11,0.7,4.67,6.99,23.89,15.28,78.13,52.23,0.01,0,-6.23,-2.26,-106.81,-13,-4.29,-4.34,-11.9,-18.65,-62.87,9598.08,,217.84,48.76,0.94,0.73,2.19,4.11,,,,,,108409.2,,,,9.9,13.73,23.43,18.11,41.9,58.1,-0.73
무림피앤피(주),009580,2019/12,-3.06,"  펄프, 종이 및 종이제품 제조업",1989/06/20,,99.66,67.77,18.98,-0.1,117.6,393.67,40.24,3.99,3.08,2.35,154.58,28.96,15.38,7.83,1.64,3.7,3.65,0.77,1.64,7.88,0.47,1.01,0.68,5.21,6.37,23.23,15.72,70.09,57.27,0.01,0,-0.42,-0.48,-85.52,162,-4.62,6.49,12.91,6.64,-51.67,10121.43,,792.33,45.96,0.79,0.84,1.71,2.55,,,,,,148566.26,,,,11,20.28,36.25,23.53,41.71,58.29,6.98
무림피앤피(주),009580,2020/12,-16.37,"  펄프, 종이 및 종이제품 제조업",1989/06/20,,83.72,61.71,33.1,-4.92,137.84,380.82,44.99,0.65,0.4,1.64,150.17,25.29,10.03,1.2,-1.43,0.5,0.45,-0.54,-1.43,1.03,0.38,0.86,0.57,4.79,6.51,21.3,17.14,76.13,56.09,0.01,0,5.93,-3.26,0,-139,0.71,-5.85,-7.5,-23.98,-87.22,8464.36,,101.24,42.04,0.67,0.71,1.4,1.98,,,,,,108424.73,,,,7.58,15.15,27.34,20.54,53.46,46.54,-6.98
미래산업(주),025560,2014/12,-30.71,"  의료, 정밀, 광학기기 및 시계 제조업",1996/11/22,,85.86,42.41,1.56,-4.64,71.01,85.1,17.24,-5.97,-7.7,8.58,122.77,28.21,12.59,-37.64,-54,-12.86,-12.89,-18.5,-38.04,-26.52,0.34,0.7,0.49,2.52,2.25,2.62,139.41,144.81,162.44,0.01,0.47,-14.74,23.94,0,-36,-4,-8.91,-26.69,-6.44,0,66.3,,-24.95,58.48,0.47,1.13,1.12,2,,,,,,-1680.18,,,,-2.59,-8.02,-1335.66,-6.97,0,0,0
미래산업(주),025560,2016/12,-8.76,"  의료, 정밀, 광학기기 및 시계 제조업",1996/11/22,,860.56,652.88,202.36,59.57,15.61,115.87,0.63,-30.7,-50.38,4.84,37.68,67.4,15.53,-36.71,-40.71,-10.95,-11.07,-12.27,-15.66,-14.1,0.3,0.38,0.79,1.71,2.83,5.59,65.26,214.02,129.03,0,0,20.53,51.73,-547.07,-17,-2.08,-12.59,47.57,1.14,0,42.03,,-15.43,86.5,0.39,1.14,0.49,0.68,,,,,,2126.02,,,,2.52,10.47,1008.6,9.12,476.8,-376.8,-446.33
미래산업(주),025560,2019/12,-19.73,"  의료, 정밀, 광학기기 및 시계 제조업",1996/11/22,,1107.89,892.65,668.24,62.85,12.86,78.61,0.1,-13.09,-29.34,7.69,34.89,69.09,18.38,-16.3,-22.22,-6.03,-6.29,-8.58,-10.81,-7.93,0.39,0.49,1.25,2.7,3.58,12.62,28.92,134.97,101.96,0,0,8.97,39.25,0,-10,-4,8.8,9.05,-3.8,0,43.12,,-7.03,88.6,0.46,1.47,0.56,0.7,,,,,,5774.36,,,,7.72,31.27,1801.77,20.85,159.14,-59.14,-106.57
미원상사(주),002840,2010/12,-39.97,  화학물질 및 화학제품 제조업; 의약품 제외,1989/09/25,,120.03,90.2,1.69,10.45,132.95,723.98,12.18,999999999,999999999,0,87.05,62.63,19.94,12.29,17.18,9.14,9.14,12.77,25.41,17.59,0.74,1.43,1.82,4.32,4.02,10.73,34.03,84.55,90.72,0.01,0,17.54,-14.34,13.64,15232,-9.99,-1.94,33.33,-4.6,-26.36,87486.36,,10756.16,42.93,0.75,2.47,1.26,1.77,,,,,,35742.62,,,,21.47,83.78,186.72,31.2,43.49,56.51,55.06
미원상사(주),002840,2015/12,-3.15,  화학물질 및 화학제품 제조업; 의약품 제외,1989/09/25,,201.24,106.82,19.37,20.92,41.34,1851.45,11.48,19.11,29.26,2.63,82.57,41.58,16.43,7.71,7.09,8.12,8.03,7.38,10.36,11.95,1.04,1.55,1.78,5.12,6.52,17.23,21.18,71.32,55.98,0.01,0,1.12,12.63,45.33,16383,-10.03,0.66,1.78,-6.95,4.09,267270.14,,20596.12,70.75,1.58,2.58,2.51,4.94,,,,,,65237.71,,,,28.22,74.96,187.2,27.25,44.94,55.06,26.01
미원상사(주),002840,2019/12,-23.93,  화학물질 및 화학제품 제조업; 의약품 제외,1989/09/25,,338.59,166.13,25.89,30.18,25,3370.8,0.21,756.08,999999999,9.77,71.46,42.83,21.94,12.9,12.45,12.38,12.26,11.83,14.74,15.28,0.95,1.18,1.7,4.61,6.31,15.57,23.45,79.25,57.83,0.01,0,14.31,13.59,44.56,6163,41.24,19.89,7.63,29.42,18.73,49652.8,,6407.51,80,1.66,2.66,2.16,4.05,,,,,,90706,,,,32.31,93.05,181.08,36.28,40.24,59.76,34.31
미원스페셜티케미칼(주),268280,2020/12,-1.55,  화학물질 및 화학제품 제조업; 의약품 제외,2017/05/22,,493.9,349.16,181.55,53.01,25.28,9912.47,4.03,273.45,999999999,1.21,42.01,66.47,20.41,13.23,9.32,15.53,15.4,10.85,13.58,19.28,1.16,1.46,3.43,5.5,5.62,18.53,19.7,66.4,64.96,0.01,0,4.89,4.72,-12.38,6769,4.14,2.02,6.4,-11.03,5.62,70614.51,,9341.15,79.82,1.47,3.86,1.76,2.6,,,,,,96030.57,,,,29.36,114.86,227.52,25.82,35.37,64.63,36.1
미원홀딩스(주),107590,2015/12,-1.28,  전문 서비스업,2009/03/02,,561.54,291.14,106.67,52.09,16.59,5275.75,0.41,765.26,999999999,5.99,42.7,63.37,23.09,13.64,11.33,17.35,17.25,14.33,16.79,20.23,1.26,1.48,3.48,3.88,7.42,23.82,15.32,94.18,49.19,0.01,0,10.23,11.57,17.19,44035,13.62,12.21,9.11,-3.73,10.49,373176.93,,50919.17,85.77,1.68,3.7,1.99,4.07,,,,,,74121.97,,,,33.04,95.99,242.37,27.41,33.66,66.34,41.35
미원홀딩스(주),107590,2017/12,-59.14,  전문 서비스업,2009/03/02,,151.32,76.81,33.22,10.3,33.88,9291.71,3.05,745.26,999999999,0.39,93.21,30.38,18.94,7.8,10.83,4.45,4.38,6.08,7.5,5.41,0.56,0.69,1.11,2.69,4.5,5.83,62.59,135.88,81.16,0.01,0.74,-35.71,-43.52,-63.14,3568.86,-64.67,15.71,-68.15,-61.11,-77.33,30718.83,,2396.88,74.69,0.87,1.88,1.14,1.98,,,,,,18044.85,,,,11.01,56,636.9,15.35,25.76,74.24,70.56
미창석유공업(주),003650,2020/12,-14.26,"  코크스, 연탄 및 석유정제품 제조업",1989/09/27,,796.98,632.95,204.41,61.45,12.52,3185.97,0.72,219.66,999999999,3.85,33.45,70.27,11.42,6.74,7.09,6.71,6.17,6.48,7.36,7,0.91,1.04,3.11,5.44,5.66,12.77,28.58,67.07,64.43,0.01,0,5.57,7.44,11.02,12962,2.77,7.95,4.59,-20.75,7.09,159557.8,,10759.9,88.88,1.14,6.99,1.3,1.7,,,,,,33483.25,,,,10.74,83.17,209.3,12.06,23.42,76.58,58.77
범양건영(주),002410,2011/12,-52.77,  종합 건설업,1988/05/25,,47.4,29.63,3.43,-49,12807.68,4.04,46.89,-7.85,-8.6,14.98,7207.71,44.16,-13.33,-118.92,-135.45,-45.03,-45.16,-51.44,-194.81,-171.04,0.38,1.44,0.85,1.81,13.28,3.38,107.93,201.9,27.49,0.01,0.09,-39.43,-98.88,0,-18159,-50.85,-10.77,-56.92,-57.67,0,13123.88,,-15607.16,0.77,0.33,2.63,0.69,1.11,,,,,,-163991.07,,,,-55.14,-437.95,-15898.71,-109.55,0,0,0
범양건영(주),002410,2012/12,-53.18,  종합 건설업,1988/05/25,,61.94,55.7,9.22,-30.11,1899.55,211.06,0.05,-4.02,-14.39,9.05,1019.77,49,-5.42,-36.25,-117.61,-10.25,-10.64,-34.52,-1224.59,-449.19,0.29,12.39,0.54,2.41,6.37,2.79,131,151.39,57.32,0.01,0.17,-39.44,371.31,0,-7629,-9.15,-44.69,-32.8,-81.97,0,6634.4,,-2404.83,5,0.22,1.96,0.64,0.87,,,,,,-66646.18,,,,-37,-195.9,-99825.02,-95.09,0,0,0
범양건영(주),002410,2020/12,-47.72,  종합 건설업,1988/05/25,,144.32,143.48,46.7,15.51,93.67,326.93,25.5,7.35,28.58,4.88,95.88,50.5,15.35,8.32,7.6,8.93,8.1,7.4,14.51,15.84,0.97,1.9,1.98,234.7,9.02,12.08,30.23,1.56,40.44,0.08,0,14.2,15.98,-44.37,442,27.26,15.77,12.7,-39.19,4.85,5813.37,,483.52,51.63,1.17,3.58,1.92,1.93,,,,,,28031.72,,,,17.73,62.03,17489.77,19.42,51.57,48.43,39.13
벽산건설(주),002530,2012/12,-37.07,  종합 건설업,1975/06/30,2014/04/25,138.67,137.21,5.27,15.03,692.85,98.99,0,-3.94,-4.7,18.38,365.46,53.91,0.38,-53.32,-87.28,-25.29,-25.74,-42.13,-939.44,-443.53,0.48,8.32,1.29,93.47,463.2,4.97,73.41,3.91,0.79,0,0,-54.73,168.95,0,0,-4.43,-37.86,-63.26,-47.74,0,26073.15,,-13902.77,12.61,0.43,88.75,0.77,0.78,,,,,,-211870.64,,,,-39.07,-4580.88,-1771493.65,-50.44,0,0,0
보해양조(주),000890,2010/12,-42.93,  음료 제조업,1988/09/23,,39.7,34.48,0.81,-108.48,0,-1661.46,17.84,1.1,1.27,4.88,0,71.43,42.89,4.41,-510.36,0.68,0.64,-74.1,0,0,0.15,0,0.33,2.16,7.68,12.44,29.35,168.83,47.55,0.01,0,-47.8,-317.1,0,-14616,3.24,-71.38,-22.14,-7.71,-78.31,51470.27,,2272.03,0,0.08,1.11,0.26,0.29,,,,,,37165.33,,,,6.07,32.75,547.67,28.66,62.34,37.66,-1780.82
보해양조(주),000890,2012/12,-7.16,  음료 제조업,1988/09/23,,69.07,36.89,1.62,-20.84,399.89,215.03,50.48,1.11,0.54,6.6,267.2,46.55,38.48,7.18,-3.94,3.8,3.62,-1.98,-9.43,17.63,0.5,2.46,0.96,2.33,7.37,10.21,35.75,156.41,49.54,0.01,0,-3.47,-10.26,0,-107,-1.42,1.05,-8.19,-2.63,0,2751.93,,197.57,20,0.43,1.2,1.05,1.93,,,,,,31526.12,,,,13.37,31.59,209.37,26.07,57.8,42.2,-15.1
보해양조(주),000890,2013/12,-1.02,  음료 제조업,1988/09/23,,62.37,20.27,0.84,-24.45,313.19,215.69,48.37,1.35,1.64,5.84,245.74,40.53,38.36,7.28,2.01,4.02,3.89,1.07,4.87,17.67,0.53,2.43,0.95,2.19,7.66,11.33,32.22,166.78,47.67,0.01,0,-9.66,9.29,0,60,-0.66,0.52,-21.34,13.95,0.42,2500.02,,182.08,24.2,0.49,1.2,1.22,2.76,,,,,,39451.11,,,,18.52,40.34,258.02,32.96,48.95,51.05,6.09
보해양조(주),000890,2016/12,-6.68,  음료 제조업,1988/09/23,,83.46,25.3,1.01,-6.89,120.21,207.45,30.1,-3.86,-6.4,2.86,143.69,34.75,37.96,-5.22,-6.28,-2.6,-2.76,-3.32,-7.13,-5.95,0.53,1.14,0.86,2.17,6.86,12.33,29.61,167.89,53.18,0.01,0,0.21,-3.74,-182.15,-75,12.19,12.38,-16.73,-0.5,-173.89,1205.36,,-62.93,45.41,0.66,0.99,1.38,3.78,,,,,,28774.95,,,,13.14,24.92,136.33,24.91,86.75,13.25,-25.2
보해양조(주),000890,2017/12,-13.81,  음료 제조업,1988/09/23,,78.63,41.05,0.69,-8.24,118.7,206.32,34.67,0.94,1.66,3.11,152.34,30.34,36.03,2.08,10.78,1.36,0.95,4.91,10.81,2.09,0.46,1,0.68,2.35,4.3,16.85,21.66,155.05,84.85,0,0,-0.5,0.21,0,111,0.5,6.22,-13.11,-40.41,0,1030.75,,21.49,45.72,0.63,0.8,1.4,3.46,,,,,,33107.46,,,,15.2,26.69,101.52,33.25,55.03,44.97,32.42
보해양조(주),000890,2018/12,-17.64,  음료 제조업,1988/09/23,,100.37,58.13,12.21,0.14,188.89,143.67,45.57,-3.58,-11.36,3.68,180.41,37.55,27.85,-13.39,-33.99,-4.68,-5.25,-13.33,-32.98,-13,0.39,0.97,0.59,2.59,2.99,14.77,24.71,140.8,122.13,0,0,-7.97,-30.37,-359.06,-288,-20.26,-17.5,13.9,0.3,-629.2,848.94,,-113.71,34.61,0.55,0.74,1.16,2.1,,,,,,8450.6,,,,4.22,8.54,46.18,10.31,205.89,-105.89,-329.84
보해양조(주),000890,2019/12,-7.31,  음료 제조업,1988/09/23,,104.82,70.64,25.5,1.64,113.46,121.22,35.01,-4.32,-5.63,4.79,137.42,35.62,10.16,-20.2,-26.57,-8.06,-8.45,-11.11,-27.71,-21.07,0.42,1.04,0.66,3,3.48,15.84,23.04,121.55,104.99,0,0,-18.65,10.09,0,-180,-12.64,-16.14,-22.83,-40.21,0,603.05,,-121.84,46.85,0.58,0.82,1.14,1.84,,,,,,7213.99,,,,4.42,8.4,57.37,9.49,165.46,-65.46,-279.94
