,회사명,거래소코드,회계년도_x,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율,매출액증가율(IFRS연결)
6405,(주)클리노믹스,352770,2020-12-01,2020-12-04,,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",5,0,139.45
6412,(주)키이스트,54780,2012-12-01,2003-11-14,,  영상ㆍ오디오 기록물 제작 및 배급업,5,0,26.47
6413,(주)키이스트,54780,2013-12-01,2003-11-14,,  영상ㆍ오디오 기록물 제작 및 배급업,5,0,110.11
6452,(주)태광,23160,2018-12-01,1994-09-07,,  1차 금속 제조업,5,0,-13.85
6478,(주)태창파로스,39850,2012-12-01,2000-07-11,2015-05-19,  도매 및 상품 중개업,4,0,-8.53
6484,(주)테라리소스,53320,2011-12-01,2002-01-04,2014-02-07,  도매 및 상품 중개업,4,0,83.68
6498,(주)테스,95610,2013-12-01,2008-05-20,,  기타 기계 및 장비 제조업,5,0,-4.69
6508,(주)테크윙,89030,2013-12-01,2011-11-10,,  기타 기계 및 장비 제조업,5,0,0.81
6521,(주)텔레칩스,54450,2016-12-01,2004-12-10,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,22.97
6531,(주)텔레필드,91440,2016-12-01,2008-02-01,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,15.16
6543,(주)토박스코리아,215480,2017-12-01,2015-05-13,,  소매업; 자동차 제외,5,0,305252.8
6568,(주)톱텍,108230,2012-12-01,2009-09-15,,  기타 기계 및 장비 제조업,5,0,-26.17
6569,(주)톱텍,108230,2013-12-01,2009-09-15,,  기타 기계 및 장비 제조업,5,0,53.11
6578,(주)투비소프트,79970,2012-12-01,2010-06-01,,  출판업,5,0,26.59
6601,(주)트루윈,105550,2020-12-01,2014-07-11,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,27.43
6608,(주)특수건설,26150,2017-12-01,1997-08-06,,  종합 건설업,5,0,-5.06
6612,(주)티라유텍,322180,2019-12-01,2019-10-31,,  출판업,5,0,25.33
6614,(주)티로보틱스,117730,2018-12-01,2018-11-29,,  기타 기계 및 장비 제조업,5,0,-5.47
6631,(주)티사이언티픽,57680,2013-12-01,2002-06-18,,  출판업,5,0,-10.6
6633,(주)티사이언티픽,57680,2015-12-01,2002-06-18,,  출판업,5,0,47.23
6656,(주)티에스넥스젠,43220,2014-12-01,2001-07-03,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,15.93
6689,(주)티움바이오,321550,2019-12-01,2019-11-22,,  연구개발업,5,0,-1.41
6690,(주)티움바이오,321550,2020-12-01,2019-11-22,,  연구개발업,5,0,-5.75
6699,(주)티케이케미칼,104480,2019-12-01,2011-04-26,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,-21.32
6716,(주)티피씨,130740,2016-12-01,2011-02-08,,  자동차 및 트레일러 제조업,5,0,7.04
6721,(주)티피씨메카트로닉스,48770,2011-06-01,2001-01-16,,  기타 기계 및 장비 제조업,5,0,76.71
6724,(주)티피씨메카트로닉스,48770,2014-12-01,2001-01-16,,  기타 기계 및 장비 제조업,5,0,-0.96
6731,(주)파나진,46210,2011-12-01,2000-08-16,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,21.77
6772,(주)파마리서치,214450,2016-12-01,2015-07-24,,  도매 및 상품 중개업,5,0,22.69
6777,(주)파멥신,208340,2018-12-01,2018-11-21,,  의료용 물질 및 의약품 제조업,5,0,-99.87
6778,(주)파멥신,208340,2019-12-01,2018-11-21,,  의료용 물질 및 의약품 제조업,5,0,-100
6779,(주)파멥신,208340,2020-12-01,2018-11-21,,  의료용 물질 및 의약품 제조업,5,0,inf
6781,(주)파버나인,177830,2015-12-01,2014-08-04,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-39.16
6818,(주)파이오링크,170790,2013-12-01,2013-08-02,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,14.58
6834,(주)파인디앤씨,49120,2011-12-01,2001-07-26,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,10.93
6835,(주)파인디앤씨,49120,2012-12-01,2001-07-26,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-25.16
6844,(주)파인디지털,38950,2011-12-01,2000-05-04,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-31.1
6845,(주)파인디지털,38950,2012-12-01,2000-05-04,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,25.7
6896,(주)파티게임즈,194510,2014-12-01,2014-11-21,2020-09-09,  출판업,4,0,-7.79
6939,(주)펄어비스,263750,2018-12-01,2017-09-14,,  출판업,5,0,336.5
6969,(주)포스코엠텍,9520,2011-12-01,1997-11-10,,  1차 금속 제조업,5,0,23.35
6980,(주)포인트엔지니어링,176560,2017-12-01,2017-08-14,2019-07-16,  금속가공제품 제조업; 기계 및 가구 제외,4,0,494984.98
6982,(주)포인트엔지니어링,256630,2019-12-01,2017-05-02,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,-23.42
6986,(주)폴라리스세원,234100,2019-12-01,2017-10-20,,  자동차 및 트레일러 제조업,5,0,42.32
7001,(주)폴라리스우노,114630,2014-12-01,2010-01-15,,  화학물질 및 화학제품 제조업; 의약품 제외,5,0,-21.49
7008,(주)폴리플러스,65610,2011-12-01,2002-12-06,2012-05-01,  화학물질 및 화학제품 제조업; 의약품 제외,4,0,-20.22
7009,(주)푸드나무,290720,2018-12-01,2018-10-04,,  소매업; 자동차 제외,5,0,52.07
7023,(주)푸른기술,94940,2012-12-01,2007-09-14,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-5.36
7029,(주)푸른기술,94940,2018-12-01,2007-09-14,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,15.89
7034,(주)퓨쳐켐,220100,2017-12-01,2016-12-01,,  의료용 물질 및 의약품 제조업,5,0,84.48
7049,(주)프로스테믹스,203690,2015-12-01,2014-09-30,,  의료용 물질 및 의약품 제조업,5,0,148249.38
7056,(주)프로텍,53610,2012-12-01,2001-08-17,,  기타 기계 및 장비 제조업,5,0,48.75
7084,(주)플래스크,41590,2015-12-01,2002-11-01,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-40.31
7090,(주)플랜티넷,75130,2011-12-01,2005-06-10,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,0,11.16
7091,(주)플랜티넷,75130,2012-12-01,2005-06-10,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,0,17.03
7119,(주)피델릭스,32580,2012-12-01,1997-04-22,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,10.55
7157,(주)피엔티,137400,2012-12-01,2012-07-06,,  기타 기계 및 장비 제조업,5,0,-30.96
7175,(주)피엔풍년,24940,2020-12-01,1995-01-04,,  금속가공제품 제조업; 기계 및 가구 제외,5,0,5.68
7181,(주)피제이메탈,128660,2011-12-01,2010-12-13,,  1차 금속 제조업,5,0,92.01
7214,(주)핌스,347770,2020-12-01,2020-09-18,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,7.22
7216,(주)하림,136480,2012-12-01,2011-05-02,,  식료품 제조업,5,0,4.64
7218,(주)하림,136480,2014-12-01,2011-05-02,,  식료품 제조업,5,0,-4.38
7230,(주)하이로닉,149980,2015-12-01,2014-12-17,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,-21.48
7236,(주)하이비젼시스템,126700,2012-12-01,2010-09-10,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,835892.49
7237,(주)하이비젼시스템,126700,2013-12-01,2010-09-10,,"  의료, 정밀, 광학기기 및 시계 제조업",5,0,-18.35
7297,(주)한국코퍼레이션,50540,2013-12-01,2005-12-12,,  사업지원 서비스업,6,0,-6.28
7298,(주)한국코퍼레이션,50540,2014-12-01,2005-12-12,,  사업지원 서비스업,6,0,5.63
7315,(주)한국테크놀로지,53590,2011-12-01,2001-08-23,,  도매 및 상품 중개업,5,0,-48.81
7323,(주)한국테크놀로지,53590,2019-12-01,2001-08-23,,  기타 기계 및 장비 제조업,5,0,1771.1
7336,(주)한글과컴퓨터,30520,2011-12-01,1996-09-24,,  출판업,5,0,21.37
7337,(주)한글과컴퓨터,30520,2012-12-01,1996-09-24,,  출판업,5,0,15.14
7368,(주)한송네오텍,226440,2018-12-01,2015-10-06,,  기타 기계 및 장비 제조업,6,0,383274.62
7370,(주)한송네오텍,226440,2020-12-01,2015-10-06,,  기타 기계 및 장비 제조업,6,0,-10.11
7371,(주)한일진공,123840,2013-12-01,2010-10-05,,  기타 기계 및 장비 제조업,5,0,420048.89
7388,(주)한창바이오텍,43090,2020-12-01,2001-10-11,,  도매 및 상품 중개업,5,0,-29.43
7389,(주)한컴위드,54920,2011-12-01,2001-11-01,,  출판업,5,0,22.31
7390,(주)한컴위드,54920,2012-12-01,2001-11-01,,  출판업,5,0,-14.79
7396,(주)한컴위드,54920,2018-12-01,2001-11-01,,  출판업,5,0,-4.13
7411,(주)해피드림,65180,2013-12-01,2002-06-18,2015-05-04,  전문직별 공사업,4,0,269.66
7413,(주)핸디소프트,220180,2016-12-01,2016-11-24,,  출판업,5,0,-11.43
7418,(주)헥토이노베이션,214180,2015-12-01,2015-06-30,,  정보서비스업,5,0,50.62
7419,(주)헥토이노베이션,214180,2016-12-01,2015-06-30,,  정보서비스업,5,0,52.83
7425,(주)헥토파이낸셜,234340,2020-12-01,2019-07-12,,  정보서비스업,5,0,19.14
7433,(주)헬릭스미스,84990,2018-12-01,2005-12-29,,  연구개발업,5,0,67.23
7466,(주)현대이지웰,90850,2015-12-01,2013-12-27,,  출판업,5,0,20.52
7473,(주)협진,138360,2014-12-01,2013-11-08,,  화학물질 및 화학제품 제조업; 의약품 제외,6,0,23.5
7483,(주)형지아이앤씨,11080,2014-12-01,2004-07-02,,"  의복, 의복 액세서리 및 모피제품 제조업",5,0,44.34
7488,(주)형지아이앤씨,11080,2019-12-01,2004-07-02,,"  의복, 의복 액세서리 및 모피제품 제조업",5,0,-6.12
7500,(주)홈캐스트,64240,2011-12-01,2003-06-11,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,21.76
7501,(주)홈캐스트,64240,2012-12-01,2003-06-11,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,0,-39.86
7510,(주)화신정공,126640,2011-12-01,2010-08-31,,  자동차 및 트레일러 제조업,5,0,1106855.4
7529,(주)휴네시온,290270,2018-12-01,2018-08-02,,  출판업,5,0,14.44
7550,(주)휴맥스홀딩스,28080,2019-12-01,1997-04-16,,  전문 서비스업,5,0,194.36
