회사명,거래소코드,회계년도,[제조]영업이익(손실),[제조]영업이익(손실)(연결)
(주)스카이문스테크놀로지,33790,Dec-11,-1203299,-1203299
(주)스카이문스테크놀로지,33790,Dec-12,-3008997,-3008997
(주)스카이문스테크놀로지,33790,Dec-13,-1751577,-1751577
(주)스카이문스테크놀로지,33790,Dec-14,874710,874710
(주)스카이문스테크놀로지,33790,Dec-15,-342391,-342391
(주)스카이문스테크놀로지,33790,Dec-16,-2233925,-2233925
(주)스카이문스테크놀로지,33790,Dec-17,-3667686,-4294142
(주)스카이문스테크놀로지,33790,Dec-18,-2632302,-5414744
(주)스카이문스테크놀로지,33790,Dec-19,-10511246,-10511246
(주)스카이문스테크놀로지,33790,Dec-20,-1460760,-1460760
(주)승일,49830,Dec-11,4206803,4206803
(주)승일,49830,Dec-12,5891425,5891425
(주)승일,49830,Dec-13,7740194,7740194
(주)승일,49830,Dec-14,8391366,8391366
(주)승일,49830,Dec-15,7476622,7476622
(주)승일,49830,Dec-16,5733722,5733722
(주)승일,49830,Dec-17,3746791,3746791
(주)승일,49830,Dec-18,2222744,2222744
(주)승일,49830,Dec-19,-1379747,-1379747
(주)승일,49830,Dec-20,320444,320444
(주)시공테크,20710,Dec-11,10517108,11223687
(주)시공테크,20710,Dec-12,4214616,5196677
(주)시공테크,20710,Dec-13,-13706,36200
(주)시공테크,20710,Dec-14,3312919,4079333
(주)시공테크,20710,Dec-15,-195428,-123115
(주)시공테크,20710,Dec-16,-6978687,-8558204
(주)시공테크,20710,Dec-17,14939085,14857097
(주)시공테크,20710,Dec-18,-5387972,-4720704
(주)시공테크,20710,Dec-19,7189829,8014565
(주)시공테크,20710,Dec-20,4425693,4827477
(주)시큐브,131090,Dec-11,3371919,3371919
(주)시큐브,131090,Dec-12,3465967,3465967
(주)시큐브,131090,Dec-13,1353104,1353104
(주)시큐브,131090,Dec-14,-413316,-413316
(주)시큐브,131090,Dec-15,1643589,1643589
(주)시큐브,131090,Dec-16,2269659,2212139
(주)시큐브,131090,Dec-17,2873124,2785786
(주)시큐브,131090,Dec-18,2316342,2301011
(주)시큐브,131090,Dec-19,5090925,5050031
(주)시큐브,131090,Dec-20,4231244,4213641
(주)쎄니트,37760,Dec-11,-1899480,-2505496
(주)쎄니트,37760,Dec-12,1491877,2354937
(주)쎄니트,37760,Dec-13,1352705,4091186
(주)쎄니트,37760,Dec-14,2317834,6460810
(주)쎄니트,37760,Dec-15,3851158,9424702
(주)쎄니트,37760,Dec-16,3726865,10439339
(주)쎄니트,37760,Dec-17,1995551,8561114
(주)쎄니트,37760,Dec-18,2653503,6216501
(주)쎄니트,37760,Dec-19,4526005,5748267
(주)쎄니트,37760,Dec-20,-1841531,-1016696
(주)쎌바이오텍,49960,Dec-11,5611044,5740373
(주)쎌바이오텍,49960,Dec-12,6545160,6534906
(주)쎌바이오텍,49960,Dec-13,10505019,9391588
(주)쎌바이오텍,49960,Dec-14,14616720,12905528
(주)쎌바이오텍,49960,Dec-15,19214527,18758808
(주)쎌바이오텍,49960,Dec-16,21126351,21561008
(주)쎌바이오텍,49960,Dec-17,23753054,22632703
(주)쎌바이오텍,49960,Dec-18,22816116,21674844
(주)쎌바이오텍,49960,Dec-19,7295863,5794687
(주)쎌바이오텍,49960,Dec-20,3564939,3667167
(주)씨에스,65770,Dec-11,-6813358,-5129161
(주)씨에스,65770,Dec-12,-6137960,-644080
(주)씨에스,65770,Dec-13,-8884053,-13575650
(주)씨에스,65770,Dec-14,6155158,2218533
(주)씨에스,65770,Dec-15,-8365944,-9895441
(주)씨에스,65770,Dec-16,-306858,-328333
(주)씨에스,65770,Dec-17,1885747,1863534
(주)씨에스,65770,Dec-18,2280067,2284328
(주)씨에스,65770,Dec-19,-720657,-917978
(주)씨에스,65770,Dec-20,413260,364597
(주)씨티앤티,50470,Dec-11,-18460610,-18460610
(주)씨티케이,260930,Dec-16,26705519,26705519
(주)씨티케이,260930,Dec-17,24808902,24443199
(주)씨티케이,260930,Dec-18,8207466,5225073
(주)씨티케이,260930,Dec-19,9421030,3950194
(주)씨티케이,260930,Dec-20,8155820,527502
(주)아나패스,123860,Dec-11,18327372,18327372
(주)아나패스,123860,Dec-12,18026047,18026047
(주)아나패스,123860,Dec-13,12355246,12355246
(주)아나패스,123860,Dec-14,23196897,23196897
(주)아나패스,123860,Dec-15,10401909,10401909
(주)아나패스,123860,Dec-16,7192156,7192156
(주)아나패스,123860,Dec-17,4982208,4982208
(주)아나패스,123860,Dec-18,-8017869,-8017869
(주)아나패스,123860,Dec-19,-23615808,-23615808
(주)아나패스,123860,Dec-20,-22426677,-22426677
(주)아바코,83930,Dec-11,10155869,9975072
(주)아바코,83930,Dec-12,-1030849,-909687
(주)아바코,83930,Dec-13,9611751,9493325
(주)아바코,83930,Dec-14,8857328,8881229
(주)아바코,83930,Dec-15,8894685,9563140
(주)아바코,83930,Dec-16,12854915,12174690
(주)아바코,83930,Dec-17,3077211,1796827
(주)아바코,83930,Dec-18,21760733,22867315
(주)아바코,83930,Dec-19,23390716,23336512
(주)아바코,83930,Dec-20,23607321,23075492
(주)아바텍,149950,Dec-11,4568909,6317818
(주)아바텍,149950,Dec-12,18689394,19804201
(주)아바텍,149950,Dec-13,17050516,18408008
(주)아바텍,149950,Dec-14,28067898,29692063
(주)아바텍,149950,Dec-15,10375105,9809339
(주)아바텍,149950,Dec-16,11714288,10662936
(주)아바텍,149950,Dec-17,16033013,15889073
(주)아바텍,149950,Dec-18,5564954,5564954
(주)아바텍,149950,Dec-19,5431636,5431636
(주)아바텍,149950,Dec-20,3699320,3699320
(주)아이디스,143160,Dec-11,14181485,13773259
(주)아이디스,143160,Dec-12,32603009,31852417
(주)아이디스,143160,Dec-13,20052297,19615726
(주)아이디스,143160,Dec-14,10449159,9263553
(주)아이디스,143160,Dec-15,16881690,13557769
(주)아이디스,143160,Dec-16,5010814,-1201336
(주)아이디스,143160,Dec-17,-5883889,-4927418
(주)아이디스,143160,Dec-18,1392547,262504
(주)아이디스,143160,Dec-19,3922661,3305340
(주)아이디스,143160,Dec-20,17502288,14296105
(주)아이앤씨테크놀로지,52860,Dec-11,9834428,9834428
(주)아이앤씨테크놀로지,52860,Dec-12,-1516145,-2858096
(주)아이앤씨테크놀로지,52860,Dec-13,-6101621,-9163126
(주)아이앤씨테크놀로지,52860,Dec-14,-9645078,-11653285
(주)아이앤씨테크놀로지,52860,Dec-15,-6219516,-7330264
(주)아이앤씨테크놀로지,52860,Dec-16,988964,479753
(주)아이앤씨테크놀로지,52860,Dec-17,6001155,6933939
(주)아이앤씨테크놀로지,52860,Dec-18,2045920,1828941
(주)아이앤씨테크놀로지,52860,Dec-19,3342861,4303605
(주)아이앤씨테크놀로지,52860,Dec-20,-6337561,-5603390
(주)아이엠비씨,52220,Dec-11,4724478,4724478
(주)아이엠비씨,52220,Dec-12,2601938,2601938
(주)아이엠비씨,52220,Dec-13,3553876,3553876
(주)아이엠비씨,52220,Dec-14,1192708,1146515
(주)아이엠비씨,52220,Dec-15,1673522,536471
(주)아이엠비씨,52220,Dec-16,2589484,1909834
(주)아이엠비씨,52220,Dec-17,194195,143550
(주)아이엠비씨,52220,Dec-18,894631,937817
(주)아이엠비씨,52220,Dec-19,1544521,1726916
(주)아이엠비씨,52220,Dec-20,700121,1118515
(주)아프리카티비,67160,Dec-11,3611652,3567026
(주)아프리카티비,67160,Dec-12,1019746,1019746
(주)아프리카티비,67160,Dec-13,5031604,4435772
(주)아프리카티비,67160,Dec-14,7002323,5561600
(주)아프리카티비,67160,Dec-15,10950305,7634442
(주)아프리카티비,67160,Dec-16,19296962,16020097
(주)아프리카티비,67160,Dec-17,20893080,18322967
(주)아프리카티비,67160,Dec-18,31036176,27123250
(주)아프리카티비,67160,Dec-19,42024821,36725813
(주)아프리카티비,67160,Dec-20,57077737,50413528
(주)안랩,53800,Dec-11,10258030,7983693
(주)안랩,53800,Dec-12,13291083,12828939
(주)안랩,53800,Dec-13,5431159,3943941
(주)안랩,53800,Dec-14,11071399,9019567
(주)안랩,53800,Dec-15,12170117,11961814
(주)안랩,53800,Dec-16,15106992,15243902
(주)안랩,53800,Dec-17,16939039,16742127
(주)안랩,53800,Dec-18,17818507,17701123
(주)안랩,53800,Dec-19,18036355,18423513
(주)안랩,53800,Dec-20,19832099,19977449
(주)안트로젠,65660,Dec-14,-1585661,-1585661
(주)안트로젠,65660,Dec-15,-120728,-120728
(주)안트로젠,65660,Dec-16,120715,120715
(주)안트로젠,65660,Dec-17,195957,195957
(주)안트로젠,65660,Dec-18,-2443212,-2443212
(주)안트로젠,65660,Dec-19,-2907881,-2907881
(주)안트로젠,65660,Dec-20,-3713709,-3713709
(주)액션스퀘어,205500,Dec-14,,
(주)액션스퀘어,205500,Dec-15,-2476847,-2476847
(주)액션스퀘어,205500,Dec-16,-11423453,-11423453
