회사명,거래소코드,회계년도,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용),year,month,label
(주)코미팜,41960,2019-12-01,2001-10-30,,  의료용 물질 및 의약품 제조업,5,1.42,2.77,-13.63,-10.19,-21.54,-3.76,49.36,-7.11,32.17,-65.56,-3.8,-17.52,-25.64,-336.0,610.41,0.27,0.41,0.42,2.79,3.05,11.28,32.36,131.0,119.82,0.0,0.0,0.43,0.74,1.01,151.15,111.62,60.83,64.96,12.63,1146.29,103.37,37.34,60.62,-134.39,-0.11,-0.21,-1.41,-0.38,0.0,0.0,0.0,0.49,-2.85,2019,12,0
(주)코미팜,41960,2020-12-01,2001-10-30,,  의료용 물질 및 의약품 제조업,5,4.71,-2.22,-1.9,-2.97,4.09,-4.76,-86.82,12.79,36.0,-10.65,-1.62,-3.2,-3.77,-44.0,578.95,0.3,0.48,0.48,2.85,3.34,10.59,34.46,128.2,109.41,0.0,0.0,0.46,0.81,1.14,113.57,78.39,38.25,56.1,4.38,1188.35,98.89,36.65,64.06,9453.79,7.75,15.32,119.24,25.44,90.4,9.6,-41.85,0.51,-1.4,2020,12,0
(주)코세스,89890,2011-12-01,2006-11-08,,  기타 기계 및 장비 제조업,5,130.59,64.36,12.1,74.35,31.21,151.19,348.27,126.54,26.0,5.64,14.03,10.26,26.49,514.0,9111.59,1.82,4.7,4.26,6.85,8.33,5.76,63.35,53.3,43.83,0.03,0.11,1.63,3.18,5.93,115.71,63.65,4.37,189.19,8.75,440.07,102.73,64.48,34.58,15112.4,29.5,117.84,979.24,20.6,49.84,50.16,27.36,6.58,22.5,2011,12,0
(주)코세스,89890,2012-12-01,2006-11-08,,  기타 기계 및 장비 제조업,5,4.57,27.12,23.7,-12.82,33.95,-32.94,53.24,-28.09,21.39,8.26,12.51,13.22,30.58,787.0,9528.31,1.6,3.7,3.77,6.01,8.2,6.43,56.74,60.78,44.51,0.02,0.13,1.51,2.78,5.18,125.15,64.77,20.42,88.22,9.97,589.46,94.87,49.6,53.13,19986.88,44.76,113.4,1174.93,26.06,49.15,50.85,31.7,4.87,19.96,2012,12,0
(주)코세스,89890,2013-12-01,2006-11-08,,  기타 기계 및 장비 제조업,5,-55.77,-4.75,12.39,-0.41,-42.51,-13.41,0.0,-25.87,8.89,-31.18,-17.17,-23.73,-56.61,-1314.0,4214.26,0.76,1.82,1.42,3.65,5.61,4.27,85.38,100.1,65.09,0.01,0.2,0.82,1.64,2.99,80.52,47.26,10.93,226.09,-10.43,338.86,185.46,43.12,30.67,-2142.16,-4.82,-12.76,-159.38,-6.31,0.0,0.0,0.0,1.97,-12.97,2013,12,0
(주)코세스,89890,2014-12-01,2006-11-08,,  기타 기계 및 장비 제조업,5,8.75,-8.93,-13.66,-5.69,-63.45,4.82,-18.18,45.24,12.12,-23.46,-7.22,-20.03,-92.93,-1075.0,4582.97,0.85,3.96,1.57,3.8,7.12,3.28,111.31,96.11,51.26,0.03,0.13,0.81,1.88,3.72,72.49,31.0,9.44,741.31,-18.19,123.87,438.06,47.93,11.89,3815.44,9.1,24.95,364.14,10.34,208.89,-108.89,-226.82,2.3,-4.59,2014,12,0
(주)코세스,89890,2015-12-01,2006-11-08,,  기타 기계 및 장비 제조업,5,16.74,-5.83,-12.85,-12.4,-13.71,-11.91,-89.75,-52.12,19.64,-2.06,-0.21,-2.25,-19.1,-110.0,5350.15,1.09,9.27,2.11,5.06,6.14,3.18,114.82,72.1,59.47,0.06,0.12,0.9,2.28,4.14,57.75,39.79,4.09,754.11,-35.26,106.88,442.45,48.2,11.71,9740.01,26.51,67.64,1282.54,22.61,73.71,26.29,-9.11,2.9,-0.18,2015,12,0
(주)코세스,89890,2016-12-01,2006-11-08,,  기타 기계 및 장비 제조업,5,-35.28,-4.89,-2.9,-25.59,-0.37,-49.98,39.44,-6.9,17.63,-4.44,-10.27,-3.86,-28.8,-153.0,3462.6,0.87,6.49,1.49,5.24,5.03,2.78,131.15,69.65,72.51,0.09,0.13,0.71,2.1,3.5,41.88,17.63,4.54,537.88,-44.97,101.73,431.22,32.4,15.68,7417.02,27.13,54.16,1527.74,26.61,82.68,17.32,-16.67,1.98,-4.29,2016,12,0
(주)코세스,89890,2017-12-01,2006-11-08,,  기타 기계 및 장비 제조업,5,46.81,-4.02,1.14,20.85,236.96,61.97,0.0,16.84,27.53,25.78,16.89,34.95,112.67,1252.0,4856.59,1.36,4.37,2.2,7.36,9.73,5.06,72.14,49.6,37.51,0.07,0.08,1.34,3.53,6.77,86.38,50.3,3.53,128.78,-6.85,342.8,129.44,43.42,43.71,16740.83,50.67,127.37,5420.78,40.91,39.72,60.28,63.02,3.05,8.12,2017,12,0
(주)코세스,89890,2018-12-01,2006-11-08,,  기타 기계 및 장비 제조업,5,60.08,138.03,98.34,76.38,45.65,47.78,-13.19,54.05,26.61,13.98,23.9,20.06,51.64,545.0,3887.33,1.43,3.69,2.35,8.61,7.76,9.11,40.08,42.41,47.01,0.02,0.14,1.91,3.69,6.45,129.09,72.89,4.83,177.07,8.2,249.64,176.27,36.38,36.09,23002.02,39.47,73.52,2138.89,35.11,43.17,56.83,39.82,2.95,22.11,2018,12,0
(주)코세스,89890,2019-12-01,2006-11-08,,  기타 기계 및 장비 제조업,5,0.1,0.7,0.09,-7.33,28.81,-20.31,-31.83,-49.47,20.72,9.52,13.73,11.12,25.95,383.0,3891.43,1.17,2.73,1.77,9.44,6.15,13.53,26.97,38.67,59.37,0.01,0.49,1.92,3.44,5.42,122.54,88.71,2.05,99.33,5.75,321.55,136.97,31.29,50.17,19954.79,36.95,63.34,2214.45,30.43,56.64,43.36,31.29,2.09,10.05,2019,12,0
(주)코세스,89890,2020-12-01,2006-11-08,,  기타 기계 및 장비 제조업,5,-2.67,0.31,0.56,34.19,5.75,108.05,1.62,50.67,25.08,9.94,15.12,10.03,22.76,403.0,3787.46,1.01,2.29,1.72,10.92,4.0,15.88,22.98,33.43,91.29,0.01,0.0,1.53,2.45,3.16,200.84,160.69,38.31,152.95,24.35,340.03,130.25,48.51,39.53,20810.44,28.72,65.85,2834.8,32.6,55.96,44.04,30.49,2.02,15.92,2020,12,0
(주)코센,9730,2011-12-01,1990-07-27,,  1차 금속 제조업,6,-8.08,-8.39,-6.2,-12.65,-33.53,-15.56,0.0,-20.78,-3.23,-11.97,-14.59,-16.19,-40.39,-435.0,3595.46,1.35,3.37,4.21,4.99,3.74,4.37,83.48,73.19,97.58,0.01,0.23,1.09,1.99,3.32,104.2,63.98,0.96,191.3,2.68,170.19,97.21,66.63,34.33,-2729.64,-5.51,-23.17,-37.73,-3.8,0.0,0.0,0.0,5.83,-9.21,2011,12,0
(주)코센,9730,2012-12-01,1990-07-27,,  1차 금속 제조업,6,-19.89,-17.07,30.42,-3.18,-25.72,-20.01,-17.92,-15.49,-0.18,-12.26,-6.42,-14.48,-47.64,-296.0,2392.46,1.18,3.88,3.02,4.9,3.82,3.77,96.79,74.52,95.58,0.01,0.2,0.96,1.94,3.21,93.44,55.34,2.18,279.7,-3.86,102.86,170.68,55.05,26.34,565.66,1.18,5.79,10.17,0.98,487.61,-387.61,-1247.7,5.34,-2.47,2012,12,0
(주)코센,9730,2013-12-01,1990-07-27,,  1차 금속 제조업,6,-4.75,7.05,0.47,13.38,49.3,23.92,0.0,22.36,8.99,1.04,4.01,1.11,3.62,19.0,1745.84,1.07,3.48,2.54,4.58,4.08,3.39,107.64,79.67,89.5,0.02,0.19,0.9,1.85,3.12,93.73,55.99,4.84,188.33,-4.03,120.1,114.85,60.17,34.68,5643.04,10.38,53.95,87.74,10.29,53.31,46.69,10.09,5.42,1.77,2013,12,0
(주)코센,9730,2014-12-01,1990-07-27,,  1차 금속 제조업,6,10.59,30.1,14.1,17.83,25.52,20.3,147.4,0.0,8.3,1.99,1.69,1.89,6.03,43.0,1828.15,0.95,2.56,2.45,3.47,4.03,4.28,85.28,105.14,90.49,0.01,0.31,0.85,1.54,2.77,124.11,69.03,1.5,170.67,11.93,140.94,104.4,61.43,36.95,6317.02,9.86,46.42,84.36,10.42,50.76,49.24,19.12,4.45,0.75,2014,12,0
(주)코센,9730,2015-12-01,1990-07-27,,  1차 금속 제조업,6,-4.58,-26.91,-12.09,-8.02,3.6,-5.46,-19.78,0.0,10.33,1.9,3.47,1.87,4.61,34.0,1729.51,0.98,2.36,2.66,3.8,5.23,8.34,43.78,96.17,69.77,0.01,1.45,0.83,1.55,2.63,114.96,67.86,1.35,140.32,8.22,146.48,88.6,63.13,41.61,6411.81,10.88,64.47,124.98,11.09,52.56,47.44,17.16,5.82,1.29,2015,12,0
(주)코센,9730,2016-12-01,1990-07-27,,  1차 금속 제조업,6,-6.74,-10.42,19.72,1.83,-3.03,-8.62,-876.32,-44.96,-0.98,-16.27,-9.99,-14.76,-36.38,-245.0,1442.68,0.91,2.24,2.26,4.57,4.19,5.75,63.51,79.94,87.11,0.01,0.33,0.83,1.52,2.27,130.51,98.31,1.75,152.63,13.24,127.04,109.5,56.66,39.58,-3114.83,-5.19,-34.96,-62.03,-5.77,0.0,0.0,0.0,5.72,-4.3,2016,12,0
(주)코센,9730,2017-12-01,1990-07-27,,  1차 금속 제조업,6,6.17,-8.85,-6.24,-4.73,23.2,-3.57,0.0,23.72,10.11,7.57,2.73,7.4,16.35,112.0,1489.4,0.98,2.16,2.27,6.1,4.02,5.26,69.38,59.8,90.9,0.01,0.21,0.96,1.72,2.39,124.16,84.85,2.19,95.36,11.16,145.94,83.33,57.35,51.19,9920.41,17.35,122.16,226.57,17.32,39.11,60.89,43.69,6.73,0.77,2017,12,0
(주)코센,9730,2018-12-01,1990-07-27,,  1차 금속 제조업,6,-4.51,2.07,-5.89,-2.77,-24.32,-0.45,-338.27,5.48,7.85,-18.89,-0.02,-18.32,-40.18,-250.0,1310.5,0.97,2.13,2.31,5.13,4.31,11.0,33.17,71.16,84.75,0.01,0.0,0.96,1.67,2.48,147.91,98.29,2.51,150.97,19.02,106.13,103.62,58.71,39.85,-4450.53,-8.01,-53.69,-95.21,-8.14,0.0,0.0,0.0,6.67,-0.25,2018,12,0
(주)코센,9730,2019-12-01,1990-07-27,,  1차 금속 제조업,6,6.57,18.1,124.74,51.51,-85.52,0.02,449.79,10.99,9.32,-97.42,-4.72,-81.25,-447.99,-892.0,931.58,0.83,4.6,1.56,5.05,4.85,16.39,22.27,72.32,75.21,0.01,0.0,0.71,1.79,2.76,42.03,26.38,1.73,2526.43,-53.46,9.12,1608.42,38.76,3.81,-41748.02,-49.58,-426.45,-967.0,-71.63,0.0,0.0,0.0,6.45,-0.46,2019,12,0
(주)코센,9730,2020-12-01,1990-07-27,,  1차 금속 제조업,6,-35.45,24.33,-40.43,-36.61,531.55,-30.58,-56.89,-48.94,2.46,-65.07,-8.52,-35.59,-208.76,-1167.0,314.77,0.55,3.21,0.91,4.1,3.9,10.58,34.5,89.03,93.61,0.01,0.0,0.47,1.36,2.04,82.02,59.56,2.69,163.62,-9.31,145.83,151.72,42.45,37.93,-16253.17,-30.45,-133.53,0.0,-43.2,0.0,0.0,0.0,3.43,-1.75,2020,12,0
(주)코스나인,82660,2011-12-01,2005-10-05,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-55.13,6.33,0.02,-27.92,-39.74,-71.61,0.0,-72.68,-8.14,-33.27,-20.98,-20.91,-49.2,-2209.0,6639.59,0.63,1.48,0.89,8.93,9.82,7.77,46.95,40.88,37.16,0.03,0.09,0.78,2.16,2.85,27.35,20.93,5.69,162.1,-40.81,675.33,221.85,15.36,38.15,2305.09,4.12,4.93,18.72,5.49,535.42,-435.42,-605.42,0.92,-9.06,2011,12,0
(주)코스나인,82660,2012-12-01,2005-10-05,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,244.81,32.56,32.65,103.75,51.66,495.58,0.0,747.17,10.48,0.51,4.58,0.86,2.73,96.0,18889.62,1.7,5.39,2.63,15.15,12.21,11.96,30.52,24.1,29.9,0.04,0.06,1.78,4.84,7.12,71.68,47.74,9.09,252.11,-17.74,725.61,194.03,44.89,28.4,13154.38,11.55,21.57,54.23,9.09,39.55,60.45,5.58,2.66,1.68,2012,12,0
(주)코스나인,82660,2013-12-01,2005-10-05,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,127.84,26.96,30.1,60.79,29.73,98.45,811.19,173.68,8.35,2.03,5.92,4.5,17.99,639.0,31191.09,2.22,8.87,4.56,10.33,11.37,8.84,41.31,35.35,32.1,0.04,0.08,1.87,4.32,7.42,79.48,42.88,0.95,336.42,-14.3,776.06,194.59,55.41,22.91,35984.86,19.64,45.91,100.74,10.92,57.95,42.05,18.58,4.68,2.72,2013,12,0
(주)코스나인,82660,2014-12-01,2005-10-05,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,3.22,14.52,11.63,-1.91,26.45,-12.81,-12.41,-18.09,7.64,1.72,6.3,3.23,12.32,550.0,30796.24,1.88,7.16,3.94,8.0,11.35,6.95,52.5,45.62,32.17,0.04,0.08,1.58,3.58,6.48,77.89,44.19,2.79,238.55,-13.98,960.94,171.79,49.26,29.54,47620.87,26.5,53.05,128.94,14.0,58.89,41.11,12.3,4.02,3.38,2014,12,0
(주)코스나인,82660,2015-12-01,2005-10-05,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-22.5,6.78,8.76,7.68,11.49,6.57,-97.85,2.22,6.79,0.36,2.87,0.51,0.22,12.0,22753.1,1.41,4.67,2.77,6.81,10.17,7.15,51.03,53.6,35.89,0.03,0.1,1.3,2.88,5.0,86.93,50.86,7.26,223.19,-7.33,1021.36,165.64,48.75,30.94,39755.35,20.55,41.44,100.68,15.08,68.1,31.9,2.37,2.82,1.46,2015,12,0
(주)코스나인,82660,2016-12-01,2005-10-05,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-21.39,-5.84,4.25,1.95,17.11,-0.47,-5263.18,-6.88,6.88,-3.14,1.24,-3.33,-10.13,-530.0,17887.31,1.06,3.21,2.05,5.48,6.84,5.41,67.44,66.55,53.33,0.02,0.14,1.01,2.2,3.68,81.76,50.02,11.41,184.65,-10.62,689.95,149.18,47.59,35.13,30930.96,15.68,34.18,83.61,14.92,81.75,18.25,-21.04,2.21,0.67,2016,12,0
(주)코스나인,82660,2017-12-01,2005-10-05,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-11.02,-26.79,-27.42,-8.06,-11.53,13.27,354.88,14.91,-0.11,-16.05,-7.38,-15.64,-45.34,-1071.0,9180.87,0.97,2.82,2.07,4.71,4.89,3.41,107.03,77.51,74.66,0.02,0.16,0.88,1.84,3.03,103.07,62.47,1.94,195.81,1.75,303.99,122.38,58.63,33.81,-934.94,-0.52,-1.41,-3.83,-0.51,0.0,0.0,0.0,2.35,-5.44,2017,12,0
(주)코스나인,82660,2018-12-01,2005-10-05,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-52.82,-77.66,-75.82,-56.23,-77.82,-42.41,67.05,-81.63,-6.0,-56.84,-8.43,-37.94,-132.04,-1220.0,2157.04,0.67,2.32,1.87,3.51,3.28,2.31,158.15,103.98,111.41,0.02,0.22,0.55,1.04,1.47,129.61,113.33,2.43,483.7,17.62,64.61,133.42,77.14,17.13,-462.58,-0.58,-3.12,-5.51,-0.53,0.0,0.0,0.0,2.14,-4.62,2018,12,0
(주)코스나인,82660,2019-12-01,2005-10-05,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,133.27,9971.58,665.57,-12.51,-3.27,-80.75,-41.56,0.0,6.76,-157.46,-5.82,-52.06,-210.06,-2956.0,576.45,0.33,1.33,0.78,12.44,2.16,6.42,56.88,29.35,168.83,0.01,0.12,0.3,0.57,0.6,31.45,22.49,0.79,282.97,-43.57,127.89,306.41,19.99,26.11,615.18,1.19,17.04,18.81,3.35,599.95,-499.95,-4698.46,10.07,-1.17,2019,12,0
(주)코스나인,82660,2020-12-01,2005-10-05,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,14.48,599.61,38.13,34.73,40.42,21.09,-60.31,0.0,13.5,-54.58,-2.59,-16.43,-60.44,-493.0,691.6,0.3,1.11,0.37,6.11,5.47,5.43,67.27,59.75,66.78,0.02,0.16,0.46,1.68,2.31,37.64,27.32,13.33,267.44,-29.77,124.94,301.41,17.97,27.22,-769.88,-1.1,-3.05,-25.53,-3.66,0.0,0.0,0.0,0.83,-0.54,2020,12,0
(주)코스메카코리아,241710,2016-12-01,2016-10-28,,  화학물질 및 화학제품 제조업; 의약품 제외,5,66.59,46.25,38.32,104.67,358.51,154.9,128.85,53.73,21.26,6.97,12.45,10.81,18.02,2708.0,38800.95,1.55,2.59,4.6,13.15,6.1,7.66,47.65,27.77,59.8,0.03,0.09,1.52,2.34,2.85,279.54,237.56,137.94,36.44,45.53,3926.56,39.73,70.88,73.29,32719.34,22.87,95.62,284.64,19.81,49.9,50.1,35.16,5.17,32.2,2016,12,0
(주)코스메카코리아,241710,2017-12-01,2016-10-28,,  화학물질 및 화학제품 제조업; 의약품 제외,5,10.38,40.3,45.34,5.6,8.23,-10.72,-13.65,1.18,21.35,5.45,7.77,6.76,9.1,1860.0,34143.79,1.24,1.67,3.57,11.9,5.85,8.2,44.49,30.66,62.44,0.02,0.1,1.39,1.9,2.26,260.8,216.42,110.02,33.13,36.95,4249.76,53.35,59.93,75.12,38367.42,25.4,98.97,254.26,21.04,63.07,36.93,25.89,4.0,113.01,2017,12,0
(주)코스메카코리아,241710,2018-12-01,2016-10-28,,  화학물질 및 화학제품 제조업; 의약품 제외,5,66.34,156.29,218.15,108.55,10.14,35.26,-9.68,206.68,17.14,3.02,4.31,3.93,7.53,840.0,28398.19,1.3,2.13,2.4,9.68,7.26,11.76,31.03,37.7,50.25,0.02,0.19,1.86,2.85,4.04,154.53,94.91,16.8,83.57,13.72,2340.35,112.22,38.87,54.48,65376.56,20.75,56.95,206.89,21.56,70.28,29.72,14.02,3.2,6.52,2018,12,0
(주)코스메카코리아,241710,2019-12-01,2016-10-28,,  화학물질 및 화학제품 제조업; 의약품 제외,5,14.42,6.97,10.31,11.39,2.19,13.07,-45.77,4.25,18.35,1.16,2.49,1.21,3.85,456.0,32492.32,1.04,2.02,1.71,7.19,6.38,10.75,33.94,50.75,57.21,0.01,0.35,1.54,2.66,4.22,126.01,81.18,14.18,103.53,8.14,2391.67,123.22,39.46,49.13,80317.25,22.89,61.48,193.48,23.14,66.21,33.79,5.02,2.46,2.34,2019,12,0
(주)코스메카코리아,241710,2020-12-01,2016-10-28,,  화학물질 및 화학제품 제조업; 의약품 제외,5,-2.29,0.89,-1.55,2.3,1.6,8.19,-46.12,21.38,17.93,1.01,2.81,0.96,2.04,245.0,31746.79,0.96,1.97,1.61,6.22,6.39,10.51,34.74,58.69,57.16,0.01,0.48,1.26,2.35,3.78,105.91,63.65,22.23,108.02,2.33,2429.94,121.21,41.73,48.07,73778.61,20.55,51.98,190.4,21.76,66.98,33.02,4.63,2.31,3.05,2020,12,0
(주)코스온,69110,2011-12-01,2003-10-14,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",6,17.75,-49.71,-53.92,-6.69,0.82,17.41,0.0,158.59,5.64,0.42,2.04,0.57,0.76,4.0,943.62,1.38,1.82,5.39,6.41,6.36,18.9,19.32,56.93,57.41,0.01,0.0,1.4,1.85,2.59,393.19,241.96,48.13,27.46,62.13,103.95,21.27,83.32,78.46,676.11,7.58,48.53,47479.93,5.32,54.98,45.02,7.82,6.1,1.14,2011,12,0
(주)코스온,69110,2012-12-01,2003-10-14,,  도매 및 상품 중개업,6,54.04,-81.75,-74.45,39.08,8.06,61.82,239.9,-0.84,3.6,0.92,1.3,1.69,2.47,13.0,1453.55,1.84,2.69,20.95,6.88,9.94,27.92,13.07,53.08,36.71,0.01,0.0,1.81,2.01,2.84,3759.04,2873.04,1122.38,64.04,94.36,112.33,5.03,96.93,60.96,483.52,3.9,190.22,21898.34,2.47,34.5,65.5,37.16,23.76,0.83,2012,12,0
(주)코스온,69110,2013-12-01,2003-10-14,,  도매 및 상품 중개업,6,-45.89,3292.4,2527.75,86.12,34.43,8.91,0.0,-12.22,11.22,-25.18,-1.32,-15.02,-30.08,-200.0,786.51,0.6,1.19,2.04,3.98,4.66,29.88,12.21,91.72,78.3,0.01,0.0,0.75,0.84,1.07,464.4,376.18,194.3,127.12,44.51,146.96,98.3,56.72,44.03,-744.41,-3.22,-44.0,-75.16,-7.03,0.0,0.0,0.0,2.39,-0.37,2013,12,0
(주)코스온,69110,2014-12-01,2003-10-14,,  도매 및 상품 중개업,6,150.05,23.82,45.66,75.5,131.81,98.26,0.0,115.41,24.32,2.02,6.86,1.68,3.17,37.0,1659.55,0.83,1.57,2.16,6.75,3.49,12.43,29.36,54.08,104.71,0.01,0.0,1.1,1.36,1.7,419.39,332.82,146.1,71.95,48.8,295.37,61.77,64.08,58.16,4926.3,12.16,46.41,147.03,18.6,42.52,57.48,10.84,2.74,1.69,2014,12,0
(주)코스온,69110,2015-12-01,2003-10-14,,  화학물질 및 화학제품 제조업; 의약품 제외,6,133.81,42.45,57.11,82.56,114.96,96.83,749.87,88.43,26.83,7.33,12.15,7.93,12.23,274.0,3623.65,1.08,1.67,3.31,8.01,3.77,9.78,37.32,45.56,96.74,0.01,0.5,1.23,1.61,2.01,297.09,238.38,88.83,46.03,45.83,569.95,45.14,69.09,68.48,12498.05,16.89,82.61,212.81,20.18,38.88,61.12,36.3,4.78,8.18,2015,12,0
(주)코스온,69110,2016-12-01,2003-10-14,,  화학물질 및 화학제품 제조업; 의약품 제외,6,34.15,44.93,58.11,37.66,21.03,28.51,51.92,0.0,25.38,8.17,7.93,6.67,11.43,397.0,4564.18,0.82,1.35,2.3,3.46,2.79,8.6,42.43,105.52,130.92,0.01,0.0,0.85,1.26,1.99,206.49,130.99,23.6,66.09,33.26,662.88,58.97,64.49,60.21,8278.98,8.13,37.86,96.37,9.97,0.0,0.0,82.01,3.77,9.32,2016,12,0
(주)코스온,69110,2017-12-01,2003-10-14,,  화학물질 및 화학제품 제조업; 의약품 제외,6,20.97,42.97,44.08,36.92,17.24,32.97,-83.52,42.14,20.71,1.59,4.21,1.32,1.73,64.0,5357.16,0.83,1.51,2.28,3.46,3.59,9.16,39.86,105.61,101.79,0.01,0.0,0.91,1.31,2.12,244.28,148.81,16.52,93.35,37.0,751.97,72.24,62.64,51.72,17956.61,12.88,60.22,182.32,17.87,57.39,42.61,8.9,3.75,2.43,2017,12,0
(주)코스온,69110,2018-12-01,2003-10-14,,  화학물질 및 화학제품 제조업; 의약품 제외,6,9.81,109.05,75.72,58.82,53.99,48.74,-283.59,-6.0,20.05,-0.9,2.28,-0.55,-2.32,-131.0,5754.14,0.61,1.2,1.54,3.33,3.45,8.41,43.42,109.53,105.82,0.01,0.0,0.63,1.02,1.46,135.23,101.83,30.29,97.01,15.28,980.74,81.44,58.66,50.76,18903.94,8.54,66.64,204.79,17.13,61.39,38.61,-5.24,2.27,1.04,2018,12,0
(주)코스온,69110,2019-12-01,2003-10-14,,  화학물질 및 화학제품 제조업; 의약품 제외,6,-0.97,67.65,57.69,8.36,-2.83,-26.4,154.69,-20.25,18.0,-4.73,0.47,-2.24,-4.95,-303.0,4920.3,0.47,0.99,0.93,3.79,3.83,8.07,45.25,96.33,95.41,0.01,0.0,0.52,0.97,1.3,95.55,69.97,12.53,122.33,-1.86,953.0,133.75,39.84,44.98,16129.39,6.72,36.15,173.04,14.76,84.44,15.56,-32.05,1.24,0.13,2019,12,0
(주)코스온,69110,2020-12-01,2003-10-14,,  화학물질 및 화학제품 제조업; 의약품 제외,6,-15.92,-59.15,-19.1,-17.36,-15.89,-14.73,564.63,-58.48,2.34,-38.75,-6.25,-16.25,-36.24,-1857.0,4137.04,0.42,0.93,0.7,5.07,6.75,6.5,56.12,71.93,54.08,0.01,0.19,0.5,1.04,1.3,92.01,80.02,2.45,119.94,-3.57,703.3,129.53,41.11,45.47,-7808.55,-3.94,-22.26,-122.37,-8.5,0.0,0.0,0.0,1.18,-1.58,2020,12,0
(주)코썬바이오,204990,2016-12-01,2016-12-09,,  식료품 제조업,6,10.89,1.33,1.29,56.74,70.99,73.3,-15.4,-13.14,44.43,23.59,19.72,16.31,19.03,336.0,1422.42,0.69,0.81,3.83,20.68,2.5,11.99,30.45,17.65,146.12,0.01,0.09,0.74,0.84,0.88,953.32,924.81,391.03,12.88,76.2,411.85,16.78,85.13,88.59,13015.43,25.76,188.76,402.86,45.48,31.51,68.49,51.88,4.18,-592.1,2016,12,0
(주)코썬바이오,204990,2017-12-01,2016-12-09,,  식료품 제조업,6,-10.35,5.47,956.78,153.36,154.93,13.06,0.0,0.0,49.47,-28.66,-1.51,-5.74,-6.44,-297.0,810.61,0.2,0.22,0.32,10.21,0.7,20.16,18.1,35.74,523.66,0.0,0.0,0.44,0.53,0.56,527.45,500.21,57.7,12.18,30.79,721.19,69.56,37.99,89.14,-128.16,-0.1,-1.82,-4.29,-0.5,0.0,0.0,0.0,3.53,-1441.11,2017,12,0
(주)코썬바이오,204990,2018-12-01,2016-12-09,,  식료품 제조업,6,-62.82,-7.75,-49.34,-48.83,-52.44,-47.99,710.53,-4.67,33.87,-624.9,-24.78,-61.59,-70.79,-1891.0,301.38,0.1,0.11,0.16,3.89,0.35,9.4,38.82,93.88,1044.12,0.0,0.0,0.21,0.26,0.28,363.46,329.06,41.26,20.7,27.99,343.03,74.1,38.61,82.85,-53299.96,-81.35,-794.46,-2170.59,-558.78,0.0,0.0,0.0,1.36,-230.74,2018,12,0
(주)코썬바이오,204990,2019-12-01,2016-12-09,,  식료품 제조업,6,-71.74,-8.11,-71.05,-77.38,-90.99,-83.9,-15.93,-61.24,-108.06,-1859.15,-71.19,-125.28,-170.24,-1581.0,85.17,0.07,0.09,0.13,1.62,0.19,3.11,117.23,224.98,1893.16,0.0,0.0,0.1,0.14,0.16,60.11,49.32,6.04,203.18,-23.26,30.48,196.93,35.05,32.98,-46397.81,-314.34,-752.6,-3752.24,-1721.3,0.0,0.0,0.0,0.42,-104.45,2019,12,0
(주)코아시아,45970,2011-12-01,2000-08-03,,  전문 서비스업,5,4.93,12.64,9.45,6.63,1.62,5.43,-87.58,30.22,0.0,0.76,2.93,0.76,1.01,75.0,17062.31,1.01,2.28,3.35,8.76,4.76,11.57,31.53,41.67,76.75,0.01,0.52,0.84,1.45,1.74,131.98,107.89,18.8,129.77,16.81,1487.85,70.31,69.4,43.52,4331.89,1.88,7.58,13.65,1.92,0.0,0.0,39.35,3.9,1.18,2011,12,0
