회사명,거래소코드,회계년도,상장일,상장폐지일,산업명,소속코드,[제조]매출액증가율,[제조]유형자산증가율,[제조]비유동자산증가율,[제조]총자본증가율,[제조]자기자본증가율,[제조]유동자산증가율,[제조]순이익증가율,[제조]재고자산증가율,[제조]매출액총이익률,[제조]매출액순이익률,[제조]총자본사업이익률,[제조]총자본순이익률,[제조]자기자본순이익률,[제조]1주당순이익,[제조]1주당매출액,[제조]총자본회전률,[제조]자기자본회전률,[제조]비유동자산회전률,[제조]재고자산회전률,[제조]매출채권회전률,[제조]매입채무회전률,[제조]매입채무회전기간,[제조]재고자산회전기간,[제조]매출채권회전기간,[제조]1회전기간,[제조]운전자본회전률,[제조]순운전자본회전률,[제조]유동자산회전률,[제조]당좌자산회전률,[제조]유동비율,[제조]당좌비율,[제조]현금비율,[제조]부채비율,[제조]순운전자본비율,[제조]자기자본배율,[제조]비유동비율,[제조]유동자산구성비율,[제조]자기자본구성비율,[제조]부가가치,[제조]총자본투자효율,[제조]설비투자효율,[제조]기계투자효율,[제조]부가가치율,[제조]노동소득분배율,[제조]자본분배율,[제조]이윤분배율,[제조]유형자산회전율,[제조]이자보상배율(이자비용),year,month,label
(주)대호특수강,21040,2019-12-01,1996-08-27,,  1차 금속 제조업,5,-2.71,-3.47,-5.53,-5.89,-0.38,-6.18,-67.39,-11.28,6.49,0.34,3.01,0.45,0.96,10.0,2639.5,1.34,2.82,2.98,6.88,3.95,14.39,25.37,53.04,92.48,0.01,0.0,1.5,2.43,3.75,169.87,111.72,7.95,105.15,22.64,186.55,92.21,55.05,48.74,28821.64,19.47,56.84,207.16,14.12,70.02,29.98,2.41,3.96,1.93,2019,12,0
(주)대호특수강,21040,2020-12-01,1996-08-27,,  1차 금속 제조업,5,-30.62,-6.56,-24.23,-20.09,-29.28,-16.7,0.0,-29.88,0.96,-18.71,-6.46,-19.91,-43.03,-366.0,1831.36,1.06,2.3,2.42,5.97,3.2,10.55,34.61,61.13,113.99,0.01,0.0,1.14,1.9,2.78,131.52,93.62,14.47,131.81,13.75,131.94,98.78,57.39,43.14,-2751.29,-2.33,-5.81,-23.77,-1.94,0.0,0.0,0.0,2.89,-4.37,2020,12,0
(주)더 미동,161570,2013-12-01,2013-11-13,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-1.09,8.45,-3.46,67.33,112.26,72.22,-49.93,0.0,16.86,8.92,10.66,10.32,11.62,518.0,4653.29,1.16,1.3,31.07,41.06,12.84,13.52,27.0,8.89,28.43,0.1,0.02,1.08,1.2,1.24,915.91,889.11,14.16,12.67,85.77,714.09,4.2,96.28,88.75,5438.62,15.02,3010.13,0.0,12.99,30.24,69.76,68.68,231.79,449.88,2013,12,0
(주)더 미동,161570,2014-12-01,2013-11-13,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-12.23,124.99,28.92,5.18,4.46,4.26,-52.33,-0.18,16.08,4.84,4.0,4.79,5.42,198.0,4084.23,0.99,1.12,23.82,36.08,10.73,10.79,33.84,10.12,34.03,0.1,0.03,0.93,1.03,1.06,842.49,818.89,51.31,13.44,84.11,745.91,5.18,95.44,88.15,3447.03,9.05,847.96,6364.41,9.38,67.19,32.81,51.65,125.2,92.13,2014,12,0
(주)더 미동,161570,2015-12-01,2013-11-13,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,10.76,-35.42,-1.53,53.34,33.19,55.97,-66.83,52.11,10.75,1.45,1.14,1.22,1.51,62.0,4225.62,0.84,1.04,23.61,31.73,12.24,13.34,27.35,11.5,29.81,0.07,0.03,0.81,0.88,0.9,1541.8,1499.68,124.68,30.61,90.77,698.54,3.83,97.07,76.56,2534.41,4.34,965.41,7987.44,6.22,90.66,9.34,23.3,121.71,40.46,2015,12,0
(주)더 미동,161570,2016-12-01,2013-11-13,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-29.08,-4.2,534.66,-8.46,10.48,-24.85,-624.66,-31.08,3.59,-10.73,-9.49,-5.54,-6.59,-242.0,2255.68,0.52,0.61,4.59,22.08,8.92,13.77,26.51,16.53,40.92,0.03,0.06,0.54,0.58,0.6,1048.0,1021.75,589.29,8.23,72.08,716.23,21.99,79.68,92.4,-2009.09,-3.76,-798.84,-9464.78,-6.96,0.0,0.0,0.0,112.34,-4728.83,2016,12,0
(주)더 미동,161570,2017-12-01,2013-11-13,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-2.48,-61.26,-2.24,-11.96,-10.06,-14.44,15.62,-71.28,9.1,-12.72,-5.9,-7.13,-7.64,-260.0,2041.61,0.56,0.6,2.62,41.0,8.78,17.62,20.71,8.9,41.57,0.03,0.03,0.66,0.71,0.73,1382.25,1370.63,878.0,5.93,71.84,644.2,23.9,77.44,94.4,-1547.71,-3.29,-1588.59,-18394.42,-5.5,0.0,0.0,0.0,161.39,-171.6,2017,12,0
(주)더 미동,161570,2018-12-01,2013-11-13,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,-30.38,52.24,-40.46,-27.82,-27.67,-24.14,250.07,54.29,5.64,-63.97,-4.94,-30.95,-32.76,-922.0,1421.35,0.48,0.51,2.31,50.3,7.04,19.5,18.72,7.26,51.83,0.02,0.03,0.57,0.61,0.62,1505.73,1479.98,723.41,5.71,75.99,465.94,19.67,81.39,94.59,-11342.99,-33.39,-7647.49,-205451.78,-57.86,0.0,0.0,0.0,159.54,-23.55,2018,12,0
(주)더 미동,161570,2019-12-01,2013-11-13,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,26.94,4369.0,190.17,3.37,-10.5,-39.33,-73.94,260.37,5.11,-13.41,-7.71,-9.66,-10.73,-240.0,1804.2,0.72,0.82,2.02,22.86,7.73,19.76,18.47,15.97,47.21,0.02,0.09,0.94,1.12,1.18,251.82,226.23,121.3,23.41,28.8,417.01,64.46,47.76,81.03,-1501.67,-4.28,-578.81,-5855.62,-6.03,0.0,0.0,0.0,7.34,-22.62,2019,12,0
(주)더 미동,161570,2020-12-01,2013-11-13,,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5,8.48,19.62,-51.42,-37.12,-37.84,-21.49,111.62,-18.86,5.94,-25.62,-14.86,-24.19,-29.66,-509.0,1957.26,0.94,1.17,1.98,17.49,12.21,13.68,26.69,20.87,29.89,0.04,0.06,1.32,1.8,2.01,313.38,280.47,125.92,23.51,40.61,259.22,49.84,59.64,80.97,-4534.81,-20.54,-2944.79,-2099448.32,-16.8,0.0,0.0,0.0,3.71,-29.22,2020,12,0
(주)더네이쳐홀딩스,298540,2020-12-01,2020-07-27,,  소매업; 자동차 제외,5,23.6,448.39,277.15,93.54,118.3,55.89,150.16,18.0,68.06,13.88,28.23,20.61,33.66,6069.0,47050.43,1.48,2.42,5.36,5.21,12.22,21.92,16.65,70.1,29.87,0.01,0.0,1.48,2.05,3.39,297.04,193.05,146.53,56.97,44.34,4528.24,52.06,66.84,63.71,82662.35,31.98,119.43,991.5,28.42,15.47,84.53,48.86,6.42,126.09,2020,12,0
(주)더블유아이,73570,2011-12-01,2004-01-06,,  기타 기계 및 장비 제조업,5,-34.46,16.23,17.27,-15.92,-1.7,-30.37,-42.17,-26.83,7.26,2.15,2.02,1.18,2.39,95.0,4050.61,0.55,1.09,1.54,3.84,10.21,37.42,9.75,94.94,35.74,0.01,0.0,0.5,0.86,1.1,131.15,101.02,0.71,82.2,13.7,735.63,77.07,57.7,54.88,7303.88,8.42,257.08,426.15,13.97,44.28,55.72,15.37,19.79,0.05,2011,12,0
(주)더블유아이,73570,2012-12-01,2004-01-06,,  기타 기계 및 장비 제조업,5,-58.01,-20.99,-9.05,-8.24,-23.49,-7.65,0.0,-50.12,-21.14,-54.49,-10.38,-14.39,-28.55,-1013.0,1700.99,0.26,0.52,0.63,2.55,5.58,30.4,12.01,143.17,65.36,0.01,0.0,0.25,0.46,0.56,109.79,96.17,24.36,118.98,5.18,562.8,91.81,58.08,45.67,-7423.34,-9.33,-330.69,-562.97,-33.8,0.0,0.0,0.0,8.64,-4.74,2012,12,0
(주)더블유아이,73570,2013-12-01,2004-01-06,,  기타 기계 및 장비 제조업,5,334.47,8132.48,545.28,234.36,-43.58,9.91,36.7,1.69,4.24,-27.13,-5.98,-14.98,-57.57,-1416.0,7390.35,0.55,1.63,0.77,16.5,73.93,31.5,11.59,22.12,4.94,0.06,0.02,0.72,1.97,2.23,40.76,36.08,8.76,229.06,-27.75,317.54,266.24,19.09,30.39,39929.98,15.01,21.83,28.27,41.85,48.66,51.34,-64.84,1.02,-1.94,2013,12,0
(주)더블유아이,73570,2014-12-01,2004-01-06,,  기타 기계 및 장비 제조업,5,615.81,115.91,-16.39,-29.26,-84.58,-54.96,13.67,52.91,9.6,-21.83,-5.69,-61.59,-186.55,-1515.0,8853.47,2.82,8.55,3.94,30.3,85.83,48.5,7.53,12.04,4.25,0.11,0.01,3.01,9.95,14.82,24.9,8.98,0.32,839.13,-64.07,52.67,739.59,21.25,10.65,34467.67,99.09,648.11,2965.3,29.1,70.93,29.07,-75.01,30.44,-0.44,2014,12,0
(주)더블유아이,73570,2015-12-01,2004-01-06,,  기타 기계 및 장비 제조업,5,-87.2,-7.44,-28.15,-35.24,313.1,-61.52,-96.02,-95.76,16.71,-4.88,0.85,-2.58,-7.78,-62.0,1262.88,0.53,1.6,0.64,6.16,9.72,6.48,56.32,59.29,37.56,0.02,0.11,0.65,2.96,5.71,43.54,40.47,3.89,47.21,-16.37,216.58,128.63,12.62,67.93,4839.42,21.48,109.42,479.49,31.91,97.19,2.81,-15.28,2.96,0.18,2015,12,0
(주)더블유아이,73570,2016-12-01,2004-01-06,,  기타 기계 및 장비 제조업,5,-68.58,40.52,56.33,79.95,-12.45,243.47,0.0,0.0,-14.64,-237.11,-11.61,-27.87,-93.49,-742.0,251.82,0.12,0.36,0.15,165.38,5.19,12.9,28.28,2.21,70.33,0.02,0.01,0.13,0.49,0.49,37.68,37.57,3.98,202.58,-39.86,127.73,229.67,24.1,33.05,-9241.22,-22.8,-133.59,-265.23,-193.94,0.0,0.0,0.0,0.69,-4.46,2016,12,0
(주)더블유아이,73570,2017-12-01,2004-01-06,,  기타 기계 및 장비 제조업,5,153.36,10.6,-34.62,-24.48,90.08,7.48,-9.83,0.0,11.1,-89.82,-13.53,-30.48,-58.13,-2127.0,537.92,0.34,0.65,0.47,838.04,14.36,24.08,15.16,0.44,25.42,0.09,0.0,0.47,1.19,1.19,222.06,222.06,130.59,29.57,18.85,497.98,85.14,34.29,77.18,-5753.91,-18.8,-75.45,-156.88,-47.66,0.0,0.0,0.0,1.66,-4.07,2017,12,0
(주)더블유아이,73570,2018-12-01,2004-01-06,,  기타 기계 및 장비 제조업,5,59.68,41.65,34.74,204.39,47.08,529.51,57.06,0.0,46.78,-87.6,-9.37,-27.28,-56.39,-1563.0,1896.42,0.31,0.53,0.82,5.52,1.68,6.91,52.8,66.07,216.96,0.0,3.41,0.33,0.5,0.55,187.19,167.42,73.34,88.14,33.03,487.06,54.72,70.91,53.15,-9902.21,-10.63,-91.38,-298.53,-51.37,0.0,0.0,0.0,2.09,-4.63,2018,12,0
(주)더블유아이,73570,2019-12-01,2004-01-06,,  기타 기계 및 장비 제조업,5,489.31,5.35,-13.72,4.62,8.17,24.78,0.0,0.0,31.75,5.83,2.21,2.71,3.82,0.0,1733.74,0.47,0.65,0.98,10.67,14.29,44.14,8.27,34.19,25.55,0.02,0.0,0.59,0.89,0.97,221.76,188.46,79.87,38.38,31.2,535.99,59.75,56.82,72.26,5327.31,10.09,103.01,412.1,22.15,39.42,60.58,26.3,4.77,0.81,2019,12,0
(주)더블유아이,73570,2020-12-01,2004-01-06,,  기타 기계 및 장비 제조업,5,5.5,52.46,-5.27,-4.19,2.87,-3.37,0.0,11.24,34.83,-12.89,1.43,-6.33,-8.45,-44.0,1593.22,0.49,0.66,1.14,5.33,10.58,54.19,6.74,68.47,34.49,0.01,0.0,0.63,0.86,1.03,339.13,280.5,128.99,28.89,40.41,517.69,55.02,57.31,77.59,4597.74,9.09,58.31,270.7,18.12,84.61,15.39,-71.14,3.89,0.18,2020,12,0
(주)덕산테코피아,317330,2019-12-01,2019-08-02,,  화학물질 및 화학제품 제조업; 의약품 제외,5,-12.82,35.68,73.81,86.13,136.66,110.48,-40.75,13.71,41.89,18.0,11.47,9.11,10.78,696.0,4089.88,0.51,0.6,0.8,5.05,8.6,42.08,8.67,72.23,42.42,0.01,0.0,1.08,1.39,1.92,624.78,489.96,103.05,9.41,31.91,1580.1,67.85,37.99,91.4,30180.5,19.0,50.98,106.85,48.81,36.42,63.58,36.88,0.97,67.11,2019,12,0
(주)덕산테코피아,317330,2020-12-01,2019-08-02,,  화학물질 및 화학제품 제조업; 의약품 제외,5,26.75,13.11,7.79,7.3,8.83,6.49,14.52,0.0,37.59,16.12,8.87,7.41,8.11,695.0,4264.97,0.46,0.5,0.74,5.0,9.36,34.6,10.55,73.05,39.0,0.01,0.0,1.06,1.22,1.61,674.49,509.85,65.96,7.87,32.11,1711.21,67.2,37.7,92.71,34184.02,20.06,45.82,99.36,43.61,38.11,61.89,36.96,0.95,284.12,2020,12,0
(주)덕신하우징,90410,2014-12-01,2014-08-01,,  금속가공제품 제조업; 기계 및 가구 제외,5,-13.2,17.97,21.62,7.67,82.89,-2.48,-40.56,-1.61,21.38,7.68,14.04,8.89,12.96,1019.0,13277.75,1.16,1.69,2.58,8.64,3.18,17.36,21.02,42.27,114.66,0.01,0.0,1.44,2.1,2.78,430.34,325.14,21.23,16.87,40.25,1734.83,55.59,52.43,85.57,21910.21,26.98,70.44,402.27,24.17,42.68,57.32,31.79,2.97,21.83,2014,12,0
(주)덕신하우징,90410,2015-12-01,2014-08-01,,  금속가공제품 제조업; 기계 및 가구 제외,5,15.72,17.61,18.68,20.88,-1.78,22.87,-83.73,0.0,16.01,1.08,3.33,1.15,1.66,142.0,13092.39,1.07,1.54,2.29,7.77,3.47,49.22,7.42,46.95,105.32,0.01,0.0,1.34,2.0,2.7,199.97,148.4,17.71,43.82,26.64,1704.0,67.17,53.3,69.53,18302.3,18.64,54.95,244.86,17.45,73.68,26.32,6.19,2.7,33.43,2015,12,0
(주)덕신하우징,90410,2016-12-01,2014-08-01,,  금속가공제품 제조업; 기계 및 가구 제외,5,15.96,25.68,21.7,13.3,-20.27,5.93,-1175.77,32.18,4.0,-10.02,-10.05,-11.64,-19.87,-1579.0,15181.53,1.16,1.98,2.39,7.77,3.89,37.61,9.71,47.0,93.86,0.01,0.0,1.3,2.26,3.18,104.16,70.64,4.34,104.37,1.99,1358.67,102.52,49.83,48.93,6023.29,5.41,15.32,56.39,4.95,250.52,-150.52,-202.37,2.77,-15.9,2016,12,0
(주)덕신하우징,90410,2017-12-01,2014-08-01,,  금속가공제품 제조업; 기계 및 가구 제외,5,3.5,-2.93,-1.92,-4.15,14.53,-6.39,0.0,-12.15,15.59,6.92,7.62,8.0,14.93,227.0,15712.41,1.16,2.16,2.28,7.52,3.86,29.09,12.55,48.57,94.58,0.01,0.0,1.24,2.35,3.41,123.99,86.55,7.15,71.05,9.42,1556.02,87.8,48.67,58.46,27314.53,25.62,59.91,269.07,21.7,50.99,49.01,31.9,2.61,9.91,2017,12,0
(주)덕신하우징,90410,2018-12-01,2014-08-01,,  금속가공제품 제조업; 기계 및 가구 제외,5,7.53,-2.16,3.05,10.46,15.65,18.27,-1.67,0.93,16.75,6.33,9.71,7.64,12.75,223.0,3379.02,1.21,2.01,2.44,8.6,4.61,27.31,13.36,42.44,79.12,0.01,0.0,1.43,2.39,3.31,178.77,132.71,26.01,63.37,22.96,1799.54,78.24,52.11,61.21,28886.92,24.53,68.06,332.15,21.34,53.49,46.51,29.66,2.88,10.37,2018,12,0
(주)덕신하우징,90410,2019-12-01,2014-08-01,,  금속가공제품 제조업; 기계 및 가구 제외,5,10.08,19.67,19.5,-0.2,0.79,-18.3,-82.66,15.9,12.37,1.0,2.49,1.26,2.05,39.0,3719.59,1.27,2.06,2.41,8.73,6.03,21.14,17.27,41.82,60.55,0.01,0.0,1.61,2.67,3.85,128.84,81.75,18.64,61.76,9.55,1813.77,92.75,42.66,61.82,22843.36,19.44,53.38,299.75,15.33,75.73,24.27,6.51,2.92,2.49,2019,12,0
(주)덕신하우징,90410,2020-12-01,2014-08-01,,  금속가공제품 제조업; 기계 및 가구 제외,5,-17.33,4.01,2.69,5.84,-1.13,10.07,0.0,-48.75,3.82,-6.4,-6.69,-6.52,-10.92,-188.0,2810.77,1.02,1.71,1.8,8.89,5.51,16.62,21.96,41.07,66.21,0.01,0.0,1.37,2.34,3.17,153.07,127.02,26.16,73.17,15.38,1558.78,96.34,44.37,57.75,9575.18,7.7,16.59,124.88,7.77,132.66,-32.66,-82.38,2.17,-11.37,2020,12,0
(주)데이타솔루션,263800,2017-12-01,2017-08-03,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,-10.69,76.13,8.49,56.59,65.19,74.22,-71.01,95.16,15.14,0.98,1.22,1.74,3.77,66.0,7503.13,1.77,3.83,8.13,10.45,7.08,7.73,47.21,34.93,51.59,0.03,0.1,1.38,2.26,2.89,158.77,122.96,34.94,112.01,30.14,381.1,39.38,81.42,47.17,16864.64,27.18,1800.07,0.0,18.73,68.28,31.72,5.25,122.61,2.37,2017,12,0
(주)데이타솔루션,263800,2018-12-01,2017-08-03,,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",5,8.97,-22.44,-17.66,-14.78,-11.83,-14.13,0.0,-63.71,9.25,-4.07,-5.66,-6.96,-14.52,-256.0,6284.68,1.71,3.56,9.34,12.64,4.97,5.83,62.61,28.89,73.41,0.03,0.08,1.29,2.09,2.5,162.02,146.58,34.39,104.9,31.41,328.33,36.78,82.05,48.8,13556.08,25.64,1865.6,0.0,13.82,99.57,0.43,-29.49,117.96,-9.93,2018,12,0
(주)데이타솔루션,263800,2019-12-01,2017-08-03,,  도매 및 상품 중개업,5,3.11,78.99,11.69,19.15,-0.84,20.78,-83.24,97.95,13.58,-0.66,1.16,-1.16,-2.61,-43.0,6436.3,1.75,3.94,10.07,16.42,5.14,6.25,58.42,22.23,71.07,0.03,0.07,1.27,2.11,2.42,141.08,119.04,53.96,146.19,24.22,324.55,41.43,83.17,40.62,15257.31,24.22,1173.08,0.0,15.08,81.16,18.84,-4.39,99.81,1.04,2019,12,0
(주)데이타솔루션,263800,2020-12-01,2017-08-03,,  도매 및 상품 중개업,5,-8.34,99.43,14.56,13.25,3.24,12.99,0.0,-69.48,14.1,0.54,1.02,0.75,1.93,32.0,5868.03,1.38,3.57,8.15,17.36,3.65,3.86,94.51,21.03,100.1,0.04,0.06,0.97,1.66,1.84,136.36,130.61,33.9,170.06,22.13,333.16,45.97,82.98,37.03,17260.33,24.19,665.43,0.0,18.61,73.22,26.78,2.91,47.62,2.34,2020,12,0
(주)데코앤이,17680,2011-12-01,1993-09-03,2019-11-20,"  의복, 의복 액세서리 및 모피제품 제조업",4,51.1,-8.47,-17.04,-19.88,-6.62,-20.27,-92.78,-15.66,44.26,-0.65,2.43,-0.96,-6.84,-68.0,3815.03,1.48,10.52,12.14,2.85,8.75,5.45,66.99,128.07,41.74,0.01,0.16,0.9,1.68,4.1,113.0,44.24,8.26,556.03,10.08,70.05,81.33,87.6,15.24,24616.4,21.46,394.49,2066868.41,12.92,60.51,39.49,-5.03,29.17,0.58,2011,12,0
(주)데코앤이,17680,2012-12-01,1993-09-03,2019-11-20,"  의복, 의복 액세서리 및 모피제품 제조업",4,-12.85,-13.39,-2.93,-22.34,0.44,-25.08,44.24,-18.44,49.39,-1.08,-2.89,-1.75,-10.19,-65.27,3324.76,1.63,9.47,11.84,2.99,8.72,5.31,68.76,122.07,41.84,0.01,0.16,1.01,1.89,5.13,116.01,39.16,5.23,407.26,11.66,70.36,78.61,84.5,19.71,22473.64,25.22,415.85,2270065.03,13.54,63.36,36.64,-7.95,28.51,-1.09,2012,12,0
(주)데코앤이,17680,2013-12-01,1993-09-03,2019-11-20,"  의복, 의복 액세서리 및 모피제품 제조업",4,-20.09,-40.18,49.1,9.48,80.06,2.21,0.0,-19.21,48.56,10.56,-4.95,15.01,56.95,357.0,2656.89,1.42,5.39,7.71,2.94,8.82,6.8,53.68,124.06,41.4,0.01,0.2,0.96,1.74,4.27,128.12,61.03,10.95,208.41,17.32,126.7,65.09,78.89,32.42,34682.15,35.56,1072.73,406828.76,26.15,32.04,67.96,40.38,30.71,-1.81,2013,12,0
(주)데코앤이,17680,2014-12-01,1993-09-03,2019-11-20,"  의복, 의복 액세서리 및 모피제품 제조업",4,-19.24,-56.99,-21.05,-45.09,-17.77,-51.52,0.0,-43.97,41.79,-6.07,-10.4,-8.61,-22.57,-190.0,2145.68,1.42,3.72,5.82,3.41,11.69,8.06,45.3,107.12,31.23,0.01,0.14,1.08,1.88,4.17,160.09,63.21,18.53,105.97,26.14,104.18,62.5,69.66,48.55,7446.39,13.9,535.56,16198.36,6.95,118.08,-18.08,-87.36,46.34,-7.23,2014,12,0
(주)데코앤이,17680,2015-12-01,1993-09-03,2019-11-20,"  의복, 의복 액세서리 및 모피제품 제조업",4,-40.55,-1.39,-7.02,1.33,22.98,4.97,-33.07,13.51,53.57,-6.84,-5.8,-8.07,-15.02,-74.0,1066.39,1.18,2.2,4.06,2.64,11.02,7.41,49.23,138.15,33.13,0.01,0.16,1.05,1.67,4.51,184.0,63.59,21.51,69.71,32.94,106.5,47.25,72.16,58.92,7094.17,13.07,517.42,6070.24,11.14,103.0,-3.0,-61.37,46.13,-2.95,2015,12,0
(주)데코앤이,17680,2016-12-01,1993-09-03,2019-11-20,"  의복, 의복 액세서리 및 모피제품 제조업",4,-13.01,65.34,9.52,-2.29,7.77,-6.84,99.32,-25.4,47.76,-15.66,-14.53,-16.17,-26.12,-126.0,805.2,1.03,1.67,3.5,2.48,11.15,12.43,29.37,147.42,32.75,0.01,0.84,0.97,1.46,3.59,209.93,99.92,49.44,53.88,36.02,100.19,48.02,68.79,64.99,3864.79,7.29,170.48,2941.19,6.98,213.94,-113.94,-224.54,30.46,-7.42,2016,12,0
(주)데코앤이,17680,2017-12-01,1993-09-03,2019-11-20,"  의복, 의복 액세서리 및 모피제품 제조업",4,-15.44,-29.38,51.83,5.67,-16.34,-15.27,145.33,-26.93,47.23,-45.45,-17.28,-39.04,-67.27,-296.0,657.06,0.86,1.48,2.25,2.83,9.67,12.44,29.33,128.9,37.73,0.01,16.02,0.84,1.39,2.73,117.38,64.33,34.02,94.34,8.17,62.8,87.14,55.16,51.46,-10005.99,-17.86,-624.98,-9239.57,-21.36,0.0,0.0,0.0,24.22,-12.04,2017,12,0
(주)데코앤이,17680,2018-12-01,1993-09-03,2019-11-20,"  의복, 의복 액세서리 및 모피제품 제조업",4,10.19,-2.51,-18.19,18.73,4.16,48.74,-50.32,-6.48,47.08,-20.49,-9.99,-17.26,-35.94,-107.0,523.57,0.84,1.75,2.26,3.82,10.07,13.37,27.3,95.57,36.26,0.01,1.94,0.75,1.34,2.07,130.31,93.29,12.6,121.53,16.07,51.48,68.44,69.1,45.14,6663.78,10.02,426.95,1840.14,12.91,115.78,-15.78,-158.73,32.65,-2.57,2018,12,1
(주)덱스터스튜디오,206560,2016-12-01,2015-12-22,,  영상ㆍ오디오 기록물 제작 및 배급업,5,21.96,28.4,170.18,6.91,6.14,-17.34,27.95,0.0,31.58,16.15,3.58,6.19,6.9,242.0,1469.39,0.38,0.42,1.66,0.0,2.02,0.0,0.0,0.0,180.65,0.01,0.49,0.47,0.5,0.5,2025.35,2025.35,368.61,9.59,63.99,720.89,35.82,67.32,91.25,23115.83,26.98,327.61,698.37,72.74,62.61,37.39,22.2,5.05,35.49,2016,12,0
(주)덱스터스튜디오,206560,2017-12-01,2015-12-22,,  영상ㆍ오디오 기록물 제작 및 배급업,5,-20.28,6.87,61.65,4.49,-47.76,-23.26,-753.21,0.0,-40.54,-134.92,-24.1,-39.02,-57.46,-1580.0,1152.42,0.29,0.43,0.69,0.0,1.57,0.0,0.0,0.0,231.85,0.0,0.64,0.36,0.5,0.5,121.02,121.02,41.61,119.02,8.59,365.16,110.74,49.44,45.66,-18077.83,-20.19,-239.28,-588.23,-71.36,0.0,0.0,0.0,3.46,-8.98,2017,12,0
(주)덱스터스튜디오,206560,2018-12-01,2015-12-22,,  영상ㆍ오디오 기록물 제작 및 배급업,5,54.8,-18.03,-45.87,-9.74,54.69,27.22,0.0,0.0,28.28,7.19,3.06,3.31,5.4,121.0,1656.46,0.46,0.75,1.12,0.0,2.99,2534.73,0.14,0.0,122.06,0.01,0.0,0.51,0.78,0.78,370.03,370.03,139.55,27.82,50.85,512.86,38.76,69.68,78.23,25764.17,31.88,416.05,833.93,65.7,67.06,32.94,10.94,5.71,1.37,2018,12,0
(주)덱스터스튜디오,206560,2019-12-01,2015-12-22,,  영상ㆍ오디오 기록물 제작 및 배급업,5,41.48,-17.76,40.67,-17.68,-12.5,-43.07,-374.62,0.0,0.0,-13.89,-7.01,-10.46,-13.02,-318.0,2250.84,0.75,0.94,1.88,0.0,6.87,2546.1,0.14,0.0,53.11,0.02,0.0,1.0,1.26,1.26,412.56,412.56,105.27,20.23,36.51,448.36,62.3,48.19,83.17,23600.47,35.48,463.43,590.83,42.54,86.69,13.31,-32.66,9.83,-22.45,2019,12,0
(주)덱스터스튜디오,206560,2020-12-01,2015-12-22,,  영상ㆍ오디오 기록물 제작 및 배급업,5,-52.55,-28.44,-20.07,3.07,3.56,27.95,-60.63,0.0,0.0,-11.56,0.54,-4.5,-5.4,-122.0,1042.59,0.39,0.47,0.85,0.0,8.94,4166.33,0.09,0.0,40.85,0.02,0.0,0.58,0.72,0.72,425.45,425.45,151.35,19.68,45.76,451.65,48.09,59.82,83.56,19594.47,28.58,537.67,607.14,74.42,75.99,24.01,-15.53,6.03,1.62,2020,12,0
(주)동구바이오제약,6620,2018-12-01,2018-02-13,,  의료용 물질 및 의약품 제조업,5,3.67,12.57,46.33,37.95,90.17,32.1,-58.29,22.93,58.56,4.36,6.54,5.08,8.31,489.0,11161.93,1.17,1.91,2.74,7.74,4.93,10.75,33.94,47.13,74.09,0.01,0.52,1.26,2.03,2.75,205.51,153.33,16.53,44.63,28.95,1501.42,63.07,56.39,69.14,20543.41,19.7,68.69,794.18,19.6,62.28,37.72,22.24,3.49,15.6,2018,12,0
(주)동구바이오제약,6620,2019-12-01,2018-02-13,,  의료용 물질 및 의약품 제조업,5,19.46,18.24,33.76,27.28,18.8,22.27,230.48,17.87,56.44,12.06,5.61,12.74,19.14,1585.0,13039.9,1.06,1.59,2.36,7.7,5.97,12.05,30.3,47.4,61.15,0.01,0.62,1.27,1.92,2.55,187.51,141.61,26.97,54.96,25.28,1783.68,71.01,54.17,64.53,38053.48,28.67,102.99,722.55,30.39,43.41,56.59,39.68,3.61,16.2,2019,12,0
(주)동구바이오제약,6620,2020-12-01,2018-02-13,,  의료용 물질 및 의약품 제조업,5,11.16,5.51,18.37,8.76,10.51,0.63,-39.47,41.89,57.91,6.57,5.55,6.6,10.14,969.0,14495.61,1.0,1.54,2.1,6.54,7.37,13.63,26.78,55.81,49.54,0.01,3.56,1.25,1.93,2.74,178.61,116.97,12.05,52.51,22.06,1971.11,76.07,50.12,65.57,32539.46,22.54,83.84,525.7,23.37,55.18,44.82,28.09,3.6,17.67,2020,12,0
